geneID	symbol	yQvalue	oQvalue	yPvalue	oPvalue	yRP24	oRP24	ySP	oSP	yPVEC	oPVEC	yPhase	oPhase	yMedian	oMedian	yDetectable	oDetectable	yNonZero	oNonzero
FBtr0070886	CG4660-RA	0.012521	0.003712	0.0009	0.0001	2.642456	2.130134	3.077161	2.953643	3.481798	16.147905	19.858180	14.158101	16.267050	27.569800	1	1	1	1
FBtr0332909	asrij-RB	0.037648	0.028304	0.0087	0.0045	0.258194	1.835193	1.459372	2.199725	14.305073	23.243255	20.578502	17.764105	4.495425	9.910795	1	1	1	1
FBtr0088373	CG1671-RA	0.02971	0.025112	0.0052	0.0036	1.107971	1.025337	2.668630	3.091731	76.849808	15.810181	20.912992	20.941460	6.288545	8.375265	1	1	1	1
FBtr0075390	CG33158-RB	0.012983	0.018191	0.001	0.0018	1.491454	1.382507	3.033298	2.651670	46.278383	23.602429	20.556688	18.271354	2.835725	6.689345	1	1	1	1
FBtr0072858	CG5687-RA	0.016684	0.028574	0.0016	0.0046	2.280203	1.393201	3.836173	2.783883	13.248421	15.331586	20.726933	22.570718	25.044500	35.931000	1	1	1	1
FBtr0335231	CG11052-RD	0.028219	0.033074	0.0046	0.0061	0.946695	0.497373	1.944730	0.763550	1.845869	0.768264	23.642764	23.169941	4.045255	19.848800	1	1	1	1
FBtr0337034	Dhc98D-RD	0.014986	0.010249	0.0013	0.0006	2.354675	2.423661	3.910789	3.648566	2.374046	24.127420	21.128210	23.995239	2.160235	4.129165	1	1	1	1
FBtr0300818	CG17324-RB	0.007493	0.010249	0.0003	0.0006	2.462495	1.714325	4.862935	5.611359	19.200030	16.037040	22.729302	21.735790	16.314900	25.177500	1	1	1	1
FBtr0081898	pch2-RA	0.026354	0.015735	0.0041	0.0014	1.535855	2.245572	2.968545	2.602913	21.179478	8.759152	22.671728	20.448724	3.603505	5.147185	1	1	1	1
FBtr0077080	QC-RA	0.016056	0.01179	0.0015	0.0008	1.876146	1.237729	4.523840	2.668274	1.460304	0.778708	2.947275	2.140918	13.326050	24.936850	1	1	1	1
FBtr0078023	ninaA-RA	0.0	0.008746	0.0	0.0004	4.031921	2.171086	4.853988	3.453412	12.156996	30.593895	20.461589	21.566976	61.194350	111.085000	1	1	1	1
FBtr0330177	Eip71CD-RG	0.022706	0.035056	0.003	0.0072	0.998383	1.311642	2.606995	1.824072	12.017325	5.383017	18.915533	19.842067	25.137900	62.765550	1	1	1	1
FBtr0304060	mv-RB	0.028433	0.011106	0.0047	0.0007	1.760441	2.476750	3.782287	3.084447	9.939254	16.036524	20.486184	21.808127	13.959850	20.404400	1	0	1	1
FBtr0303264	DAAM-RD	0.040464	0.005754	0.0106	0.0002	0.994378	3.768030	1.169110	4.834565	69.642741	67.183020	7.939305	6.156880	15.261800	26.698850	1	1	1	1
FBtr0100153	h-RB	0.036062	0.003712	0.0079	0.0001	0.899353	1.270997	2.763730	3.319252	71.733809	84.945166	7.491682	5.779997	19.114550	32.816600	1	1	1	1
FBtr0071624	CG15661-RA	0.024315	0.010249	0.0035	0.0006	1.358527	1.702940	2.166033	4.586997	0.891897	1.994318	1.625347	1.894322	14.561050	23.684550	1	1	1	1
FBtr0082338	Ugt86Da-RA	0.006281	0.035056	0.0002	0.0072	2.922967	0.432985	4.080098	2.945110	7.600824	0.364347	1.719035	0.042917	18.401000	27.139600	1	1	1	1
FBtr0082591	CG5844-RA	0.04544	0.041734	0.0129	0.0103	0.619715	0.689044	0.834585	0.831698	32.062469	4.149342	19.535997	20.956996	5.995180	9.115715	1	1	1	1
