Cluster-1	total=16	enrichmentScore=2.589834595695953	phaseStdDev=5.105926270397963	"Alternative splicing,splice variant,nucleusAnnotation Cluster 1"	Enrichment Score: 2.589834595695953								
FBtr0071035	Inx7-RA	0.790828	0.04964	6.7	FlyBase Inx7-RA	Figure for Inx7-RA							
FBtr0329872	SLO2-RL	0.806751	0.037648	7.7	FlyBase SLO2-RL	Figure for SLO2-RL							
FBtr0079013	qtc-RB	1.220967	0.031884	21.8	FlyBase qtc-RB	Figure for qtc-RB							
FBtr0331505	CG43778-RD	1.376104	0.012983	10.9	FlyBase CG43778-RD	Figure for CG43778-RD							
FBtr0079251	Cpr-RB	1.426223	0.023905	21.6	FlyBase Cpr-RB	Figure for Cpr-RB							
FBtr0301812	CG41128-RB	0.012339	0.04338	19.9	FlyBase CG41128-RB	Figure for CG41128-RB							
FBtr0334890	COX5A-RC	0.733328	0.008325	0.5	FlyBase COX5A-RC	Figure for COX5A-RC							
FBtr0085551	Tace-RA	1.239449	0.020585	23.9	FlyBase Tace-RA	Figure for Tace-RA							
FBtr0079609	CG7781-RA	0.235581	0.035093	7.1	FlyBase CG7781-RA	Figure for CG7781-RA							
FBtr0088473	trpl-RB	1.302533	0.029042	9.2	FlyBase trpl-RB	Figure for trpl-RB							
FBtr0089451	anne-RG	1.726239	0.018307	2.9	FlyBase anne-RG	Figure for anne-RG							
FBtr0331664	Ndae1-RJ	2.344171	0	20.6	FlyBase Ndae1-RJ	Figure for Ndae1-RJ							
FBtr0300178	gol-RC	0.538906	0.035867	11.3	FlyBase gol-RC	Figure for gol-RC							
FBtr0080362	Patsas-RA	0.634581	0.049033	1.3	FlyBase Patsas-RA	Figure for Patsas-RA							
FBtr0332356	CG42817-RB	1.358187	0.037946	7.7	FlyBase CG42817-RB	Figure for CG42817-RB							
FBtr0084702	sosie-RA	0.944009	0.018893	0.1	FlyBase sosie-RA	Figure for sosie-RA							
FBtr0342919	CG17321-RB	0.846411	0.037946	6.6	FlyBase CG17321-RB	Figure for CG17321-RB							
FBtr0333835	Rdl-RF	1.63565	0.010993	5.4	FlyBase Rdl-RF	Figure for Rdl-RF							
													
Cluster-3	total=5	enrichmentScore=1.3464050603113826	phaseStdDev=4.22911224292368	"circadian rhythm,JHBP,Haemolymph juvenile hormone binding,multicellular organism reproduction,extracellular spaceAnnotation Cluster 3"	Enrichment Score: 1.3464050603113826								
category	term	count	percent	pValue	avgPhase	phaseStdDev	transcriptList	total	popHits	popTotal	foldChange	bonfer	FDR
GOTERM_BP_DIRECT	GO:0007623~circadian rhythm	4	4.651162791	0.005096462	1.8803605	4.690613505	"FBtr0078847, FBtr0076329, FBtr0080452, FBtr0083237"	63	62	10996	11.26062468	0.739146577	0.670184704
SMART	SM00700:JHBP	3	3.488372093	0.011009334	3.348841	4.550831444	"FBtr0078847, FBtr0080452, FBtr0083237"	29	30	5218	17.99310345	0.328696452	0.396336019
INTERPRO	IPR010562:Haemolymph juvenile hormone binding	3	3.488372093	0.015945622	3.348841	4.550831444	"FBtr0078847, FBtr0080452, FBtr0083237"	72	30	10984	15.25555556	0.959837608	1
GOTERM_BP_DIRECT	GO:0032504~multicellular organism reproduction	3	3.488372093	0.429154225	3.348841	4.550831444	"FBtr0078847, FBtr0080452, FBtr0083237"	63	258	10996	2.029531192	1	1
GOTERM_CC_DIRECT	GO:0005615~extracellular space	5	5.813953488	0.482714163	1.6139462	4.229112243	"FBtr0078847, FBtr0076329, FBtr0080452, FBtr0073439, FBtr0083237"	62	587	10026	1.37742485	1	1
GeneID	Symbol	RP24	q-value	Phase	FlybaseLink	Figure							
FBtr0083237	CG10407-RA	2.206628	0.011853	1.7	FlyBase CG10407-RA	Figure for CG10407-RA							
FBtr0080452	CG16820-RA	0.497597	0.038318	9.6	FlyBase CG16820-RA	Figure for CG16820-RA							
FBtr0073439	CG15201-RA	1.466515	0.009138	0.5	FlyBase CG15201-RA	Figure for CG15201-RA							
FBtr0076329	Ilp2-RA	0.889854	0.022218	21.5	FlyBase Ilp2-RA	Figure for Ilp2-RA							
FBtr0078847	CG2016-RB	1.852572	0.004004	22.8	FlyBase CG2016-RB	Figure for CG2016-RB							
													
Cluster-4	total=18	enrichmentScore=1.2663584012411766	phaseStdDev=5.52619830323799	"ion transport,Transport,Ion transport,plasma membrane,integral component of plasma membrane,Ion channel,Extracellular,Cytoplasmic,transmembrane regionAnnotation Cluster 4"	Enrichment Score: 1.2663584012411766								
category	term	count	percent	pValue	avgPhase	phaseStdDev	transcriptList	total	popHits	popTotal	foldChange	bonfer	FDR
GOTERM_BP_DIRECT	GO:0006811~ion transport	4	4.651162791	0.001794093	6.59008075	1.616979768	"FBtr0071035, FBtr0333835, FBtr0088473, FBtr0071777"	63	43	10996	16.23624954	0.376415046	0.471846494
UP_KEYWORDS	Transport	10	11.62790698	0.007356046	0.2713622	5.56643489	"FBtr0071035, FBtr0331716, FBtr0085462, FBtr0333835, FBtr0084172, FBtr0088473, FBtr0273393, FBtr0331664, FBtr0071777, FBtr0087869"	86	564	13921	2.870072571	0.500438253	0.12044754
UP_KEYWORDS	Ion transport	6	6.976744186	0.008862226	3.378165	4.734188447	"FBtr0071035, FBtr0331716, FBtr0333835, FBtr0088473, FBtr0331664, FBtr0071777"	86	208	13921	4.669387299	0.56688958	0.12044754
GOTERM_CC_DIRECT	GO:0005886~plasma membrane	10	11.62790698	0.046908984	3.652866	4.550346944	"FBtr0071035, FBtr0304603, FBtr0331716, FBtr0072130, FBtr0333835, FBtr0088473, FBtr0310064, FBtr0084702, FBtr0331664, FBtr0071777"	62	786	10026	2.057375031	0.983156902	1
GOTERM_CC_DIRECT	GO:0005887~integral component of plasma membrane	7	8.139534884	0.076369253	1.152008143	4.502408679	"FBtr0345597, FBtr0089451, FBtr0331716, FBtr0072130, FBtr0088473, FBtr0331664, FBtr0071777"	62	490	10026	2.310138249	0.998832216	1
UP_KEYWORDS	Ion channel	3	3.488372093	0.183975782	7.101542333	1.56198366	"FBtr0071035, FBtr0333835, FBtr0088473"	86	128	13921	3.79387718	0.999999995	0.967741935
UP_SEQ_FEATURE	topological domain:Extracellular	5	5.813953488	0.214843325	6.4898306	3.877324051	"FBtr0071035, FBtr0085551, FBtr0333835, FBtr0088473, FBtr0300178"	25	312	3113	1.995512821	1	1
UP_SEQ_FEATURE	topological domain:Cytoplasmic	5	5.813953488	0.366924027	6.4898306	3.877324051	"FBtr0071035, FBtr0085551, FBtr0333835, FBtr0088473, FBtr0300178"	25	397	3113	1.568261965	1	1
UP_SEQ_FEATURE	transmembrane region	5	5.813953488	0.659339213	6.4898306	3.877324051	"FBtr0071035, FBtr0085551, FBtr0333835, FBtr0088473, FBtr0300178"	25	566	3113	1.1	1	1
GeneID	Symbol	RP24	q-value	Phase	FlybaseLink	Figure							
FBtr0072130	TM4SF-RA	1.565465	0.020585	0.8	FlyBase TM4SF-RA	Figure for TM4SF-RA							
FBtr0071035	Inx7-RA	0.790828	0.04964	6.7	FlyBase Inx7-RA	Figure for Inx7-RA							
FBtr0273393	ND-B17.2-RB	3.847776	0	23	FlyBase ND-B17.2-RB	Figure for ND-B17.2-RB							
FBtr0300178	gol-RC	0.538906	0.035867	11.3	FlyBase gol-RC	Figure for gol-RC							
FBtr0304603	pros-RH	1.175592	0.03291	10.8	FlyBase pros-RH	Figure for pros-RH							
FBtr0087869	nemy-RC	0.338843	0.048843	18.9	FlyBase nemy-RC	Figure for nemy-RC							
FBtr0089451	anne-RG	1.726239	0.018307	2.9	FlyBase anne-RG	Figure for anne-RG							
FBtr0345597	Rh50-RC	0.854494	0.048843	20.3	FlyBase Rh50-RC	Figure for Rh50-RC							
FBtr0084172	ND-42-RA	0.973126	0.025698	21	FlyBase ND-42-RA	Figure for ND-42-RA							
FBtr0331664	Ndae1-RJ	2.344171	0	20.6	FlyBase Ndae1-RJ	Figure for Ndae1-RJ							
FBtr0310064	vib-RB	1.373138	0.024315	4.6	FlyBase vib-RB	Figure for vib-RB							
FBtr0071777	Oatp58Dc-RA	0.73369	0.039427	5.1	FlyBase Oatp58Dc-RA	Figure for Oatp58Dc-RA							
FBtr0085551	Tace-RA	1.239449	0.020585	23.9	FlyBase Tace-RA	Figure for Tace-RA							
FBtr0084702	sosie-RA	0.944009	0.018893	0.1	FlyBase sosie-RA	Figure for sosie-RA							
FBtr0333835	Rdl-RF	1.63565	0.010993	5.4	FlyBase Rdl-RF	Figure for Rdl-RF							
FBtr0085462	Obp99b-RA	-0.20862	0.038318	15.6	FlyBase Obp99b-RA	Figure for Obp99b-RA							
FBtr0331716	rdgB-RI	1.704986	0.023613	21.3	FlyBase rdgB-RI	Figure for rdgB-RI							
FBtr0088473	trpl-RB	1.302533	0.029042	9.2	FlyBase trpl-RB	Figure for trpl-RB							
													
Cluster-5	total=3	enrichmentScore=1.0467528947962395	phaseStdDev=5.853614547706799	"ANK,ANK repeat,Ankyrin repeat,Ankyrin repeat-containing domainAnnotation Cluster 5"	Enrichment Score: 1.0467528947962395								
category	term	count	percent	pValue	avgPhase	phaseStdDev	transcriptList	total	popHits	popTotal	foldChange	bonfer	FDR
SMART	SM00248:ANK	3	3.488372093	0.069377264	1.782344	5.853614548	"FBtr0080362, FBtr0088473, FBtr0087869"	29	81	5218	6.664112388	0.92486337	0.832527163
UP_KEYWORDS	ANK repeat	3	3.488372093	0.085807545	1.782344	5.853614548	"FBtr0080362, FBtr0088473, FBtr0087869"	86	80	13921	6.070203488	0.999782461	0.687734497
INTERPRO	IPR002110:Ankyrin repeat	3	3.488372093	0.102469179	1.782344	5.853614548	"FBtr0080362, FBtr0088473, FBtr0087869"	72	84	10984	5.448412698	1	1
INTERPRO	IPR020683:Ankyrin repeat-containing domain	3	3.488372093	0.106574308	1.782344	5.853614548	"FBtr0080362, FBtr0088473, FBtr0087869"	72	86	10984	5.321705426	1	1
GeneID	Symbol	RP24	q-value	Phase	FlybaseLink	Figure							
FBtr0087869	nemy-RC	0.338843	0.048843	18.9	FlyBase nemy-RC	Figure for nemy-RC							
FBtr0080362	Patsas-RA	0.634581	0.049033	1.3	FlyBase Patsas-RA	Figure for Patsas-RA							
FBtr0088473	trpl-RB	1.302533	0.029042	9.2	FlyBase trpl-RB	Figure for trpl-RB							
													
Cluster-6	total=8	enrichmentScore=1.020214384907298	phaseStdDev=2.380025742233681	"lipid particle,Oxidative phosphorylation,Mitochondrion,mitochondrionAnnotation Cluster 6"	Enrichment Score: 1.020214384907298								
category	term	count	percent	pValue	avgPhase	phaseStdDev	transcriptList	total	popHits	popTotal	foldChange	bonfer	FDR
GOTERM_CC_DIRECT	GO:0005811~lipid particle	6	6.976744186	0.026263324	-0.185614167	2.325515552	"FBtr0083563, FBtr0079251, FBtr0077144, FBtr0334890, FBtr0084172, FBtr0333229"	62	277	10026	3.502736695	0.895881026	1
KEGG_PATHWAY	dme00190:Oxidative phosphorylation	4	4.651162791	0.044149332	-0.95379425	1.295435696	"FBtr0077144, FBtr0334890, FBtr0084172, FBtr0273393"	17	139	2737	4.633093525	0.741951441	0.686681879
UP_KEYWORDS	Mitochondrion	4	4.651162791	0.216835689	-1.87881025	1.770196996	"FBtr0301812, FBtr0334890, FBtr0084172, FBtr0273393"	86	263	13921	2.461932974	1	0.967741935
GOTERM_CC_DIRECT	GO:0005739~mitochondrion	5	5.813953488	0.330170194	-1.3875092	1.800575198	"FBtr0083563, FBtr0301812, FBtr0077144, FBtr0334890, FBtr0084172"	62	477	10026	1.695069994	1	1
GeneID	Symbol	RP24	q-value	Phase	FlybaseLink	Figure							
FBtr0334890	COX5A-RC	0.733328	0.008325	0.5	FlyBase COX5A-RC	Figure for COX5A-RC							
FBtr0273393	ND-B17.2-RB	3.847776	0	23	FlyBase ND-B17.2-RB	Figure for ND-B17.2-RB							
FBtr0077144	Cyt-c1-RA	1.308997	0.028219	23.6	FlyBase Cyt-c1-RA	Figure for Cyt-c1-RA							
FBtr0079251	Cpr-RB	1.426223	0.023905	21.6	FlyBase Cpr-RB	Figure for Cpr-RB							
FBtr0301812	CG41128-RB	0.012339	0.04338	19.9	FlyBase CG41128-RB	Figure for CG41128-RB							
FBtr0084172	ND-42-RA	0.973126	0.025698	21	FlyBase ND-42-RA	Figure for ND-42-RA							
FBtr0083563	Mdh2-RA	-0.027877	0.046577	24	FlyBase Mdh2-RA	Figure for Mdh2-RA							
FBtr0333229	Gpdh1-RF	1.206257	0.018307	4.2	FlyBase Gpdh1-RF	Figure for Gpdh1-RF							
													
Cluster-7	total=11	enrichmentScore=0.6516594237621243	phaseStdDev=5.492886240419733	"Secreted,signal peptide,Disulfide bond,disulfide bond,extracellular region,Glycoprotein,N-linked (GlcNAc...)Annotation Cluster 7"	Enrichment Score: 0.6516594237621243								
category	term	count	percent	pValue	avgPhase	phaseStdDev	transcriptList	total	popHits	popTotal	foldChange	bonfer	FDR
UP_KEYWORDS	Secreted	5	5.813953488	0.098546691	0.136277	5.512318472	"FBtr0076329, FBtr0074505, FBtr0308916, FBtr0085462, FBtr0073942"	86	287	13921	2.820071307	0.999941835	0.687734497
UP_SEQ_FEATURE	signal peptide	7	8.139534884	0.099790414	2.4467	6.170310365	"FBtr0076329, FBtr0308916, FBtr0085551, FBtr0085462, FBtr0333835, FBtr0073942, FBtr0300178"	25	427	3113	2.041311475	0.999954012	1
UP_KEYWORDS	Disulfide bond	8	9.302325581	0.114542652	-0.789626375	4.904840686	"FBtr0076329, FBtr0085551, FBtr0085462, FBtr0071170, FBtr0333835, FBtr0085460, FBtr0112806, FBtr0073942"	86	670	13921	1.932801111	0.999989192	0.692167625
UP_SEQ_FEATURE	disulfide bond	5	5.813953488	0.141835214	0.4100034	5.761823633	"FBtr0076329, FBtr0085551, FBtr0085462, FBtr0333835, FBtr0073942"	25	265	3113	2.349433962	0.999999511	1
GOTERM_CC_DIRECT	GO:0005576~extracellular region	5	5.813953488	0.440476492	0.136277	5.512318472	"FBtr0076329, FBtr0074505, FBtr0308916, FBtr0085462, FBtr0073942"	62	556	10026	1.454223718	1	1
UP_KEYWORDS	Glycoprotein	4	4.651162791	0.597604156	4.20499425	2.867916865	"FBtr0308916, FBtr0085551, FBtr0333835, FBtr0073942"	86	503	13921	1.287253225	1	0.967741935
UP_SEQ_FEATURE	glycosylation site:N-linked (GlcNAc...)	4	4.651162791	0.652477461	4.20499425	2.867916865	"FBtr0308916, FBtr0085551, FBtr0333835, FBtr0073942"	25	423	3113	1.17749409	1	1
GeneID	Symbol	RP24	q-value	Phase	FlybaseLink	Figure							
FBtr0071170	CG1632-RA	1.765873	0.022706	19.2	FlyBase CG1632-RA	Figure for CG1632-RA							
FBtr0300178	gol-RC	0.538906	0.035867	11.3	FlyBase gol-RC	Figure for gol-RC							
FBtr0308916	CG3556-RB	0.778733	0.047831	3.8	FlyBase CG3556-RB	Figure for CG3556-RB							
FBtr0085460	Kul-RA	0.754286	0.045864	21.5	FlyBase Kul-RA	Figure for Kul-RA							
FBtr0074505	CG6847-RA	1.658483	0.030821	0.1	FlyBase CG6847-RA	Figure for CG6847-RA							
FBtr0076329	Ilp2-RA	0.889854	0.022218	21.5	FlyBase Ilp2-RA	Figure for Ilp2-RA							
FBtr0112806	fw-RB	1.799123	0.018307	23	FlyBase fw-RB	Figure for fw-RB							
FBtr0073942	NetA-RA	1.200578	0.043649	7.7	FlyBase NetA-RA	Figure for NetA-RA							
FBtr0085551	Tace-RA	1.239449	0.020585	23.9	FlyBase Tace-RA	Figure for Tace-RA							
FBtr0085462	Obp99b-RA	-0.20862	0.038318	15.6	FlyBase Obp99b-RA	Figure for Obp99b-RA							
FBtr0333835	Rdl-RF	1.63565	0.010993	5.4	FlyBase Rdl-RF	Figure for Rdl-RF							
													
Cluster-8	total=9	enrichmentScore=0.1871071825329147	phaseStdDev=5.520832268191403	"regulation of transcription, DNA-templated,transcription factor activity, sequence-specific DNA binding,DNA binding,transcription, DNA-templated,Developmental protein,Transcription regulation,Transcription,DNA-binding,nucleusAnnotation Cluster 8"	Enrichment Score: 0.1871071825329147								
category	term	count	percent	pValue	avgPhase	phaseStdDev	transcriptList	total	popHits	popTotal	foldChange	bonfer	FDR
GOTERM_BP_DIRECT	"GO:0006355~regulation of transcription, DNA-templated"	4	4.651162791	0.395042919	5.15110125	5.964245032	"FBtr0304603, FBtr0087293, FBtr0300178, FBtr0086734"	63	401	10996	1.741044215	1	1
GOTERM_MF_DIRECT	"GO:0003700~transcription factor activity, sequence-specific DNA binding"	3	3.488372093	0.448744477	2.435146667	6.235461426	"FBtr0083642, FBtr0304603, FBtr0086734"	52	275	9284	1.947692308	1	1
GOTERM_MF_DIRECT	GO:0003677~DNA binding	4	4.651162791	0.595406614	4.64510975	6.619104538	"FBtr0083642, FBtr0304603, FBtr0300178, FBtr0086734"	52	555	9284	1.286763687	1	1
GOTERM_BP_DIRECT	"GO:0006351~transcription, DNA-templated"	3	3.488372093	0.631262255	13.92433067	4.120163496	"FBtr0083642, FBtr0304603, FBtr0300178"	63	376	10996	1.39260385	1	1
UP_KEYWORDS	Developmental protein	4	4.651162791	0.707959303	12.37804225	4.461483389	"FBtr0083642, FBtr0304603, FBtr0073942, FBtr0300178"	86	593	13921	1.091885956	1	0.967741935
UP_KEYWORDS	Transcription regulation	3	3.488372093	0.726426419	13.92433067	4.120163496	"FBtr0083642, FBtr0304603, FBtr0300178"	86	416	13921	1.167346825	1	0.967741935
UP_KEYWORDS	Transcription	3	3.488372093	0.757016115	13.92433067	4.120163496	"FBtr0083642, FBtr0304603, FBtr0300178"	86	442	13921	1.098679364	1	0.967741935
UP_KEYWORDS	DNA-binding	3	3.488372093	0.843629925	13.92433067	4.120163496	"FBtr0083642, FBtr0304603, FBtr0300178"	86	535	13921	0.90769398	1	0.967741935
GOTERM_CC_DIRECT	GO:0005634~nucleus	8	9.302325581	0.946044265	3.90615	5.71463756	"FBtr0071035, FBtr0083642, FBtr0304603, FBtr0089125, FBtr0087293, FBtr0082457, FBtr0300178, FBtr0086734"	62	1832	10026	0.706155797	1	1
GeneID	Symbol	RP24	q-value	Phase	FlybaseLink	Figure							
FBtr0071035	Inx7-RA	0.790828	0.04964	6.7	FlyBase Inx7-RA	Figure for Inx7-RA							
FBtr0083642	fru-RC	2.09277	0.011853	19.7	FlyBase fru-RC	Figure for fru-RC							
FBtr0304603	pros-RH	1.175592	0.03291	10.8	FlyBase pros-RH	Figure for pros-RH							
FBtr0087293	Mlf-RB	1.018395	0.048301	21.8	FlyBase Mlf-RB	Figure for Mlf-RB							
FBtr0082457	Jupiter-RB	0.823005	0.04701	23.7	FlyBase Jupiter-RB	Figure for Jupiter-RB							
FBtr0089125	Hcf-RB	0.378055	0.045639	8.5	FlyBase Hcf-RB	Figure for Hcf-RB							
FBtr0073942	NetA-RA	1.200578	0.043649	7.7	FlyBase NetA-RA	Figure for NetA-RA							
FBtr0300178	gol-RC	0.538906	0.035867	11.3	FlyBase gol-RC	Figure for gol-RC							
FBtr0086734	Dlip3-RA	0.294861	0.049231	0.8	FlyBase Dlip3-RA	Figure for Dlip3-RA							
													
Cluster-9	total=10	enrichmentScore=0.0722662749126097	phaseStdDev=5.944145390892524	"Phosphoprotein,nucleus,NucleusAnnotation Cluster 9"	Enrichment Score: 0.0722662749126097								
category	term	count	percent	pValue	avgPhase	phaseStdDev	transcriptList	total	popHits	popTotal	foldChange	bonfer	FDR
UP_KEYWORDS	Phosphoprotein	6	6.976744186	0.65904232	17.5799625	5.808242901	"FBtr0304603, FBtr0331716, FBtr0087242, FBtr0089125, FBtr0087293, FBtr0082457"	86	909	13921	1.06846266	1	0.967741935
GOTERM_CC_DIRECT	GO:0005634~nucleus	8	9.302325581	0.946044265	3.90615	5.71463756	"FBtr0071035, FBtr0083642, FBtr0304603, FBtr0089125, FBtr0087293, FBtr0082457, FBtr0300178, FBtr0086734"	62	1832	10026	0.706155797	1	1
UP_KEYWORDS	Nucleus	4	4.651162791	0.973590695	3.6703735	6.155105787	"FBtr0083642, FBtr0304603, FBtr0089125, FBtr0082457"	86	1134	13921	0.5709774	1	0.973590695
GeneID	Symbol	RP24	q-value	Phase	FlybaseLink	Figure							
