FBID	ZT0	ZT4	ZT8	ZT12	ZT16	ZT20
FBgn0053095	26.2307	29.4466	26.7271	23.2587	23.2341	21.7141
FBgn0053626	0	0	0.137671	0	0	0
FBgn0053627	0	0	0	0	0	0
FBgn0053267	2.60974	3.18756	3.23825	3.24411	2.23042	1.76023
FBgn0065047	0	0	0	0	0	0
FBgn0053630	0	0	0	0	0	0
FBgn0053631	0	0.123782	0	0	0	0
FBgn0032538	0.415758	0.296231	0.44218	0.602941	0.639576	0.445377
FBgn0065080	0	0	0	0	0	0
FBgn0065070	0	0	0	0	0	0
FBgn0053639	4.89628	6.10435	5.41745	5.44677	5.58898	4.91073
FBgn0029948	4.2237	0	0.882368	6.56279	0.649741	8.51037
FBgn0053640	1.08946	0.855435	0.496593	0.290204	0	0
FBgn0053641	0.402243	0.0921195	0.401076	0.0937538	0.278524	0.215449
FBgn0053642	0	0	0	0.194619	0	0.11181
FBgn0053643	0	0	0	0	0	0
FBgn0053644	0	0	0	0	0	0
FBgn0053645	0	0	0	0	0	0
FBgn0035253	59.9023	82.9564	69.5908	45.9405	73.6525	63.0228
FBgn0053647	0	0	0	0	0	0.150588
FBgn0053648	0	0.294482	0.296358	0.599406	0.197807	0.114782
FBgn0064115	15.8891	19.6637	13.558	10.0775	18.403	16.571
FBgn0053653	117.495	100.068	104.223	104.367	91.453	95.0235
FBgn0035068	0	0	0	0	0	0
FBgn0032364	0	0.0236422	0.020587	0	0.095288	0.0276473
FBgn0032365	0	0	0	0	0	0
FBgn0053654	0	0.313104	0	0	0	0
FBgn0034618	26.296	32.2295	30.9863	27.76	24.796	27.4736
FBgn0037555	13.5707	18.9892	17.1268	11.9008	15.8084	15.3412
FBgn0000153	16.1142	10.1805	10.1433	10.0069	14.4779	18.7214
FBgn0015609	23.0006	25.3585	25.5791	23.5455	22.6909	22.4065
FBgn0065101	0	0	0	0	0	0
FBgn0001223	84.0593	124.654	329.934	440.345	261.146	155.85
FBgn0001228	0	0	0	0	0	0
FBgn0065097	0	0	0	0	0	0
FBgn0065092	0	0	0	0	0	0
FBgn0065046	9.23848	8.46298	2.45645	14.3552	5.68489	29.6899
FBgn0065071	0	0	0	0	0	0
FBgn0053664	0	0.114055	0	0	0	0
FBgn0053665	0	0	0	0	0	0
FBgn0053666	0	0	0	0	0	0
FBgn0053667	0	0.107405	0.280577	0.218622	0	0.1256
FBgn0053668	0	0	0	0	0	0
FBgn0053669	0	0	0	0	0	0
FBgn0033380	3.02271	3.41627	2.41115	2.30572	2.89873	2.54716
FBgn0031159	1.48273	1.29168	0.811684	0.880915	0.751383	1.01219
FBgn0061359	11.5235	13.7669	10.7792	11.2612	15.3319	12.0069
FBgn0053673	0	0	0	0	0	0
FBgn0065053	0	0	0	0	0	0
FBgn0040608	0.48418	0	0.386219	0.281003	0	0.384633
FBgn0039452	0.543259	0.249379	0	0	0	0
FBgn0067622	14.5208	14.491	13.8429	16.1613	15.794	15.1788
FBgn0032240	15.9783	15.1159	11.4801	10.3224	13.6324	13.2468
FBgn0029859	1.02212	1.33056	0.772413	0.852626	0.347584	0.691539
FBgn0029860	20.4967	16.0079	12.051	15.4329	13.219	10.1326
FBgn0029504	19.9764	18.5768	21.9467	26.4277	24.5347	32.1497
FBgn0041775	53.3136	49.0312	45.7285	44.2502	48.0496	46.8991
FBgn0003507	15.2953	9.51254	12.4051	15.3337	8.70054	9.91706
FBgn0053680	0	0	0	0	0	0
FBgn0002524	13.9903	15.956	13.1978	13.911	11.5087	13.0546
FBgn0037716	2.66648	3.35957	3.00996	2.70085	3.10106	3.23083
FBgn0002632	0.055865	0.153527	0.0891248	0	0.0515647	0
FBgn0002522	2.61705	1.98352	2.02674	2.25626	2.33708	1.98172
FBgn0065098	5.77259	4.75922	6.21631	8.88004	5.32825	1.54596
FBgn0039157	13.2544	9.72492	10.6155	9.90797	9.01215	10.317
FBgn0011676	5.59069	5.71139	5.06076	3.90891	4.97988	4.41277
FBgn0065088	12.9026	0	0	0	0	2.70367
FBgn0034324	0.450808	0	0	0	0	0.643899
FBgn0034325	0	0	0	0.122503	0	0.562998
FBgn0053483	1.09147	0.727167	0.474898	0.925084	0.732696	1.16923
FBgn0065073	22.8933	0	0	0	0	0
FBgn0037913	945.519	684.437	778.957	763.697	692.891	664.236
FBgn0037912	119.579	136.814	114.118	109.13	108.307	104.846
FBgn0032888	0.799226	0	0.3643	1.17091	0.316159	1.46771
FBgn0051221	299.505	373.554	352.943	339.388	349.63	317.577
FBgn0031403	7.01476	4.6734	4.8325	5.44994	4.02222	5.23737
FBgn0065087	0	0	0	0	0	0
FBgn0026239	3.83067	5.06849	4.77619	5.37545	5.27757	5.18177
FBgn0051016	0	0.0334494	0	0	0	0
FBgn0053687	0	0	0	0	0	0
FBgn0053688	0	0	0	0	0	0
FBgn0053689	0	0	0	0	0	0
FBgn0053690	0	0	0	0	0	0
FBgn0052423	222.649	293.485	262.676	232.131	260.693	225.993
FBgn0033884	4.21729	4.09821	3.40951	3.29421	4.4713	3.84618
FBgn0065055	17.4183	22.3387	47.2404	32.4786	25.724	52.2458
FBgn0040233	12.394	12.5944	12.5519	10.3873	11.1211	11.7045
FBgn0052831	4.5315	5.00463	3.73716	2.81748	4.45933	2.24146
FBgn0053696	4.70033	3.21495	4.01595	3.79785	2.42955	3.42407
FBgn0052843	5.13911	4.59918	5.01278	5.02219	4.56032	3.6599
FBgn0016919	0.970591	0.792502	0.893604	0.688532	0.471944	0.925374
FBgn0065095	0	0	0	0	0	0
FBgn0036783	4.41015	0	1.67518	4.7969	0.872287	6.18662
FBgn0001624	88.54	87.8635	72.6579	67.0366	69.5006	70.4149
FBgn0053700	0	0.1047	0.0455852	0.106558	0.105496	0.122437
FBgn0053701	0	0	0	0	0	0
FBgn0053702	0	0	0	0	0	0
FBgn0053703	0	0	0	0	0	0
FBgn0053704	0	0	0	0	0	0
FBgn0065100	0	0	0	0	0	0
FBgn0067903	101.199	51.9141	13.3771	21.0262	3.20258	8.05316
FBgn0065105	0	0	0	0	0	0
FBgn0039378	0.118929	0	0	0.0369594	0	0
FBgn0053710	0	0	0	0	0	0
FBgn0065084	0	0	0	0	0	0
FBgn0065096	0	0	0	0	0	0
FBgn0064116	46.879	0.175038	54.6409	28.3333	43.4808	11.4711
FBgn0064117	19.6408	64.759	0.26346	21.3408	21.9964	53.9984
FBgn0065051	0	0	0	0	0	0
FBgn0260458	2.50777	0.982377	0.587217	1.11194	1.35838	1.08054
FBgn0044419	31.5527	14.7967	14.8703	22.7234	15.7965	18.3407
FBgn0046874	120.739	91.635	115.241	142.315	107.672	102.822
FBgn0042182	1.13158	2.23189	1.47727	3.36961	3.02471	1.75417
FBgn0064126	17.1507	11.5272	14.694	10.0977	12.4271	11.9969
FBgn0260439	101.465	83.2138	88.8898	84.0606	77.106	92.056
FBgn0053723	0.152906	0	0	0.142556	0	0
FBgn0053725	0	0	0	0	0	0
FBgn0065057	0	0	0	0	0	0
FBgn0014163	307.336	357.84	319.227	273.715	338.35	308.658
FBgn0053727	0	0	0	0	0	0
FBgn0053728	0	0	0	0	0	0
FBgn0053729	0	0	0	0	0	0
FBgn0053730	0	0	0	0	0	0
FBgn0053731	0	0	0	0	0	0
FBgn0053732	0	0	0	0	0	0
FBgn0053733	0	0	0	0	0	0
FBgn0053734	0	0	0	0	0	0
FBgn0053735	0	0	0	0	0	0
FBgn0053736	0	0	0	0	0	0
FBgn0053737	0	0	0	0	0	0
FBgn0053738	0	0	0	0	0	0
FBgn0053739	0	0	0	0	0	0
FBgn0053740	0	0	0	0	0	0
FBgn0053741	0	0	0	0	0	0
FBgn0053742	0	0	0	0	0	0
FBgn0053743	0	0	0	0	0	0
FBgn0053744	0	0	0	0	0	0
FBgn0053745	0	0	0	0	0	0
FBgn0053746	0	0	0	0	0	0
FBgn0051469	48.3581	35.2298	35.0307	45.5581	35.2633	46.3645
FBgn0040077	37.9666	39.1145	34.5993	31.9983	42.6545	36.3305
FBgn0034906	0	0	0.126406	0.14774	0.731344	0
FBgn0037550	3.36423	2.85753	3.7324	3.28939	3.0308	1.84667
FBgn0065104	1107.74	1334.59	788.027	819.258	883.373	389.853
FBgn0036713	35.3991	28.3792	25.8288	28.2299	27.7872	36.421
FBgn0014857	46.2319	30.062	36.418	42.3628	38.8785	43.808
FBgn0052269	0.0526052	0	0	0	0	0.0563527
FBgn0052270	0	0	0	0	0	0
FBgn0034518	9.21454	5.79485	6.06687	6.61355	7.93147	7.40335
FBgn0053752	0	0	0	0.136565	0	0
FBgn0053137	1.48699	1.02163	0.889608	1.50187	1.14378	0.66372
FBgn0051438	0	0	0	0	0	0
FBgn0003742	12.9753	11.4813	10.4009	12.5112	9.56863	9.30609
FBgn0036789	3.22546	2.90272	2.96197	3.33818	3.03206	2.99561
FBgn0035486	0.336106	0.483828	0.344701	0.268583	0.398858	0.411458
FBgn0045476	0.371429	0.302444	0.658403	0.30781	0.342836	0.176838
FBgn0038880	3.78167	3.7296	3.51537	3.57448	3.89839	5.31514
FBgn0065064	0	1.15618	1.01439	0	1.16593	1.35204
FBgn0029890	0.0746688	0.0663841	0.144627	0.310744	0.135835	0.0795334
FBgn0029891	61.4609	48.6029	45.5683	40.5878	46.96	50.5285
FBgn0029888	42.6521	26.4465	26.3405	26.1283	36.0136	34.0248
FBgn0005672	71.3104	70.4697	70.0845	66.4714	67.4131	61.9747
FBgn0028377	0	0	0	0	0	0
FBgn0001099	5.54109	5.95111	6.29978	5.7598	5.99637	5.93583
FBgn0053757	0	0	0	0	0	0
FBgn0053758	0	0	0	0	0.14456	0.167815
FBgn0053764	0	0	0	0	0	0
FBgn0053766	0	0.142572	0.248297	0.290204	0.574626	0
FBgn0053767	0	0.26177	0	0.133207	0.13188	0
FBgn0053768	0	0	0	0	0	0
FBgn0053769	0	0	0	0	0	0.330498
FBgn0053770	0.146481	0	0	0.136565	0	0.313832
FBgn0053771	0	0	0.124148	0	0	0
FBgn0051324	13.7285	11.6225	15.4432	19.619	12.8205	11.5018
FBgn0052123	0	0	0	0	0	0
FBgn0053774	36.4774	14.9941	23.5016	30.5202	21.1513	26.0507
FBgn0035497	51.8839	51.3163	48.3122	43.6824	44.9492	37.9638
FBgn0050056	0.397162	0.242549	0.211205	0.123426	0.122197	0
FBgn0053777	0.657791	0.451931	0.262353	0.306632	0	0
FBgn0065066	0	0	0	224.731	0	0
FBgn0065059	0	0	0	0	0	0
FBgn0053783	0	0	0	0	0	0
FBgn0053784	1.34086	0.545915	1.30726	0.1389	1.10013	1.75558
FBgn0061361	7.36259	6.42339	7.07155	7.19108	7.81291	5.7946
FBgn0039582	0.0550417	0	0	0	0	0
FBgn0050462	0	0	0	0.0321778	0	0
FBgn0050461	0.396142	0.362596	0.376562	0	0.219168	0.0847253
FBgn0035197	0	0	0	0	0	0
FBgn0035198	0	0	0	0	0	0
FBgn0041720	0	0	0	0	0	2.1069
FBgn0025643	9.4589	8.38958	8.4071	6.90601	6.77694	6.34466
FBgn0020912	0.831769	0.540103	0.532192	0.694341	0.296256	0.675936
FBgn0065083	0	0	0	0	0	0
FBgn0063923	81.1529	51.6356	62.2628	88.0946	56.5624	57.5128
FBgn0063924	0	1.20173	2.08861	0.496119	0.977691	0
FBgn0035239	0.348062	0	0	0	0	0
FBgn0035240	0.00628738	0.377377	0.312961	0.393223	0.262523	0.178562
FBgn0053792	0	0.602547	0.349788	0.306619	0.202376	0.35231
FBgn0065081	0	0	0	0	0	0
FBgn0065058	0	37.0736	0	0	0	0
FBgn0053795	0.155637	0.57029	1.11734	0.435305	0.287313	1.16707
FBgn0053796	0	0	0	0	0	0
FBgn0039621	2.46663	2.1466	1.77082	2.29966	2.61827	1.71753
FBgn0053463	0.958431	0.176194	0.153282	0.17885	1.23791	0.616199
FBgn0051072	25.0575	16.8492	21.3603	19.1319	16.2573	17.5429
FBgn0032077	11.6438	8.78312	9.91899	10.7497	12.9474	17.6272
FBgn0032076	11.9662	7.0836	8.16782	14.4978	5.67138	6.13088
FBgn0053797	0	0	0	0	0	0.224517
FBgn0033652	15.7486	13.5015	14.2491	14.4411	12.9954	14.6199
FBgn0001235	94.9175	90.9745	84.6765	97.0614	81.5223	82.8993
FBgn0000056	25.4529	16.9	22.9068	40.8579	15.5483	12.9766
FBgn0053096	4.95747	2.90723	3.25174	5.40914	4.22754	5.24015
FBgn0034283	0	0	0	0	0	0
FBgn0051386	0	0	0.0325598	0.0190276	0	0.0655891
FBgn0053801	0	0	0	0	0.0587164	0
FBgn0053802	0	0	0	0	0	0
FBgn0053803	0	0	0	0	0	0
FBgn0051617	0	0	0	0	0	0
FBgn0051618	0	0	0	0	0	0
FBgn0051613	0	0	0	0	0	0
FBgn0053804	0	0	0	0	0	0
FBgn0053805	0	0	0	0	0	0
FBgn0053806	0	0	0	0	0	0
FBgn0053807	0	0	0	0	0	0
FBgn0053808	0	0	0	0	0	0
FBgn0053809	0	0	0	0	0	0
FBgn0053810	0	0	0	0	0	0
FBgn0053811	0	0	0	0	0	0
FBgn0053812	0	0	0	0	0	0
FBgn0053813	0	0	0	0	0	0
FBgn0053814	0	0	0	0	0	0
FBgn0053815	0	0	0	0	0	0
FBgn0053816	0	0	0	0	0	0
FBgn0053817	0	0	0	0	0	0
FBgn0053818	0	0	0	0	0	0
FBgn0053819	0	0	0	0	0	0
FBgn0053820	0	0	0	0	0	0
FBgn0053821	0	0	0	0	0	0
FBgn0053822	0	0	0	0	0	0
FBgn0053823	0	0	0	0	0	0
FBgn0053824	0	0	0	0	0	0
FBgn0053825	0	0	0	0	0	0
FBgn0053826	0	0	0	0	0	0
FBgn0053827	0	0	0	0	0	0
FBgn0053828	0	0	0	0	0	0
FBgn0053829	0	0	0	0	0	0
FBgn0053830	0	0	0	0	0	0
FBgn0053831	0	0	0	0	0	0
FBgn0053832	0	0	0	0	0	0
FBgn0053833	0	0	0	0	0	0
FBgn0053834	0	0	0	0	0	0
FBgn0053835	0	0	0	0	0	0
FBgn0053836	0	0	0	0	0	0
FBgn0053837	0	0	0	0	0	0
FBgn0053838	0	0	0	0	0	0
FBgn0053839	0	0	0	0	0	0
FBgn0053840	0	0	0	0	0	0
FBgn0053841	0	0	0	0	0	0
FBgn0053842	0	0	0	0	0	0
FBgn0053843	0	0	0	0	0	0
FBgn0053844	0	0	0	0	0	0
FBgn0053845	0	0	0	0	0	0
FBgn0053846	0	0	0	0	0	0
FBgn0053847	0	0	0	0	0	0
FBgn0053848	0	0	0	0	0	0
FBgn0053849	0	0	0	0	0	0
FBgn0053850	0	0	0	0	0	0
FBgn0053851	0	0	0	0	0	0
FBgn0053852	0	0	0	0	0	0
FBgn0053853	0	0	0	0	0	0
FBgn0053854	0	0	0	0	0	0
FBgn0053855	0	0	0	0	0	0
FBgn0053856	0	0	0	0	0	0
FBgn0053857	0	0	0	0	0	0
FBgn0053858	0	0	0	0	0	0
FBgn0053859	0	0	0	0	0	0
FBgn0053860	0	0	0	0	0	0
FBgn0053861	0	0	0	0	0	0
FBgn0053862	0	0	0	0	0	0
FBgn0053863	0	0	0	0	0	0
FBgn0053864	0	0	0	0	0	0
FBgn0053865	0	0	0	0	0	0
FBgn0053866	0	0	0	0	0	0
FBgn0051614	0	0	0	0	0	0
FBgn0053867	0	0	0	0	0	0
FBgn0053868	1.06179	0	0.846965	1.23739	0.735041	0.426536
FBgn0053869	0	0	0	0	0	0
FBgn0053870	0	0	0	0	0	0
FBgn0053871	0	0	0	0	0	0
FBgn0053872	0	0	0	0	0	0
FBgn0053873	0	0	0	0	0	0
FBgn0053874	0	0	0	0	0	0
FBgn0053875	0	0	0	0	0	0
FBgn0053876	0	0	0	0	0	0
FBgn0053877	0	0	0	0	0	0
FBgn0053878	0	0	0	0	0	0
FBgn0053879	0	0	0	0	0	0
FBgn0053880	0	0	0	0	0	0
FBgn0053881	0	0	0	0	0	0
FBgn0053882	0	0	0	0	0	0
FBgn0053883	0	0	0	0	0	0
FBgn0053884	0	0	0	0	0	0
FBgn0053885	0	0	0	0	0	0
FBgn0053886	0	0	0	0	0	0
FBgn0053887	0	0	0	0	0	0
FBgn0053888	0	0	0	0	0	0
FBgn0053889	0	0	0	0	0	0
FBgn0053890	0	0	0	0	0	0
FBgn0053891	0	0	0	0	0	0
FBgn0053892	0	0	0	0	0	0
FBgn0053893	0	0	0	0	0	0
FBgn0053894	0	0	0	0	0	0
FBgn0053895	0	0	0	0	0	0
FBgn0053896	0	0	0	0	0	0
FBgn0053897	0	0	0	0	0	0
FBgn0053898	0	0	0	0	0	0
FBgn0053899	0	0	0	0	0	0
FBgn0053900	0	0	0	0	0	0
FBgn0053901	0	0	0	0	0	0
FBgn0053902	0	0	0	0	0	0
FBgn0053903	0	0	0	0	0	0
FBgn0053904	0	0	0	0	0	0
FBgn0053905	0	0	0	0	0	0
FBgn0053906	0	0	0	0	0	0
FBgn0053907	0	0	0	0	0	0
FBgn0053908	0	0	0	0	0	0
FBgn0051611	0	0	0	0	0	0
FBgn0061209	0	0.121582	0.211741	0.123739	0	0.142179
FBgn0053909	0	0	0	0	0	0
FBgn0053910	0	0	0	0	0	0
FBgn0028991	7.02092	6.07676	5.56613	4.6362	6.39776	6.42162
FBgn0053912	0	0	0	0	0	0
FBgn0053914	0.628335	0.377694	0.37046	0.534864	0.529536	0.380447
FBgn0065107	0	0	0	0	0	0
FBgn0025455	28.2553	30.8649	27.2437	24.545	26.4799	24.3669
FBgn0065102	0	0	0	0	0	0
FBgn0065094	0	0	0	0	0	0
FBgn0038683	22.6906	21.7927	21.4307	21.0824	23.3979	24.9565
FBgn0038682	15.0966	20.4088	17.735	11.5157	13.8501	14.5549
FBgn0033628	0.0501579	0.114873	0.160037	0.10351	0.162039	0.0537311
FBgn0033739	66.6342	73.7163	55.4695	46.2167	66.1608	75.411
FBgn0034081	35.8599	30.8642	36.921	41.8312	32.8693	35.0212
FBgn0029175	13.7589	10.5866	10.0718	11.0677	11.5383	14.0875
FBgn0027358	4.26617	4.40854	3.79453	3.20303	4.93272	3.68719
FBgn0031041	0	0.0487205	0	0	0.0465157	0.0682178
FBgn0003435	54.9531	102.297	67.2857	52.7859	52.2673	54.1367
FBgn0024251	21.056	13.6366	12.6417	14.5379	12.8369	15.451
FBgn0031454	24.8997	33.0283	29.8327	23.725	31.9004	25.8734
FBgn0053476	0	0	0	0	0	0
FBgn0053919	0	0	0	0	0	0
FBgn0038032	0.478058	0.262553	0.432128	0.534767	0.205886	0.40968
FBgn0038033	0.899464	0.331789	0.960118	1.13734	0.845433	0.659528
FBgn0052652	0.152229	0	0.12143	0	0.281021	0.24461
FBgn0053920	0.45873	0	0	0	0	0.163802
FBgn0051224	11.1761	10.6491	9.93409	9.15518	9.18864	10.1334
FBgn0065048	0	0	0	2.59998	0	0
FBgn0011640	20.9297	16.6828	15.5447	12.471	15.8814	16.871
FBgn0053922	0	0	0	0	0	0
FBgn0053923	0	0	0	0	0	0
FBgn0065099	9.46934	5.91441	8.58352	10.6342	7.54855	6.91632
FBgn0053926	20.3998	20.4827	16.6988	39.2005	18.9117	23.189
FBgn0053927	0	0	0	0	0	0
FBgn0053928	0	0	0.24394	0	0.282272	0
FBgn0067311	0	0	0	0	0	0
FBgn0024293	155.153	165.782	157.189	153.121	123.057	122.755
FBgn0038888	0	0	0	0	0	0.101848
FBgn0053929	0	0	0	0	0	0
FBgn0065076	0	0	0	0	0	0
FBgn0033564	8.46907	7.60969	7.10453	6.48329	7.78061	7.70595
FBgn0061356	33.7245	32.1755	37.1335	41.009	18.6426	19.2877
FBgn0066304	43.1364	75.4275	55.79	46.2183	64.5208	58.9459
FBgn0260466	0	0	0	0	0	0
FBgn0064119	0	0	0	0	0	0
FBgn0002709	1.28476	1.23802	1.16354	1.544	1.24835	1.33291
FBgn0063127	0	0.157582	0	0	0	0
FBgn0047095	9.50795	7.89328	5.3327	6.50976	5.07366	5.72923
FBgn0062928	1.60992	1.23881	0.924626	1.26079	1.84265	1.3107
FBgn0062961	32.9007	11.8969	14.5034	27.2834	10.5489	17.0658
FBgn0047334	0.173148	0	0	0	0.479483	0.185483
FBgn0046756	0	0	0	0	0	0
FBgn0047000	16.3681	5.56924	7.08779	11.3361	7.33822	13.0253
FBgn0083068	4.65999	3.86668	4.46036	5.98868	5.07883	7.63382
FBgn0063083	0	0	0	0	0	0
FBgn0029153	0.0815385	0.0249373	0.0217699	0.0487852	0.0241499	0.0980893
FBgn0004507	119.038	120.553	126.162	133.409	109.514	114.272
FBgn0053629	0	0	0	0	0	0
FBgn0053632	0.305812	0.420213	1.58561	1.283	1.41136	2.12939
FBgn0053721	0	0	0	0	0	0
FBgn0040606	1619.13	687.026	796.826	1117.69	646.598	626.993
FBgn0066084	8486.97	5451.92	5860.43	6757.34	5174.08	4617.5
FBgn0083167	171.704	82.8737	112.003	103.96	118.56	166.536
FBgn0031414	27.6025	21.9245	20.542	17.6035	28.4563	24.3668
FBgn0034903	3.70782	3.87549	3.90652	2.76352	2.97765	3.21105
FBgn0001297	52.7429	62.1981	57.1652	54.6305	46.9367	47.4694
FBgn0030117	0	0	0	0	0	0
FBgn0032763	4.21378	5.00049	4.07419	4.28586	4.39028	4.92429
FBgn0024963	47.1098	48.7602	50.5967	47.7067	44.9411	47.1185
FBgn0036210	5.01162	4.25906	3.66067	3.77168	4.17997	4.65715
FBgn0032536	23.7859	28.6009	29.3163	23.0293	25.079	23.8236
FBgn0020880	0	0	0	0	0	0
FBgn0032812	1.22071	1.08606	0.844025	0.654701	0.835589	0.881182
FBgn0001149	157.962	120.182	135.495	140.082	119.778	105.429
FBgn0035766	6.30514	7.81783	6.51542	5.5666	5.68753	5.90148
FBgn0034314	0.889527	1.31086	1.26486	1.33412	0.67826	1.16005
FBgn0034317	0	0	0	0.0731998	0	0
FBgn0053958	0.633796	0.948303	0.825758	0.413626	0.643509	0.656316
FBgn0034315	16.0228	21.0074	15.1943	12.4311	16.72	16.5641
FBgn0052803	4.48741	3.88198	5.40829	2.84449	4.58239	3.99467
FBgn0031191	5.45573	4.15457	3.66629	3.40941	3.9502	4.6182
FBgn0038131	0	0	0	0	0	0
FBgn0031930	0	0	0.0363012	0	0	0
FBgn0038714	0.113797	0.208489	0	0	0	0
FBgn0017579	1528.87	1089.97	1037.93	1002.93	950.105	864.259
FBgn0031220	133.889	164.115	146.762	135.751	126.181	107.171
FBgn0025388	0.853267	0.815887	0.720464	0.608171	0.984333	0.658656
FBgn0025387	0.0195458	0.0895296	0.0155914	0.0182227	0.0180412	0.0209382
FBgn0000152	11.3431	14.3051	12.2984	11.027	11.4254	13.0713
FBgn0003900	0	0	0.0247864	0.0289712	0.0286796	0.0998905
FBgn0036685	12.6794	14.6994	11.7759	8.48942	12.1663	9.01221
FBgn0030778	12.8253	13.336	12.5801	11.7256	11.021	11.8359
FBgn0013799	15.5149	15.3401	14.6746	14.1181	14.2308	13.965
FBgn0032515	39.9776	40.7673	34.3119	32.9877	38.5631	35.0167
FBgn0052202	6.67835	4.96346	5.62872	2.5845	6.51319	4.58943
FBgn0050280	0.285523	0	0.151781	0.177602	0.0879165	0.102117
FBgn0033712	11.0733	13.0582	13.102	13.8401	13.1766	15.958
FBgn0027094	28.3695	30.5992	33.0804	28.5867	30.463	24.6859
FBgn0039648	0.955113	0.218735	0.285703	0.779153	0.881592	1.02315
FBgn0035426	0	0	0	0	0	0
FBgn0032551	0.0579709	0.159314	0	0.162141	0.0535085	0.248403
FBgn0028867	0	0	0	0.0483631	0	0
FBgn0031322	25.0273	24.0589	21.1491	20.172	20.4787	20.1581
FBgn0000277	7.77889	30.3626	9.17269	2.52255	0.312178	0
FBgn0035945	12.9872	12.1346	12.3647	11.7733	12.2085	12.4379
FBgn0031575	7.0773	6.67544	6.60407	5.53113	8.27564	8.41933
FBgn0034165	18.6943	7.67396	12.5908	11.263	9.92991	12.5635
FBgn0002631	0	0	0	0	0	0.0822551
FBgn0034009	15.7255	16.4361	14.6761	12.8496	16.2722	17.2927
FBgn0031995	60.9037	63.3442	59.7829	53.9208	48.2101	52.686
FBgn0036603	0.0871517	0	0	0	0	0
FBgn0036607	0	0	0	0.131411	0	0
FBgn0036609	0	0	0	0.0965388	0	0
FBgn0004047	1212.9	1343.29	966.087	1718.3	956.773	995.446
FBgn0034415	0	0	0	0	0	0
FBgn0067317	0	0.731391	0.159219	0.117776	0.116588	0.406807
FBgn0014464	1.00558	0.748448	0.350931	0.527349	0.754139	0.605933
FBgn0058172	0	0	0	0	0	0
FBgn0025632	3.02301	2.97491	2.69822	2.45672	2.35917	1.92275
FBgn0011837	66.5764	96.2355	90.7821	87.266	72.945	83.3081
FBgn0053963	5.01946	7.45664	7.78569	6.63615	4.83262	5.7761
FBgn0036916	3.92668	1.91236	2.18066	2.03897	2.5692	2.28957
FBgn0011272	676.652	631.151	724.689	658.694	626.108	468.37
FBgn0053964	3.24884	3.25733	3.36695	2.52808	3.06959	2.41153
FBgn0033453	20.0536	24.03	20.0239	19.4128	19.761	15.981
FBgn0010406	79.1843	80.2039	67.0436	65.3548	69.4246	72.6418
FBgn0036493	6.31291	8.42174	5.62667	4.6298	3.36915	6.07453
FBgn0003028	6.0001	6.91108	7.44835	7.11738	6.11775	7.89318
FBgn0020372	38.8389	41.7659	38.1136	29.8427	41.7381	32.5778
FBgn0032896	35.0584	37.5588	32.0535	34.4165	33.6623	34.1345
FBgn0053965	0.887346	0	0	0.236366	0.877544	1.29005
FBgn0053966	0.163065	0	0.0433579	0.101352	0.100342	0.465819
FBgn0031726	0	0	0	0	0	0
FBgn0004828	830.928	1023.48	1004.12	952.2	1085.41	830.079
FBgn0053517	7.65551	7.14661	7.89148	7.83421	7.54135	8.33202
FBgn0035021	5.45225	5.72187	4.31648	3.54592	5.22444	5.96242
FBgn0000094	0	0	0	0	0	0
FBgn0035083	38.5848	31.9266	34.0617	25.8336	31.364	26.8802
FBgn0037137	17.8742	12.4445	12.601	12.7826	15.4768	18.187
FBgn0010241	0.322366	0.649674	0.401146	0.516938	0.249943	0.317705
FBgn0002283	8.02291	6.23848	5.61836	5.95778	6.15675	5.7963
FBgn0000355	0.333086	0	0	0	0	0
FBgn0039020	1.74687	1.22685	0.975412	1.41148	1.77365	2.18321
FBgn0033075	4.87962	5.05766	3.84711	3.94313	3.95069	4.95327
FBgn0038405	0.351229	0.402052	0.0349105	0.0818681	0.162104	0.329074
FBgn0030863	37.9277	46.6429	39.3326	32.3925	39.3236	36.7899
FBgn0003687	2.16035	1.41357	1.89911	2.38405	2.15683	1.98364
FBgn0051007	0	0	0	0	0	0.100568
FBgn0032157	11.276	9.26323	9.24128	9.24105	9.26651	8.65036
FBgn0043841	1781.75	1940.24	1875.85	1759.99	1982.39	1562.62
FBgn0034820	0	0	0.0529324	0	0	0
FBgn0010265	1541.9	999.745	1045.87	1241.05	1004.59	1073.16
FBgn0022893	68.4157	41.8511	51.1748	60.5559	44.9817	55.5222
FBgn0037385	0	0	0	0	0	0
FBgn0052857	0	0	0	0	0	0
FBgn0032391	1.88698	3.33628	2.82732	2.12643	2.25108	2.48529
FBgn0045759	0.0236492	0	0	0	0	0
FBgn0036374	3.9911	3.4367	3.37946	3.60865	3.81515	4.10043
FBgn0034566	0.299003	0.23466	0.119472	0.11941	0.11822	0.114336
FBgn0031285	249.494	205.901	184.089	167.566	183.256	158.439
FBgn0004050	6.36161	7.23579	5.98006	5.2475	6.11205	6.08014
FBgn0004644	0.843749	0.331253	0.846108	0.471981	0.823302	1.00715
FBgn0031765	1.28163	0.851165	0.985672	0.788218	0.870405	1.0102
FBgn0030522	3.83849	6.43546	3.81291	3.30857	2.87452	2.8706
FBgn0038647	0.606941	0	0	0.565857	0.560221	0.650179
FBgn0028540	24.5885	22.1669	23.659	32.1668	17.9151	22.184
