FBID	ZT0	ZT4	ZT8	ZT12	ZT16	ZT20
FBgn0031081	36.2799	33.7586	32.3826	39.3798	37.5664	38.2876
FBgn0052826	0	0	0	0	0	0
FBgn0031085	0	0	0	0	0	0
FBgn0062565	0	0	0	0	0	0
FBgn0031088	0.122897	0.162476	0.135326	0.132034	0.0769887	0.202483
FBgn0041626	0	0	0	0	0	0
FBgn0040784	0	0.167285	0	0	0.198173	0
FBgn0031086	0	0.0568278	0	0	0	0
FBgn0031082	0	0	0	0	0	0
FBgn0031080	3.27122	1.40552	2.18283	2.48462	1.66504	2.66123
FBgn0052821	0	0	0	0	0	0
FBgn0053217	25.0118	21.7245	21.6678	31.9856	21.4854	28.3939
FBgn0052350	29.1759	26.4635	25.5067	39.7692	26.3832	27.9385
FBgn0024733	1909.37	1990.99	1674.52	1523.69	1681.73	3548.96
FBgn0040372	9.52052	9.22651	8.74968	8.94162	8.89251	8.70027
FBgn0000316	25.6429	23.5542	24.0727	21.0129	21.9776	21.8693
FBgn0024989	2.70443	3.50258	1.98799	1.68126	1.33316	2.39059
FBgn0040371	0.95346	0.934293	0.931508	1.07948	0.676482	1.10341
FBgn0029521	1.45584	1.75148	2.56899	2.80153	1.70254	0.954718
FBgn0004034	0.88648	0.675616	0.83899	0.713062	0.628902	0.566941
FBgn0000022	0	0	0	0	0	0
FBgn0004170	0	0	0	0	0	0.0401288
FBgn0002561	0	0	0	0	0	0
FBgn0000137	0	0	0	0	0	0.111263
FBgn0029522	1.01912	1.16079	0.732356	0.668903	0.515664	1.70559
FBgn0052817	1.01301	0.267916	0.450649	0.293093	0.778419	0.599289
FBgn0029524	1.23685	1.44514	1.28384	1.82194	2.82242	2.70545
FBgn0023536	5.85294	5.27175	5.44925	3.93651	5.41247	5.36624
FBgn0023534	19.4065	17.3809	15.8132	21.9797	13.6129	18.9071
FBgn0023535	2.11445	2.12692	1.57452	1.25688	2.01572	4.04546
FBgn0023537	55.0747	53.2017	52.4118	43.9043	45.3462	74.6764
FBgn0029525	4.71898	4.99859	3.92584	4.861	4.79303	4.85012
FBgn0029523	6.56637	3.67967	3.49048	4.27986	4.932	4.02284
FBgn0010019	0.0460983	0.831891	0.02394	0.0468066	0.480156	0.501188
FBgn0011822	0	0	0	0	0	0
FBgn0052816	3.57143	3.81322	2.43823	3.89961	3.1749	3.40059
FBgn0040370	33.1599	35.5245	33.2371	43.012	33.5158	37.5041
FBgn0040373	5.3218	4.4887	3.57436	4.23952	3.57579	4.2386
FBgn0000108	207.447	189.393	184.663	189.19	166.166	155.524
FBgn0025640	5.06508	6.87176	6.99304	4.33269	6.68499	6.10998
FBgn0025635	4.00731	3.13115	2.86008	4.3256	3.55141	3.70193
FBgn0001341	2.27156	2.1149	1.38618	1.5894	2.26396	2.35198
FBgn0003575	4.20619	4.50057	3.68229	2.97883	4.79113	5.08646
FBgn0025634	4.26061	2.79288	3.09575	4.02716	2.80255	4.15411
FBgn0025638	34.971	31.4631	32.1604	23.9214	36.7354	30.298
FBgn0040383	7.77458	9.59318	8.29088	6.79564	7.20429	7.18734
FBgn0040382	235.75	228.132	185.379	198.309	249.359	336.211
FBgn0027343	1.76418	1.57102	1.06263	0.871377	1.0969	1.14707
FBgn0025621	10.251	10.6986	9.07641	7.57968	11.8106	12.3822
FBgn0029535	0	0	0	0	0	0
FBgn0026874	0.0781347	0	0.0811036	0.118693	0.0428296	0.0809008
FBgn0025616	0	0	0	0	0	0
FBgn0015799	6.5019	6.73026	6.37078	6.34336	6.74399	6.65954
FBgn0025620	32.5914	33.7019	26.8795	25.1178	21.0485	19.4901
FBgn0015288	1083.5	1164.74	1287.3	1353.56	747.257	1331.95
FBgn0029532	0	0	0.0364489	0.071198	0.0385734	0.0727321
FBgn0029531	0	0	0	0	0	0.133596
FBgn0025639	10.2839	9.44159	9.33956	8.15489	10.4885	10.1178
FBgn0002579	1790.22	1678.69	1708.12	1216.74	1426.79	1836.99
FBgn0026879	192.494	181.235	116.198	91.9981	135.985	159.074
FBgn0029529	12.0558	9.3717	9.01003	5.37204	6.87275	19.8058
FBgn0025633	16.3507	9.72451	10.1699	11.133	14.1706	15.0806
FBgn0040892	0	0	0	0	0	0
FBgn0040341	0	0	0	0	0	0
FBgn0029539	0	0	0	0	0	0
FBgn0040339	15.1703	14.5918	14.6309	14.0326	14.6669	15.7074
FBgn0052815	8.7066	8.22269	7.66419	5.8296	7.44781	7.57099
FBgn0040340	29.6154	30.2462	25.3105	22.9553	21.3509	20.4785
FBgn0040347	0.465723	0.680514	0.915952	1.09224	0.940529	1.14208
FBgn0042146	0	0	0	0.104096	0	0
FBgn0029552	0	0	0	0	0	0
FBgn0040337	4.74615	3.62358	4.3929	4.5262	3.90241	3.76761
FBgn0040398	138.458	154.209	169.455	118.375	158.341	228.423
FBgn0040365	0	0.153923	0	0	0.182344	0
FBgn0040397	21.1069	18.9986	19.4321	12.3655	20.8928	16.1126
FBgn0026143	4.83004	4.55793	4.12453	4.04815	5.34735	4.82862
FBgn0040351	43.5448	42.8091	39.0223	49.721	43.7218	39.8683
FBgn0040338	0	0	0	0	0	0
FBgn0040350	0	0	0	0	0	0
FBgn0040349	6.23126	12.9922	19.7158	8.43938	10.6174	20.5993
FBgn0040348	8.76524	8.30472	7.86353	6.61528	9.92966	8.27603
FBgn0040346	8.2379	9.04034	7.7942	6.27547	9.79048	10.4543
FBgn0040342	0	0	0	0	0	0
FBgn0040345	0	0	0	0	0	0
FBgn0040343	4.08284	4.6243	3.09944	3.46944	1.60369	1.26191
FBgn0052814	0.700457	0.462881	0.384839	0.574269	0.694269	0.450956
FBgn0040364	4.61156	2.1825	2.17018	1.27231	2.70186	3.53717
FBgn0040362	0	0	0	0	0.0902248	0.0836294
FBgn0040361	0	0	0	0	0	0.0403481
FBgn0040360	0.434705	0.0365716	0.164081	0.0800426	0.476568	0.163671
FBgn0040359	0.057401	0.0177038	0.0198575	0.130591	0.104885	0.0990589
FBgn0040358	0.100706	0.111835	0.146345	0.101987	0.0662424	0.229396
FBgn0029568	0	0	0	0	0	0
FBgn0040357	0	0	0	0	0	0
FBgn0040367	0	0	0	0	0.0340264	0.0321365
FBgn0025642	0.171305	0.0951171	0.248941	0.185952	0.134813	0.318752
FBgn0004650	0.0300283	0.027789	0.0545463	0.0304103	0.0329201	0.0388642
FBgn0024362	11.5611	12.723	10.4945	9.99033	10.9861	11.6237
FBgn0024361	0.270227	0.375136	0.280495	0.478913	0.148125	0.139897
FBgn0024364	3.34995	3.94384	2.94905	2.0613	3.92824	3.09535
FBgn0029573	0.685672	0.181297	0	0	0.107386	0.202842
FBgn0024987	72.266	70.257	62.3862	57.3499	66.3206	60.4268
FBgn0023169	57.8189	62.5532	65.5804	57.2229	55.355	57.4534
FBgn0052813	7.24851	7.23636	6.75924	5.65774	6.2834	7.2015
FBgn0024985	59.8451	57.919	53.9378	59.1451	55.8001	52.9467
FBgn0027794	2.0176	2.3827	2.03175	1.75355	2.32745	2.80616
FBgn0027795	0.760258	1.43644	1.15084	0.641607	0.659832	0.590379
FBgn0024986	45.6933	41.8637	35.1184	27.4876	36.5909	38.3368
FBgn0000826	0.0524613	0.145647	0.0544547	0	0.115027	0
FBgn0024365	4.82073	5.06247	4.93647	4.93469	4.81488	4.21107
FBgn0024360	2.07868	2.94623	2.20334	0.972913	2.15708	2.19194
FBgn0024366	0.192269	0.169006	0.177716	0.102571	0.111036	0.128172
FBgn0025641	23.898	28.3262	28.4906	28.9994	26.6483	26.1945
FBgn0052811	0.23625	0.654983	0	0	0	0.244937
FBgn0028550	17.24	19.958	18.7538	21.3082	19.4961	18.916
FBgn0026876	0.587786	0.280218	0.499189	0.396842	0.624863	0.40573
FBgn0040366	7.07125	6.13158	5.48759	4.257	7.26137	4.52879
FBgn0040363	0.0244617	0	0	0	0	0
FBgn0040368	0	0.0925355	0.0345973	0	0	0.0345107
FBgn0026872	14.8854	14.203	11.8616	8.99726	13.7186	13.0153
FBgn0029580	2.46803	2.56967	1.71133	1.1424	1.80749	1.24659
FBgn0025383	0	0.100625	0	0.165175	0.0596025	0.112583
FBgn0025381	18.2061	20.0896	21.3125	17.3785	18.2482	19.9394
FBgn0025394	19.8479	20.9728	19.331	16.5311	19.139	20.5577
FBgn0000482	3.38182	2.80022	3.5775	2.70382	3.95584	3.18323
FBgn0001189	12.8084	12.3966	12.7749	11.0195	14.9752	14.5251
FBgn0029587	0	0.0150272	0.039179	0.0763976	0.0178327	0.0168321
FBgn0024897	1.13687	0.846234	0.590024	0.425486	0.135521	0.767704
FBgn0025391	15.2239	15.2821	14.4866	15.3003	13.4274	10.327
FBgn0025378	0	0	0	0.0463731	0	0
FBgn0023130	3.36152	3.06307	3.11808	2.22118	3.38972	2.93748
FBgn0023530	10.6412	9.78988	11.0783	5.82275	9.34921	7.06972
FBgn0025390	5.19232	6.45698	5.89027	4.11	5.01512	5.35325
FBgn0025393	1.30989	0.692668	0.388465	0.189501	0.410301	1.35622
FBgn0003517	311.159	338.124	347.613	208.669	284.64	392.491
FBgn0044508	0	0	0	0	0	0
FBgn0025382	1.12449	0.806395	0.984846	0.427051	0.886178	1.02204
FBgn0052808	0.333392	0.514219	0.865149	0.393905	0.304601	0.690389
FBgn0027791	1.16983	1.36098	0.936733	1.04932	1.4657	1.66114
FBgn0027793	0.143193	0	0.148634	0.145014	0	0
FBgn0052806	0	0	0.165177	0	0	0
FBgn0026873	5.15596	3.49819	3.80063	3.40535	4.75143	5.63971
FBgn0023513	1.22046	0.936613	0.849683	0.949596	1.51742	1.26366
FBgn0014411	20.8803	21.8403	20.1877	17.2315	22.2857	18.2527
FBgn0023514	12.0139	13.5657	12.5035	8.03584	12.9263	13.4951
FBgn0029594	19.6982	16.2807	14.2427	15.3411	17.9959	16.9932
FBgn0023519	8.53939	7.64929	7.55702	6.59734	8.22154	8.27521
FBgn0023509	2.38163	2.08152	1.83118	1.68241	1.9985	2.29844
FBgn0023510	13.7912	11.7766	12.4078	11.1974	14.4132	13.3586
FBgn0023508	9.1355	9.49127	9.12096	6.91244	8.37125	7.45684
FBgn0023522	5.88713	6.19495	6.47829	4.89321	5.2233	4.93512
FBgn0023521	2.43725	2.30452	2.36486	2.30727	3.25282	3.2367
FBgn0025627	0.267283	0	0.1665	0.108273	0.234419	0.774888
FBgn0025630	2.00325	2.69652	2.43042	2.42393	2.68137	2.34372
FBgn0025629	8.49157	6.93743	4.26943	5.37474	6.47288	5.70118
FBgn0025628	17.0397	20.3256	18.184	18.0447	17.9835	15.5313
FBgn0029596	0	0.0616493	0.0691485	0	0.0730325	0.0689756
FBgn0025626	7.934	7.46831	7.62993	5.57324	7.12047	6.56385
FBgn0025625	6.82858	7.83529	8.86747	9.51958	7.9769	8.0367
FBgn0025631	26.0969	26.415	27.3621	30.3678	28.6331	26.69
FBgn0026878	2.06456	3.88489	2.57161	2.78777	3.01784	2.85022
FBgn0000667	37.0338	38.8842	36.418	32.6482	39.578	34.4009
FBgn0003964	6.08523	6.26359	6.20905	5.38709	6.33085	6.17207
FBgn0023545	15.3442	11.1919	12.9999	9.10098	13.4156	12.9673
FBgn0023520	1.0743	1.40843	1.20805	0.906637	0.956927	1.11233
FBgn0023512	15.5033	16.7153	14.0559	16.7156	13.7934	11.9011
FBgn0023511	30.4128	32.3013	38.0377	38.5739	36.4713	36.4861
FBgn0052801	0.325775	3.31245	0.675698	0.527584	0.499588	0.337004
FBgn0023518	4.21833	4.31671	4.18099	3.8683	4.55281	4.44159
FBgn0026088	45.0373	29.3886	23.2961	23.706	28.261	33.4867
FBgn0026089	22.7887	24.6032	18.3595	11.3472	22.113	21.0333
FBgn0023517	8.65996	7.59753	7.96704	5.28772	8.13304	8.10918
FBgn0023516	12.3053	10.6966	9.34807	8.10704	10.1697	14.2356
FBgn0023515	0.270762	0.120528	0.180239	0.250688	0.380722	0.40452
FBgn0028969	25.4271	26.394	24.5735	21.4153	28.8943	24.7058
FBgn0026090	12.3446	10.5361	10.89	10.1522	10.5398	11.4389
FBgn0029590	0.0739168	0.136809	0	0.149714	0.16207	0
FBgn0025624	29.1807	34.0863	37.2278	36.0878	29.6155	26.5384
FBgn0040395	70.5746	67.6513	62.2974	83.0879	78.0083	101.718
FBgn0000382	58.3122	51.7595	51.193	51.2303	54.9519	50.088
FBgn0023507	30.1236	26.9341	31.8292	23.3172	27.9336	38.2504
FBgn0004654	12.2746	15.7378	16.3653	9.68452	10.1276	10.6438
FBgn0023540	22.2624	20.6477	17.8078	23.6657	16.3952	20.747
FBgn0025839	38.8761	28.4763	27.3531	20.7848	33.9317	40.9144
FBgn0011576	11.5091	13.503	14.2128	9.61329	12.5413	13.5662
FBgn0015036	1.21144	1.28516	0.95077	0.778001	1.3281	1.13195
FBgn0003116	12.8323	14.7748	12.5588	9.38382	13.8123	12.6654
FBgn0040899	14.2614	9.05737	10.7396	3.96469	9.5035	9.55465
FBgn0040900	2.49997	1.94418	1.03814	0.67362	1.16694	1.13893
FBgn0024984	0	0	0	0	0	0
FBgn0023549	4.4322	4.26275	4.66465	3.6926	3.89392	5.00314
FBgn0029606	0	0.0640549	0	0.070097	0.0758822	0
FBgn0003048	2.81996	3.32071	3.55762	2.97397	3.70895	3.72367
FBgn0000810	15.7916	16.7283	16.0952	13.4065	15.268	12.3326
FBgn0023523	0.134794	0.0831613	0.279832	0.273017	0.197033	0.139566
FBgn0023527	5.56931	6.62288	4.74036	2.87648	6.25828	7.00627
FBgn0040391	0.0332158	0.0307382	0.0344779	0.0336377	0.0364145	0.0343915
FBgn0053218	0.453308	0	0.470539	0	0.331304	0.312904
FBgn0003079	7.84629	8.43979	7.63843	6.08287	7.70546	6.69135
FBgn0003159	17.5262	18.7309	18.4276	14.7506	20.2247	14.3377
FBgn0040389	2.22542	1.76525	1.76	1.39516	2.32355	2.75232
FBgn0044047	50.8917	54.2207	49.3748	38.417	56.0495	61.9955
FBgn0040392	0.768612	1.75952	1.42767	1.39291	1.33047	2.26181
FBgn0023526	25.44	23.6382	24.6514	24.8481	21.0806	24.3086
FBgn0023529	17.6594	17.3252	16.6112	10.8607	19.2834	13.3716
FBgn0023528	32.7355	28.6623	28.395	31.4081	29.2433	27.8296
FBgn0027296	31.0236	25.9785	24.9488	26.9034	28.8604	25.1034
FBgn0023524	8.46854	7.66103	7.83676	7.45928	7.51898	9.49028
FBgn0023525	2.72919	2.28254	1.90734	2.12661	1.90002	2.39164
FBgn0000377	6.00103	6.86389	5.03923	5.14413	7.19494	9.51802
FBgn0001330	1.61902	2.02568	1.38625	1.24972	1.89859	1.95195
FBgn0004397	16.7152	24.9436	28.1589	20.2155	17.7745	18.1373
FBgn0023550	1.13268	3.0548	1.71319	1.08154	0.851493	0.50262
FBgn0029603	0.263613	0.329455	0.435473	0.106842	0.404779	0.164087
FBgn0023542	7.16936	5.51964	5.90965	4.91156	5.87833	7.29841
FBgn0023541	0.35497	0.149289	0.234455	0.130683	0.07069	0.100194
FBgn0005670	0.531075	0.767923	0.620161	0.605059	0.946104	1.09975
FBgn0004655	7.53603	7.88267	7.08862	6.96025	7.98784	7.17285
FBgn0013432	12.2593	10.2105	11.3617	8.33592	11.5199	9.70128
FBgn0004861	7.59283	6.82362	6.14741	7.67362	6.8822	8.49669
FBgn0004860	3.00807	2.80029	2.85786	3.37409	2.70903	3.03508
FBgn0040394	9.33076	9.06924	7.93737	6.65375	9.7451	11.0045
FBgn0040376	2.4831	2.17698	1.62786	1.6544	1.07456	1.96208
FBgn0040066	19.1638	17.4095	18.0403	14.453	15.2903	12.4819
FBgn0001404	58.8081	56.2642	66.7525	64.7599	67.753	60.2229
FBgn0040336	5.01298	5.69677	5.66179	5.28718	4.35672	5.62074
FBgn0040333	0	0.0207754	0	0	0.0492282	0
FBgn0040334	6.6833	7.65284	8.24618	5.28325	7.51075	5.77606
FBgn0029629	25.3984	26.6704	26.7246	17.6174	27.59	32.7818
FBgn0011566	5.73772	6.75798	5.35061	4.59885	6.05481	6.63978
FBgn0011606	0.73072	0.543031	0.72401	0.728802	0.703987	0.687808
FBgn0040375	11.61	10.747	13.0557	10.0019	10.7831	7.43776
FBgn0040377	7.41204	5.34502	6.57942	5.59091	7.17257	7.99134
FBgn0040388	1.46312	2.16535	2.00487	2.68	1.10351	1.55964
FBgn0003714	49.6374	42.9758	40.5173	31.4641	45.3241	54.1238
FBgn0001150	1.456	1.54392	1.22795	1.22876	0.864614	1.09925
FBgn0052797	0.0656133	0	0.0681064	0.0664479	0	0.0679361
FBgn0040385	0	0	0	0	0	0
FBgn0003371	141.284	140.119	127.544	143.337	123.6	130.555
FBgn0003068	1.4346	1.70083	5.74087	8.63352	10.211	2.14036
FBgn0024993	0.857478	1.07705	0.413244	0.837374	0.727262	0.719673
FBgn0024996	13.3415	11.9248	9.41863	8.51791	12.2188	11.2827
FBgn0024997	1.63334	0.53223	0.405941	0.698921	2.34547	1.16714
FBgn0024991	1.62133	1.84098	1.31875	1.52366	2.30919	1.57509
FBgn0000928	0.0145094	0	0.0150607	0	0	0
FBgn0000927	0	0	0	0	0	0
FBgn0000520	1.54246	1.37821	1.32502	0.727175	2.04086	1.34924
FBgn0024975	1.61347	1.54845	1.61275	1.30114	1.80161	1.39216
FBgn0040356	0	0	0	0.0634547	0	0.0649047
FBgn0003996	0.0445811	0.0206092	0.0693526	0.112767	0.170878	0.0691925
FBgn0040384	24.3921	22.5813	21.4687	20.4805	18.8468	24.993
FBgn0024980	30.3888	24.4604	17.9684	10.1633	16.3619	16.8383
FBgn0000376	4.39023	4.2981	3.89121	4.48836	3.63901	4.42308
FBgn0024973	5.21168	4.68352	4.73909	3.555	4.8164	5.97594
FBgn0024998	0.957374	1.36694	1.30607	0.470925	1.31946	1.38777
FBgn0024995	4.69195	3.61838	3.29755	2.82128	3.32203	2.53024
FBgn0024994	6.44918	5.99306	5.40448	5.40708	5.44729	5.86657
FBgn0024992	5.87496	6.62638	5.53672	5.10674	6.31284	7.08446
FBgn0000092	0.707844	0.87341	0.306142	0.418161	0.452673	0.488602
FBgn0025838	0.128584	0	0.26694	0.19533	0.211451	0
FBgn0011276	0.351319	0.180622	0.283631	0.118596	0.0855894	0.121252
FBgn0004647	12.5936	15.419	14.871	19.5841	19.6382	16.0251
FBgn0040396	5.9654	7.71252	5.82783	3.99791	6.25136	5.6316
FBgn0000479	81.654	80.9897	83.3033	88.6395	73.6863	64.8582
FBgn0002933	0	0	0	0.151472	0	0.154028
FBgn0003374	0.0637785	0.236089	0.331009	0	0	0.198109
FBgn0029660	0.392619	0.113992	0.223518	0.4674	0.504409	0.446083
FBgn0029662	0.0976825	0.0362299	0.121655	0.138538	0.0428689	0.202357
FBgn0029661	0	0	0	0.0711599	0	0
FBgn0029659	0.15066	0.186047	0.364804	0	0.110186	0.260198
FBgn0029658	0	0	0	0	0	0
FBgn0052493	0	0	0	0	0	0
FBgn0029657	0	0.00776405	0.0666519	0.122315	0.0805111	0.0834885
FBgn0029656	0.098552	0.152004	0	0	0.108043	0.102041
FBgn0003086	0	0	0	0	0	0
FBgn0010296	0	0	0	0.653673	0	0
FBgn0010295	0	0	0	0	0	0
FBgn0010294	0	0	0	0	0	0
FBgn0040393	0	0	0	0	0	0
FBgn0000644	0.188573	0.349021	0.0652462	0.254629	0.344555	0.130166
FBgn0028746	24.4486	19.6323	17.964	12.0937	19.9495	20.9194
FBgn0040355	0.108603	0	0.0563392	0.109908	0	0.168559
FBgn0052793	0.0771058	0.0178319	0.0400087	0	0.0211215	0.0798166
FBgn0029642	0	0.0693778	0.0778535	0	0	0.0777037
FBgn0025645	0.056737	0	0.117571	0	0	0
FBgn0029643	0	0.0323819	0	0	0	0
FBgn0029644	0	0	0	0	0	0
FBgn0029645	0	0	0	0	0	0
FBgn0029646	0	0	0.100876	0	0	0.100653
FBgn0029647	0	0	0.17396	0	0	0
FBgn0029648	6.74128	9.01529	7.27949	6.76842	7.51953	6.07022
FBgn0028369	10.3845	11.6308	11.1351	15.2892	11.424	10.7889
FBgn0029649	0	0	0	0	0	0
FBgn0003285	2.33342	3.11959	3.15422	3.67697	3.0365	3.58731
FBgn0025644	0.113487	0.157376	0.0588729	0.0574469	0.0621419	0
FBgn0029639	27.9412	33.9168	34.2759	36.0136	24.1672	17.0952
FBgn0040354	0.0823643	0.0387332	0.0434949	0	0	0
FBgn0040353	0.105963	0.440811	0.219778	0.053638	0.232087	0.109662
FBgn0040352	0	0.124171	0	0	0	0.139
FBgn0029664	8.59201	8.81737	5.71094	7.36722	9.13028	11.0814
FBgn0029666	24.3062	25.3785	24.5457	28.1446	25.092	21.6721
FBgn0029669	0.121058	0.448232	0.878881	0.980392	0.795899	1.37833
FBgn0052792	0.768253	0.410274	0.398713	0.538715	0.680308	0.306097
FBgn0044046	0.0568177	0.210322	0.0589766	0.115081	0.186868	0
FBgn0023215	21.2839	23.9984	23.0991	22.1139	19.2062	14.4643
FBgn0015286	24.5481	29.159	28.0726	36.1529	22.4324	19.9759
FBgn0023216	3.72939	3.84013	3.87867	3.37421	4.60878	3.4842
FBgn0029672	9.20488	8.8745	6.74609	7.97763	9.38372	8.45169
FBgn0052791	3.53355	3.91834	4.25844	5.868	3.80105	3.36827
FBgn0029667	0.110637	0.128065	0	0.0596872	0	0.0610868
FBgn0029665	5.1828	4.48713	3.6443	4.06376	4.94887	6.14564
FBgn0029663	26.7429	28.2902	26.2658	32.4188	25.6096	25.6753
FBgn0052785	0	0	0	0	0	0
FBgn0025118	0	0	0	0	0	0
FBgn0028491	7.75221	7.36514	7.75624	6.57409	8.2111	7.79554
FBgn0029681	0	0	0.0276815	0.0270074	0.0292363	0.0276123
FBgn0029686	2.68277	2.69149	2.12866	2.94372	2.19756	2.29418
FBgn0052786	0.0154203	0	0.0160063	0.0624659	0.0169053	0
FBgn0052783	0	0.014275	0.0160114	0.0156215	0	0
FBgn0029687	182.163	197.414	207.159	284.993	211.958	273.237
FBgn0029690	0.142971	0	0.029679	0.0579146	0.0313457	0.148033
FBgn0029689	5.61787	4.82631	5.65222	5.26215	4.81359	4.5859
FBgn0029688	19.7241	19.6269	17.9333	16.0844	20.8797	22.3895
FBgn0029685	8.10388	7.44946	8.12813	9.36717	7.1459	9.10606
FBgn0019661	61.0175	63.2671	15.403	15.6578	36.3818	15.977
FBgn0029694	0	0	0	0.0940953	0	0
FBgn0000221	1.03539	1.41953	1.47279	1.32041	0.798776	1.4691
FBgn0026084	110.072	107.372	117.235	96.0575	120.099	92.8219
FBgn0026085	0.363017	0.168018	0.165724	0.123621	0.298519	0
FBgn0026083	14.5925	15.2623	15.6354	15.8034	15.1386	14.8806
FBgn0066114	3.77109	2.54402	2.85348	3.53352	3.32286	2.51792
FBgn0029697	0.0234954	0.0434865	0.0121941	0	0.0643951	0.0121636
FBgn0029701	0	0	0	0	0	0
FBgn0029702	0	0	0	0	0	0
FBgn0029706	12.4683	14.655	11.7491	12.654	11.7498	11.872
FBgn0029707	0.0371867	0.0344136	0	0.0376597	0	0.0385032
FBgn0029705	0.0996468	0.0923523	0.172386	0.0339338	0.109244	0.103194
FBgn0040907	84.0314	88.1932	63.4967	103.033	70.9459	204.348
FBgn0002707	2.02634	2.40113	2.43721	1.85793	2.09577	1.94333
FBgn0040906	1.22306	0.377278	0.621535	0.757999	1.34085	0.63318
FBgn0029703	0	0	0	0	0	0
FBgn0040905	0	0	0	0	0	0
FBgn0040904	0	0	0	0	0	0.161555
FBgn0029700	0	0	0	0	0	0
FBgn0052774	0	0	0	0	0	0
FBgn0041252	0	0	0	0	0	0
FBgn0029696	0	0	0	0	0.327192	0
FBgn0000635	51.5407	51.3899	49.8708	53.9909	54.3081	51.9533
FBgn0026080	6.41075	5.63668	7.19643	4.90546	7.37788	6.03635
FBgn0026079	6.32066	6.34332	4.52163	4.49803	6.46115	6.74339
FBgn0004832	2.94147	2.58601	2.44259	2.23417	2.4723	3.29941
FBgn0029693	8.68726	6.71069	7.65534	5.82713	7.85419	7.31957
FBgn0000179	12.9202	15.1262	13.3123	15.547	14.471	13.7578
FBgn0029708	52.0339	47.2774	44.9709	43.0151	40.726	37.5988
FBgn0029709	47.4531	47.3836	44.904	39.7142	40.6665	52.2485
FBgn0029710	2.37555	2.02015	1.56613	2.11318	2.00603	2.1605
FBgn0029712	6.97204	5.8069	3.54611	7.20194	4.58607	7.14667
FBgn0029714	6.35312	4.6689	6.65918	4.79391	6.14553	6.19109
FBgn0029716	0	0	0	0	0	0
FBgn0022768	7.16591	8.30763	8.2465	6.66339	7.63538	8.58825
FBgn0029715	41.1481	44.3254	41.1862	38.5296	39.3227	42.0412
FBgn0029713	2.93513	3.08665	3.35133	3.99932	3.68583	4.89009
FBgn0029711	13.4911	11.4063	12.0174	13.3047	12.6911	12.2294
FBgn0003210	10.9665	10.9944	11.1676	12.7466	10.7702	10.7418
FBgn0052773	0.15368	0.0948134	0.15952	0.103757	0	0.106081
FBgn0011760	294.478	255.482	245.938	220.929	241.685	202.64
FBgn0028325	108.518	117.708	108.33	76.173	104.252	93.6724
FBgn0029722	0.0856818	0.158584	0.0296458	0.0578478	0.250488	0.0295717
FBgn0029727	0	0.0496909	0.0557354	0.0543781	0.058866	0.083394
FBgn0029729	0	0	0	0	0	0
FBgn0029730	2.0974	4.00926	3.6047	3.93477	4.44799	3.73809
FBgn0029733	0	0.0265893	0	0	0	0.0297491
FBgn0052772	22.4406	19.9643	20.6955	19.6783	21.0249	22.1476
FBgn0029737	12.5289	12.1105	14.8009	12.3615	11.7289	13.7065
FBgn0004368	22.1375	20.9478	18.5616	19.1984	17.3772	17.4553
FBgn0029740	0	0	0	0	0	0
FBgn0061196	0.143835	0.0444304	0.1493	0	0	0.0993084
FBgn0029728	0.15043	0.192176	0.130109	0.219395	0.136855	0.103824
FBgn0029726	0	0	0	0	0	0
FBgn0029725	0	0	0	0	0	0
FBgn0025679	0	0	0	0	0	0
FBgn0029724	0	0	0	0	0	0
FBgn0029745	1.08023	1.24937	1.68165	1.53143	1.89473	1.78964
FBgn0029746	10.9216	10.8818	9.69785	8.78097	11.8366	12.038
FBgn0003449	43.1385	37.7542	31.9953	37.3369	38.8447	39.9723
FBgn0011761	0.0838831	0.0776274	0	0	0	0
FBgn0029753	0	0	0	0	0	0
FBgn0029755	1.21215	1.57652	0.578096	0.829438	1.04156	1.1533
FBgn0014024	6.35845	6.41662	6.3785	5.52425	6.98905	6.90692
FBgn0029754	0	0.0263522	0	0	0	0
FBgn0029752	0.158425	0	0.0549371	0	0.116046	0.109599
FBgn0029751	0	0.0463653	0	0.0507388	0.0549264	0.0518752
FBgn0029750	0	0.12784	0.0409688	0.0599567	0.021635	0.0204332
FBgn0029747	0	0.0230804	0	0	0	0
FBgn0052767	35.0128	38.4824	39.2847	47.3281	42.6751	44.1361
FBgn0026751	1.42466	1.65326	1.22059	1.46569	1.66103	1.89656
FBgn0010014	143.219	142.814	123.949	108.001	128.794	139.107
FBgn0029761	134.969	120.36	97.7444	121.392	109.177	136.193
FBgn0029763	8.4605	9.02148	8.36973	7.70964	8.70405	10.2027
FBgn0029765	131.878	157.784	195.778	140.833	119.142	141.352
FBgn0029766	58.5561	87.4897	107.279	82.2444	76.0621	43.2539
FBgn0029768	24.7676	29.7272	27.4338	26.2809	20.5264	19.261
FBgn0029770	0	0	0	0	0	0
FBgn0029771	33.6028	37.8744	34.8736	38.5915	40.3679	46.6693
FBgn0026702	0.297258	0.206318	0.21213	0.263409	0.407355	0.269309
FBgn0004687	70.4802	79.9447	76.2383	80.4315	67.9409	69.2617
FBgn0029778	2.84835	2.94305	2.49737	2.53445	2.92851	2.27122
FBgn0052762	0	0	0	0	0	0
FBgn0029769	32.4771	35.408	40.8083	36.2475	32.6606	41.9398
