FBID	ZT0	ZT4	ZT8	ZT12	ZT16	ZT20
FBgn0040333	0	0	0	0	0.0285275	0
FBgn0040334	8.202	7.63237	7.60974	8.7423	6.0713	7.10396
FBgn0029629	31.8114	26.3778	21.6233	23.7248	28.6635	34.1267
FBgn0011566	6.46673	6.2683	4.06556	4.75422	5.06861	5.87096
FBgn0011606	0.560479	0.965045	0.534407	0.571829	0.998878	0.492165
FBgn0040375	13.1618	12.744	12.5539	10.5333	13.7943	9.00521
FBgn0040377	7.92167	8.67829	6.48237	7.40278	6.49496	10.5697
FBgn0040388	1.72742	2.54166	1.97803	2.01946	2.15875	1.27396
FBgn0003714	56.4737	48.0051	36.1086	38.4646	41.4253	63.566
FBgn0001150	1.31621	1.90037	1.75123	1.25948	1.38761	1.3191
FBgn0052797	0	0.119149	0.124199	0.132896	0	0
FBgn0040385	0	0	0	0	0	0
FBgn0003371	132.561	138.987	132.774	120.915	130.342	119.185
FBgn0003068	1.37268	1.44757	6.53862	9.91425	9.27216	2.2262
FBgn0024993	0.788642	0.632442	0.579683	0.470269	0.978938	0.737231
FBgn0024996	15.7954	12.565	8.70553	10.0704	11.5829	13.3333
FBgn0024997	1.80629	0.877276	0.609635	0.978489	1.40316	1.17825
FBgn0024991	1.51983	1.85178	1.40812	1.70989	1.86933	1.8255
FBgn0000928	0	0.0263481	0	0	0	0.0140215
FBgn0000927	0	0	0	0.0476943	0.0598446	0
FBgn0000520	1.48366	1.52123	1.20815	1.34662	1.18277	1.72189
FBgn0024975	2.16083	1.87191	1.4705	2.32995	1.59464	1.87684
FBgn0040356	0	0	0	0	0	0
FBgn0003996	0.02303	0.121312	0.126458	0.11275	0.141505	0.129123
FBgn0040384	22.9978	18.4563	20.74	19.3261	20.586	24.2277
FBgn0024980	31.6347	22.8086	19.5675	17.4804	9.96386	24.1776
FBgn0000376	4.17469	4.206	4.58458	3.76721	4.20141	3.86639
FBgn0024973	4.29414	5.31865	3.75038	4.58006	4.51538	5.43186
FBgn0024998	1.61081	1.61435	0.880212	0.969552	1.66841	1.18952
FBgn0024995	4.39296	3.55011	4.02435	3.01927	2.67053	3.35341
FBgn0024994	5.55612	5.95262	6.09083	4.52394	5.94492	4.92996
FBgn0024992	5.73759	6.08949	4.88394	5.82968	4.92474	7.23054
FBgn0000092	0.853179	0.58914	0.725762	0.358424	0.449733	0.171011
FBgn0025838	0.0664223	0	0.0608489	0.26044	0.408484	0.248521
FBgn0011276	0.36296	0.460758	0.258614	0.039532	0.148809	0.188615
FBgn0004647	12.4936	15.4952	14.7576	18.9015	14.7488	16.9107
FBgn0040396	7.79445	5.73499	5.06472	6.4855	5.68524	3.73018
FBgn0000479	79.6685	77.7975	81.124	68.8827	76.6621	64.9254
FBgn0002933	0	0	0	0	0	0
FBgn0003374	0	0.0579087	0.0603627	0.193769	0	0.123294
FBgn0029660	0.222492	0.326825	0.185949	0.59638	0.312877	0.506501
FBgn0029662	0.060557	0.177398	0.129509	0.0593454	0.273136	0.169922
FBgn0029661	0	0	0.0692546	0	0	0.0337479
FBgn0029659	0.20752	0.364794	0.237843	0.254226	0.383051	0.19416
FBgn0029658	0	0	0	0	0	0
FBgn0052493	0	0	0	0	0	0
FBgn0029657	0	0.00760323	0.0518429	0	0.0817887	0.0856066
FBgn0029656	0.0341199	0.0894819	0.0310913	0.0998056	0.0837203	0.126998
FBgn0003086	0	0	0	0	0	0
FBgn0010296	0	0	0	0	0	0
FBgn0010295	0	0	0	0.123434	0	0
FBgn0010294	0	0	0	0	0	0
FBgn0040393	0	0	0	0	0	0
FBgn0000644	0.259762	0.0570727	0	0.0636573	0.319497	0.121488
FBgn0028746	21.5691	18.8473	16.5802	23.4035	16.8794	26.7536
FBgn0040355	0.0751743	0	0.0513689	0.109858	0	0.0702857
FBgn0052793	0.0199266	0.0174994	0.0182451	0.0195114	0	0.0186308
FBgn0029642	0	0	0	0	0	0
FBgn0025645	0.0585569	0	0	0	0	0
FBgn0029643	0	0.031778	0	0.0354318	0	0
FBgn0029644	0	0.0670349	0	0	0	0
FBgn0029645	0	0	0.0535523	0	0	0.0546843
FBgn0029646	0.100429	0.0441224	0	0	0	0.0469749
FBgn0029647	0	0	0.158613	0	0.213067	0
FBgn0029648	7.16916	7.12977	8.32296	10.691	9.90815	9.21111
FBgn0028369	9.19359	11.0786	11.1204	10.2922	12.8503	10.0228
FBgn0029649	0.0663179	0	0	0	0	0
FBgn0003285	2.30425	3.35312	2.86689	2.77349	2.97914	2.75685
FBgn0025644	0	0.308817	0	0.114809	0	0
FBgn0029639	25.5865	31.1353	30.9951	22.0491	35.8509	17.7088
FBgn0040354	0	0.0380187	0	0	0	0
FBgn0040353	0.218775	0.288342	0.350663	0.107197	0.269084	0
FBgn0040352	0	0.243661	0.19051	0.0679377	0.0853383	0.0648712
FBgn0029664	8.21483	7.55938	6.84804	6.7931	6.36899	10.4153
FBgn0029666	22.5336	23.7537	22.9678	23.6693	22.7014	21.4966
FBgn0029669	0.624934	0.659222	0.687503	0.734991	1.07657	0.467779
FBgn0052792	0.488444	0.42931	0.330677	0.807925	0.375616	0.542572
FBgn0044046	0.410902	0.103177	0.10755	0.0575404	0.144398	0.219629
FBgn0023215	20.037	23.0983	22.1949	18.6698	18.4578	14.6429
FBgn0015286	24.5754	27.5651	30.8587	23.1811	28.139	21.6253
FBgn0023216	3.79505	4.51747	3.51565	4.0142	3.75138	4.38811
FBgn0029672	8.34518	8.6039	6.09933	7.90983	8.46373	8.60483
FBgn0052791	3.6729	3.87067	4.47812	3.6397	4.02544	3.17368
FBgn0029667	0.0304183	0.050276	0	0.0560108	0	0.080219
FBgn0029665	6.47723	4.93362	4.66824	3.80951	6.16132	6.86659
FBgn0029663	27.1296	28.6331	25.7563	26.4423	24.6053	24.0108
FBgn0052785	0	0	0	0	0	0
FBgn0025118	0	0	0	0	0	0
FBgn0028491	7.32104	8.7143	5.93824	7.83722	7.26892	7.60312
FBgn0029681	0	0	0.0504798	0	0	0.0257714
FBgn0029686	2.38224	2.47688	2.52495	2.22814	2.89228	2.54901
FBgn0052786	0.0159312	0.0560045	0	0	0.0195948	0
FBgn0052783	0	0	0	0.0156215	0	0.0149066
FBgn0029687	162.568	177.098	191.763	176.241	198.042	230.692
FBgn0029690	0.059082	0.025961	0.135314	0	0.0726688	0.0552643
FBgn0029689	5.96248	5.06602	5.02665	4.81554	4.99465	4.66928
FBgn0029688	20.4866	19.2607	17.659	17.1031	17.8096	18.6136
FBgn0029685	8.10754	7.51728	6.91678	7.46372	9.31692	8.13196
FBgn0019661	15.7834	15.6218	15.7753	10.2746	10.8677	48.6706
FBgn0029694	0	0	0	0	0	0
FBgn0000221	0.990462	1.25347	0.834765	1.55343	1.9979	1.66763
FBgn0026084	104.59	122.347	94.4831	126.318	80.7507	102.628
FBgn0026085	0.187527	0.247403	0.100817	0.185376	0.135358	0.0876671
FBgn0026083	14.9002	15.4528	14.8929	15.2237	14.0254	14.4128
FBgn0066114	4.0781	2.94402	3.76926	3.21229	3.26929	2.69064
FBgn0029697	0	0.0106665	0.0222371	0.0356914	0.014928	0.0340581
FBgn0029701	0	0	0	0	0	0
FBgn0029702	0	0	0	0	0	0
FBgn0029706	11.0314	12.7405	10.1943	11.1382	10.5115	13.418
FBgn0029707	0.0768376	0	0.0703902	0.0376597	0	0
FBgn0029705	0.102947	0.120718	0.0628726	0.0673105	0	0.0641967
FBgn0040907	68.1885	56.4193	67.3423	63.9068	105.962	147.477
FBgn0002707	2.40789	1.97664	1.39679	1.71709	2.14721	1.93374
FBgn0040906	0.842837	0.407749	0.850101	0.206433	1.03611	0.434028
FBgn0029703	0	0	0	0	0	0
FBgn0040905	0	0	0	0	0	0
FBgn0040904	0	0	0	0	0	0
FBgn0029700	0	0	0	0	0	0
FBgn0052774	0	0	0	0	0	0
FBgn0041252	0	0	0	0	0	0
FBgn0029696	0	0	0	0	0	0
FBgn0000635	49.484	51.6812	49.6128	48.4694	47.8224	51.5352
FBgn0026080	7.79226	6.9798	5.38074	5.99834	4.1999	6.31903
FBgn0026079	6.28739	5.77775	4.32494	4.99539	5.96955	7.13986
FBgn0004832	1.72206	3.07137	2.36635	2.43276	1.99348	2.93732
FBgn0029693	7.17676	7.13651	6.83698	6.30167	7.49755	7.45642
FBgn0000179	10.4568	14.2173	13.0221	13.0095	13.3198	12.5488
FBgn0029708	49.8696	47.3881	43.9781	40.5712	38.8006	39.7637
FBgn0029709	49.3311	50.6997	44.4448	44.9595	39.8652	47.1445
FBgn0029710	2.78592	1.8363	1.88373	1.65803	1.14219	2.01647
FBgn0029712	6.12258	4.43126	4.3551	3.67158	5.84724	5.18795
FBgn0029714	7.27146	6.95603	5.36443	6.68625	6.64835	7.40352
FBgn0029716	0	0	0	0	0	0
FBgn0022768	8.60559	7.76161	7.52742	8.08113	6.80435	8.17636
FBgn0029715	53.9265	42.3524	38.7898	40.7896	40.8755	49.653
FBgn0029713	2.45347	3.17377	2.34862	3.10758	3.42455	3.73894
FBgn0029711	11.5087	12.5535	11.4423	11.7697	12.5072	11.0157
FBgn0003210	9.80632	10.3815	11.6613	10.1069	11.1377	10.5977
FBgn0052773	0.0529241	0.279073	0.0484833	0.0518785	0.130189	0.198017
FBgn0011760	285.09	281.135	219.81	217.01	218.302	236.345
FBgn0028325	123.947	119.477	94.572	110.642	83.3867	117.446
FBgn0029722	0.147534	0.155592	0.162186	0.0867717	0.108877	0.220802
FBgn0029727	0	0.07313	0.101639	0.0543781	0.102347	0.0518896
FBgn0029729	0.0750911	0	0	0.0736074	0	0
FBgn0029730	1.66957	3.49654	3.35184	3.86513	2.57781	4.91766
FBgn0029733	0.0296839	0	0	0.290974	0.32859	0
FBgn0052772	24.8236	22.0022	22.3238	18.9709	21.2153	21.7712
FBgn0029737	13.0963	14.5186	15.7325	11.3607	13.3678	13.4209
FBgn0004368	20.9811	20.8797	19.4461	17.2892	16.053	17.1638
FBgn0029740	0	0	0	0.081459	0	0.0777401
FBgn0061196	0.0495334	0.0435853	0	0	0	0
FBgn0029728	0.103596	0.136573	0.11027	0.163223	0.0637025	0.153435
FBgn0029726	0	0	0	0	0	0
FBgn0029725	0	0	0	0	0	0
FBgn0025679	0	0	0	0	0	0
FBgn0029724	0	0	0	0	0	0
FBgn0029745	0.948705	1.47099	1.68672	1.64073	1.09812	1.93102
FBgn0029746	11.0745	10.5284	9.34975	9.53409	10.7098	11.9921
FBgn0003449	44.6459	46.0279	37.253	37.643	41.3765	47.2367
FBgn0011761	0.173327	0.304658	0	3.7379	6.18246	0
FBgn0029753	0	0	0	0	0	0
FBgn0029755	1.79385	1.18983	0.930187	1.06168	1.29052	1.29803
FBgn0014024	7.41806	6.96682	6.09589	6.37302	5.82501	7.12933
FBgn0029754	0.0294192	0	0.0269506	0	0	0
FBgn0029752	0.0546797	0.048055	0	0.0535993	0.0672539	0.102293
FBgn0029751	0	0.136471	0	0	0.0636646	0
FBgn0029750	0	0.0179183	0.0933881	0.0399711	0.0501539	0.0381419
FBgn0029747	0.0258726	0	0	0	0	0
FBgn0052767	31.7044	37.7508	37.3888	36.4948	39.4319	42.0036
FBgn0026751	1.40178	1.72473	1.43397	1.41988	2.44252	1.20193
FBgn0010014	135.669	150.196	113.907	126.095	95.2924	162.29
FBgn0029761	115.212	113.628	101.655	87.6923	99.5022	103.736
FBgn0029763	9.65851	9.14285	6.81083	8.34893	9.05836	10.0143
FBgn0029765	132.846	151.002	198.061	175.7	173.286	156.81
FBgn0029766	58.8101	109.175	119.928	92.2987	72.2646	46.3366
FBgn0029768	23.4703	28.165	27.3497	22.0173	18.7743	21.9176
FBgn0029770	0	0.0393206	0.0409869	0.087087	0	0.0837002
FBgn0029771	31.7152	35.1087	33.3657	29.739	34.7898	44.6587
FBgn0026702	0.671796	0.219294	0.19342	0.301039	0.448554	0.448848
FBgn0004687	63.1825	70.6849	77.757	63.0109	74.0086	52.8171
FBgn0029778	3.37129	2.88748	2.46024	2.94057	2.63553	2.51205
FBgn0052762	0.0796714	0	0	0	0	0
FBgn0029769	34.9094	34.1755	35.0845	42.5073	48.3337	44.2828
