ID	Symbol	RP24	qVal	pVal	SP	PVEC	Phase	Max/Min	Median	Non-Zero
FBtr0076942	CG8519-RA	-1.122412	NOTEST	NOTEST	-0.412901	14.000908	20.551385	1.550637	2.708535	1
FBtr0073131	Eip63E-RD	-0.426473	0.101257	0.0656	2.179199	9.780792	7.657524	469.302248	3.1941	1
FBtr0304927	tweek-RF	-2.524209	NOTEST	NOTEST	-1.224396	44.905161	3.66833	4.798938	5.426875	1
FBtr0344762	CG34005-RC	-1.364959	NOTEST	NOTEST	-0.523044	39.099723	9.339557	20963.8	0.0	0
FBtr0087107	CG5089-RA	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0309878	CG15719-RC	-2.146812	NOTEST	NOTEST	-0.261043	0.0	-0.0	18579.4	0.0	0
FBtr0336714	Rim-RR	-2.527929	NOTEST	NOTEST	-0.077004	1.191941	1.372563	2.430684	7.48706	1
FBtr0073610	Hsc70-3-RD	-4.458826	NOTEST	NOTEST	-2.368082	43.843553	19.048669	184131.0	0.588162	0
FBtr0301239	CG9628-RC	-4.753935	NOTEST	NOTEST	-1.171971	13.958647	20.83594	4.921784	44.0985	1
FBtr0336480	CG1092-RC	0.020845	NOTEST	NOTEST	2.040012	32.562653	12.107839	107360.0	0.0	0
FBtr0331970	Not3-RB	-1.349085	NOTEST	NOTEST	-0.92232	10.966111	17.739026	1.775662	27.09515	1
FBtr0085055	TwdlL-RB	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0074033	CG6299-RA	0.181924	0.073162	0.0355	1.624198	32.567376	23.386612	3.875962	4.53146	1
FBtr0088867	CG14762-RA	0.989342	NOTEST	NOTEST	2.123751	13.980475	2.776932	1.322348	126.164	1
FBtr0083042	CG6974-RA	-4.046968	NOTEST	NOTEST	-0.965518	53.979127	13.338314	32901.2	0.0	0
FBtr0083400	cal1-RA	-1.263799	NOTEST	NOTEST	-0.691916	17.281879	1.661893	1.257553	4.86362	1
FBtr0306260	stck-RD	0.305667	0.058827	0.0226	0.414309	23.754899	16.673521	3.232708	10.747835	1
FBtr0339641	dpr17-RD	-1.72372	NOTEST	NOTEST	0.269464	26.256761	23.85893	1.507569	4.610805	1
FBtr0078949	CG9853-RA	-0.360186	0.085347	0.0481	0.778556	16.131887	21.578836	1.644442	26.20835	1
FBtr0343591	CG2145-RB	-1.498789	NOTEST	NOTEST	0.256933	34.81135	1.851428	1.579578	96.3398	1
FBtr0306842	CG43307-RA	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0301973	mthl15-RC	-8.471747	NOTEST	NOTEST	-0.844634	30.515326	13.689032	17413.655172	0.293829	1
FBtr0073306	CG7465-RA	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0075497	CG5235-RA	-1.865691	NOTEST	NOTEST	-1.186799	10.140402	13.916139	16559.414634	0.262414	1
FBtr0303336	Amun-RF	-4.438026	NOTEST	NOTEST	-0.8163	20.166655	5.499998	23987.6	0.0	0
FBtr0071153	CG10958-RA	-2.409087	NOTEST	NOTEST	-1.37788	13.445188	0.435008	1.925393	1.697665	1
FBtr0334046	CG43982-RA	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0075954	CG10418-RA	-2.837283	NOTEST	NOTEST	0.297107	4.655424	18.825001	2.493647	4.46374	1
FBtr0310008	CG43638-RA	-2.40751	NOTEST	NOTEST	0.640747	89.313751	0.903862	17195.5	0.0	0
FBtr0089105	ND-49-RA	-0.902172	0.152226	0.1432	-0.639553	46.708056	0.367262	1.472267	181.433	1
FBtr0073600	CG11802-RA	-1.401384	NOTEST	NOTEST	-1.043155	4.058996	3.366428	2.796052	10.22915	1
FBtr0334585	Stat92E-RL	-2.400369	NOTEST	NOTEST	-1.418885	13.740064	21.014535	2.146543	1.57202	1
FBtr0329928	Socs36E-RD	-6.580588	NOTEST	NOTEST	0.903746	0.504812	1.738385	4.806224	1.69821	1
FBtr0331996	CG31760-RC	-2.349171	NOTEST	NOTEST	-1.399268	5.089749	23.068227	207670.0	1.002646	0
FBtr0074387	Chchd2-RA	-0.249916	0.100489	0.0647	2.685717	2.209786	3.60814	1.598267	164.9325	1
FBtr0340671	Nna1-RA	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0339578	Ns3-RB	-6.146681	NOTEST	NOTEST	-0.878161	49.182458	5.177052	150046.0	0.465368	0
FBtr0078082	lwr-RB	-0.741723	0.140026	0.1227	0.108768	107.484521	9.809549	231557.0	1.058182	0
FBtr0071495	ras-RA	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0089979	E23-RC	-2.775699	NOTEST	NOTEST	-1.543789	77.845451	15.18329	7.517811	1.56121	1
FBtr0339574	CG31778-RB	-2.845087	NOTEST	NOTEST	-1.601273	85.116558	2.540472	1663791.0	0.013666	0
FBtr0087714	CG30060-RA	0.259804	NOTEST	NOTEST	0.736961	37.431507	5.517953	2.483213	0.731309	1
FBtr0086461	mei-W68-RA	-4.523577	NOTEST	NOTEST	2.186678	108.837752	15.390399	1.903188	1.6896	1
FBtr0273261	dsb-RD	-0.051522	0.085193	0.0479	1.250033	25.52479	23.128101	2.924111	9.978665	1
FBtr0305333	Tab2-RB	-1.869823	NOTEST	NOTEST	-1.41622	43.487066	3.402775	164617.0	1.109575	0
FBtr0303267	CG13992-RB	0.074198	NOTEST	NOTEST	2.21518	83.239589	4.851448	2401.2	0.0	0
FBtr0346741	CG45765-RA	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0074110	Gbeta13F-RE	-1.245518	NOTEST	NOTEST	0.070691	11.039032	6.610217	1.718349	38.67475	1
FBtr0340049	CG1737-RB	-1.911707	NOTEST	NOTEST	0.178941	82.24887	19.63736	104369.0	0.372311	0
FBtr0081283	CG10188-RA	-3.580027	NOTEST	NOTEST	-1.916542	54.65132	6.070972	144088.0	0.506116	0
FBtr0308038	CG15186-RF	-1.055222	NOTEST	NOTEST	0.000246	2.8e-05	0.011349	1893.6	0.0	0
FBtr0340056	tyn-RC	-0.919036	NOTEST	NOTEST	-0.161032	33.24765	18.20729	30412.9	0.152177	0
FBtr0331940	kappaTry-RC	-2.126701	NOTEST	NOTEST	-0.259295	42.666667	8.0	13511.2	0.0	0
FBtr0344742	tau-RB	-1.923792	NOTEST	NOTEST	-0.189844	63.018304	13.163971	44735.1	0.0	0
FBtr0347363	cno-RJ	-8.912474	NOTEST	NOTEST	-1.234358	56.236565	5.313047	1.3599	4.285945	1
FBtr0346946	cg-RN	-2.334609	NOTEST	NOTEST	-1.460221	14.864804	20.087328	1.348698	20.06565	1
FBtr0334327	skap-RG	-1.106099	NOTEST	NOTEST	1.165731	2.914742	14.43826	2.997769	36.89355	1
FBtr0071013	CG4607-RA	2.397922	0.008325	0.0004	2.913243	1.524891	22.010469	2.214535	6.686915	1
FBtr0088644	CG13751-RA	0.394299	0.038318	0.0093	0.832794	1.780071	0.534159	3.298321	4.56022	1
FBtr0086210	CG9445-RA	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0302833	CG42684-RA	-1.956797	NOTEST	NOTEST	1.364409	100.521791	10.8493	2.781843	0.690687	1
FBtr0339597	Unc-115a-RE	-2.62902	NOTEST	NOTEST	-1.200891	85.984102	10.698244	4.649792	2.998775	1
FBtr0077609	CG3332-RA	-0.0	NOTEST	NOTEST	-0.0	39.476782	9.273774	1.2	0.0	0
FBtr0300861	Nop60B-RF	-0.545179	0.099682	0.0638	0.06812	86.334524	21.994601	2.266217	2.871565	1
FBtr0091874	His2B:CG33870-RA	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0332357	PRL-1-RC	-2.24477	NOTEST	NOTEST	-1.950449	31.151714	12.136207	3.718251	8.396615	1
FBtr0301652	Tob-RC	-1.700653	NOTEST	NOTEST	-0.930574	4.202951	16.453676	1.715779	80.1938	1
FBtr0300080	wech-RA	-0.864424	NOTEST	NOTEST	-0.511365	40.655534	17.274982	18496.3	0.038314	0
FBtr0334091	RhoGAP68F-RC	-2.036658	NOTEST	NOTEST	-0.998748	63.597072	6.886772	2.977926	14.1079	1
FBtr0346626	fws-RH	-3.461422	NOTEST	NOTEST	-1.704871	8.621329	2.052613	7.47646	5.2377	1
FBtr0088000	Vha36-2-RA	-2.512446	NOTEST	NOTEST	-1.427972	69.818411	7.011971	16192.8	0.045346	0
FBtr0344880	qkr58E-2-RC	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0334964	CG44098-RB	-1.495018	NOTEST	NOTEST	-0.453454	45.514749	17.048719	24737.5	0.000119	0
FBtr0306082	CG43204-RA	-1.095904	NOTEST	NOTEST	-0.885928	99.868992	16.817609	23870.3	0.0	0
FBtr0084022	SNF4Agamma-RE	-2.29224	NOTEST	NOTEST	-1.28289	86.64687	9.037236	10900.4	0.0	0
FBtr0303154	Rap1-RB	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0091938	Indy-2-RB	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0088881	CG30380-RA	-0.883395	NOTEST	NOTEST	0.129561	20.805157	0.613919	185671.0	0.815011	0
FBtr0079515	CG7025-RA	-1.762586	NOTEST	NOTEST	-0.224994	42.666667	8.0	3946.3	0.0	0
FBtr0334643	Pi3K92E-RC	-1.957291	NOTEST	NOTEST	-1.736954	90.33228	9.617761	2.225795	2.59834	1
FBtr0075870	CG14118-RA	-0.252303	NOTEST	NOTEST	0.489723	90.015476	10.165113	22098.4	0.069157	0
FBtr0074696	CG7914-RA	-3.163093	NOTEST	NOTEST	-0.367482	6.264319	13.999055	1.407421	1.56255	1
FBtr0333456	SMC5-RH	-2.164199	NOTEST	NOTEST	-0.262643	0.0	24.0	34454.5	0.0	0
FBtr0075091	Cyp12c1-RA	1.015891	0.034122	0.007	1.330437	12.776607	5.438825	1.424394	12.48835	1
FBtr0304800	Tpc2-RB	1.183401	NOTEST	NOTEST	2.725716	0.482147	0.131233	14.949314	0.244849	1
FBtr0331738	oc-RG	-3.290561	NOTEST	NOTEST	-0.628597	6.534293	22.003188	4.829879	0.273627	1
FBtr0072937	CG1143-RA	-3.632045	NOTEST	NOTEST	-2.069565	87.360262	23.498274	3.396064	4.942045	1
FBtr0307158	PI4KIIIalpha-RC	-0.35979	0.095775	0.0592	-0.003464	25.760743	23.076915	3.076967	7.29396	1
FBtr0084297	pinta-RA	-0.517869	0.123959	0.096	0.699564	64.937456	0.645568	2.104794	56.5973	1
FBtr0300849	CG15196-RB	-2.180356	NOTEST	NOTEST	-0.268743	74.650362	3.996802	183.904356	0.008616	1
FBtr0334334	Pp1alpha-96A-RB	-2.679403	NOTEST	NOTEST	0.005758	0.941482	2.157086	1.482311	53.371	1
FBtr0335012	BOD1-RD	-7.855324	NOTEST	NOTEST	-0.00662	70.782535	8.507455	2.707086	4.395025	1
FBtr0074578	CG6123-RA	-3.497856	NOTEST	NOTEST	-1.050283	0.085969	0.647506	150212.0	0.122699	0
FBtr0309206	CG5697-RB	-0.002428	NOTEST	NOTEST	-0.002122	8.326338	19.067519	34.0	0.000264	0
FBtr0331432	PpV-RD	-1.288391	NOTEST	NOTEST	-0.245097	21.407493	15.454177	422973.0	0.714718	0
FBtr0089964	Tm1-RG	1.022623	0.040346	0.0105	1.904215	68.129485	7.67173	2.934045	12.93385	1
FBtr0073741	Bap60-RA	-4.086359	NOTEST	NOTEST	-1.710469	28.454812	23.888537	1.44338	4.855705	1
FBtr0299814	Atx-1-RB	-1.808606	NOTEST	NOTEST	-1.324685	7.277469	22.198922	13904.6	0.0	0
FBtr0347159	tutl-RK	-0.287885	NOTEST	NOTEST	-0.066225	24.003036	6.00038	582.1	0.0	0
FBtr0084405	CG31457-RB	-4.531693	NOTEST	NOTEST	1.318071	55.201115	21.879143	1.712994	1.478835	1
FBtr0091445	U3-55K-RA	-0.036335	NOTEST	NOTEST	0.961539	77.8778	0.491197	3.496527	0.822274	1
FBtr0073728	CG32640-RA	-4.594238	NOTEST	NOTEST	-1.389076	97.302646	18.940884	337741.0	2.85363	0
FBtr0079313	Tsp-RC	-2.949067	NOTEST	NOTEST	1.357971	2.634753	14.819041	908404.0	2.934165	0
FBtr0086923	qkr54B-RA	-2.699117	NOTEST	NOTEST	-1.639684	1.127899	2.590005	14212.4	0.036333	0
FBtr0300889	sowah-RI	-3.222618	NOTEST	NOTEST	0.182947	64.98688	8.045117	258443.0	1.74813	0
FBtr0306747	cnc-RA	0.337314	0.063781	0.0273	1.115253	15.199405	9.519615	3.08863	41.29775	1
FBtr0343838	CG14346-RC	-1.990034	NOTEST	NOTEST	-0.247008	0.0	-0.0	6370.4	0.0	0
FBtr0087573	Opa1-RB	-3.337321	NOTEST	NOTEST	-0.002754	21.637453	8.127499	3899.092369	7.887835	1
FBtr0308823	CG13743-RB	-1.52514	NOTEST	NOTEST	-1.017838	43.444288	3.329545	33.926155	6.348475	1
FBtr0078542	CG14454-RA	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0083663	CG31229-RA	1.708218	0.017516	0.0018	2.221701	40.489435	23.788822	1.876702	12.98805	1
FBtr0084150	CG17843-RA	-2.680886	NOTEST	NOTEST	-1.830544	17.06397	21.879437	1.527846	7.401705	1
FBtr0334689	Whamy-RE	-0.70794	NOTEST	NOTEST	-0.158837	2.414796	1.903206	1030.6	0.0	0
FBtr0310047	CG11737-RB	-4.041862	NOTEST	NOTEST	-1.682322	27.781746	12.734353	165781.0	0.566049	0
FBtr0075526	brm-RB	-7.114018	NOTEST	NOTEST	-1.363779	1.504051	0.478214	75548.6	0.210883	0
FBtr0079993	GATAd-RA	-0.744263	0.142872	0.1273	-0.413153	2.781669	3.985503	5.162504	10.19219	1
FBtr0332358	PRL-1-RD	-0.937294	0.157679	0.1532	1.53649	70.596982	8.12106	3.143758	186.4705	1
FBtr0078640	glob3-RA	-1.890865	NOTEST	NOTEST	-0.23765	74.666667	4.0	4965.0	0.0	0
FBtr0083523	Alg1-RA	-0.872603	0.155969	0.1502	-0.564623	3.754273	16.722517	1.492067	13.24725	1
FBtr0332183	OS9-RB	-3.451838	NOTEST	NOTEST	0.060355	88.026447	23.930329	2.988083	9.56696	1
FBtr0301071	CG4328-RB	-1.166628	NOTEST	NOTEST	-0.768302	13.61801	20.300398	2.308484	1.402975	1
FBtr0310155	GLaz-RF	-1.394978	NOTEST	NOTEST	2.339705	30.141139	0.728457	4.419889	7.22262	1
FBtr0079511	Tep2-RB	-2.663366	NOTEST	NOTEST	-0.411629	15.666215	4.796253	2.119024	6.92231	1
FBtr0340419	CG32532-RC	-1.309972	NOTEST	NOTEST	-1.162221	69.524786	1.15483	55902.7	0.270104	0
FBtr0073088	CG14968-RD	-1.436691	NOTEST	NOTEST	1.604892	69.125133	2.080672	126298.0	0.000528	0
FBtr0336997	CG30491-RB	-0.672595	NOTEST	NOTEST	2.449049	3.430282	19.484697	1.376829	6.63806	1
FBtr0332364	CG8086-RN	-0.033784	NOTEST	NOTEST	-0.01623	8.875523	18.486652	215.5	0.0	0
FBtr0332075	ste14-RB	-1.938784	NOTEST	NOTEST	-0.680911	62.624539	2.477505	133452.0	0.000191	0
FBtr0304714	Usp8-RB	3.639004	0.0	0.0	5.440574	36.298753	11.165151	24.950671	25.34845	1
FBtr0070251	CG11384-RA	-1.208645	NOTEST	NOTEST	-0.47647	60.002403	2.633132	4443.1	0.0	0
FBtr0070713	Proc-R-RB	-1.125995	NOTEST	NOTEST	2.765935	52.41949	14.905547	97000.1	0.010134	0
FBtr0332696	CG7290-RB	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0343170	Dop2R-RI	-0.924372	NOTEST	NOTEST	0.662133	0.31128	0.088236	84251.4	0.199136	0
FBtr0342577	RpS9-RE	-2.981277	NOTEST	NOTEST	-1.125689	52.157935	14.857382	7.230671	16.7535	1
FBtr0339330	pch2-RB	0.600433	NOTEST	NOTEST	1.147111	21.563276	22.049444	51143.4	0.381931	0
FBtr0070262	br-RE	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0339080	Trpm-RH	-2.974938	NOTEST	NOTEST	-0.931005	14.838107	1.863735	1.867196	2.836335	1
FBtr0332542	CG11672-RB	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0334546	CanA1-RD	-3.345168	NOTEST	NOTEST	-1.992323	47.58544	19.005466	1.76824	4.337815	1
FBtr0332646	CG10660-RC	-2.768703	NOTEST	NOTEST	-1.800616	3.081348	2.346057	5.47368	2.970455	1
FBtr0100863	mt:CoII-RA	-2.496794	NOTEST	NOTEST	0.368438	17.612365	16.119991	1.502228	26502.75	1
FBtr0343875	bur-RC	-2.074497	NOTEST	NOTEST	-1.276389	20.159471	15.809105	4.899361	6.34327	1
FBtr0331564	ND-39-RB	-2.299614	NOTEST	NOTEST	-0.211805	4.587865	21.609247	1.348733	69.39285	1
FBtr0078540	ArfGAP3-RB	-2.076537	NOTEST	NOTEST	-0.254866	0.0	24.0	9064.2	0.0	0
FBtr0073328	CG13721-RA	-2.071026	NOTEST	NOTEST	-0.254374	10.666667	20.0	8794.3	0.0	0
FBtr0088390	eve-RA	-6.024792	NOTEST	NOTEST	0.351184	42.666667	8.0	8252.7	0.0	0
FBtr0080354	CG17010-RA	-1.557658	NOTEST	NOTEST	0.508012	51.424283	16.070934	21663.2	0.08035	0
FBtr0330156	Aef1-RD	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0077670	alpha4GT1-RA	-2.480236	NOTEST	NOTEST	-0.533062	12.835585	8.433636	1.449013	22.5771	1
FBtr0081620	Ama-RC	-0.74115	NOTEST	NOTEST	1.144671	44.511584	21.313321	21447.423077	0.302163	1
FBtr0082424	Ho-RA	2.285526	0.007493	0.0003	5.048181	14.278214	20.547852	1.651977	42.8081	1
FBtr0110769	BG642163-RA	-1.737155	NOTEST	NOTEST	-0.222412	42.666667	8.0	3796.8	0.0	0
FBtr0392905	CG34148-RD	-1.898694	NOTEST	NOTEST	2.025213	20.214179	14.24325	4.249198	3.662425	1
FBtr0078987	CG31516-RA	-0.446001	NOTEST	NOTEST	0.823587	9.245083	19.382732	20284.0	0.037717	0
FBtr0336471	CG7183-RB	-0.060026	0.092421	0.0554	1.564211	31.97101	1.755554	1.707668	1.582375	1
FBtr0076855	CG18417-RA	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0346019	Muc18B-RB	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0076619	Gug-RD	-2.696128	NOTEST	NOTEST	0.420355	90.866421	23.95518	64496.1	0.0	0
FBtr0344723	cn-RB	-1.936509	NOTEST	NOTEST	-1.339346	51.219913	22.710281	19527.2	0.030833	0
FBtr0072429	TyrRS-m-RA	-0.944542	0.15773	0.1534	-0.389673	18.229021	22.169731	3.05355	4.83483	1
FBtr0086170	CG17002-RB	-0.000611	NOTEST	NOTEST	-0.000374	88.401573	9.830472	3.673913	0.000271	1
FBtr0339940	CG17716-RB	-2.105938	NOTEST	NOTEST	-0.187995	37.339143	19.239195	1.423203	16.0492	1
FBtr0111088	Dscam1-RM	-6.028085	NOTEST	NOTEST	-3.258998	0.23003	23.835009	48761.0	0.15922	0
FBtr0113694	Gfat1-RH	1.488446	0.028219	0.0046	1.944346	10.648288	19.617957	4.063302	4.994005	1
FBtr0070898	mldr-RA	-2.21467	NOTEST	NOTEST	-1.880131	40.110611	5.114693	3.174789	0.811927	1
FBtr0077179	CG10672-RA	-0.346764	0.108641	0.0755	1.089383	7.410814	20.729843	1.443839	26.89155	1
FBtr0330183	Nf1-RF	-4.820461	NOTEST	NOTEST	-2.008843	35.674439	16.091199	1.717606	15.8508	1
FBtr0084533	spas-RA	-6.693176	NOTEST	NOTEST	-4.749851	0.124539	0.512847	5597.270195	1.211025	1
FBtr0306348	Cortactin-RC	-0.993369	NOTEST	NOTEST	-0.351197	89.02988	11.069573	2246.3	0.0	0
FBtr0344660	CG30275-RM	0.0	NOTEST	NOTEST	0.0	0.0	-0.0	1.0	0.0	0
FBtr0309836	eIF5B-RC	-7.600054	NOTEST	NOTEST	-0.577109	42.666667	16.0	19017.1	0.0	0
FBtr0089137	Syt7-RA	-1.134167	NOTEST	NOTEST	2.163103	11.742138	19.826567	2.006409	42.2738	1
FBtr0086325	CG16898-RA	-1.030497	NOTEST	NOTEST	1.649078	5.872267	17.69985	3.607028	6.948985	1
FBtr0075654	CG13457-RB	-0.124103	NOTEST	NOTEST	-0.017718	32.0	12.0	436.5	0.0	0
FBtr0309056	jef-RB	-0.34572	0.11159	0.0794	-0.17809	22.957361	20.52528	1.417254	49.70265	1
FBtr0082786	Act87E-RB	-2.164302	NOTEST	NOTEST	-0.262552	10.666667	20.0	37847.1	0.0	0
FBtr0347002	CG10096-RC	-2.34054	NOTEST	NOTEST	-0.360531	50.293879	15.314333	8830.9	0.0	0
FBtr0082771	Lip3-RA	-1.366563	NOTEST	NOTEST	0.87013	7.325258	0.553991	2.764748	0.364333	1
FBtr0336459	CG31145-RF	2.612241	0.009138	0.0005	5.23627	85.236341	19.497558	1.787139	70.751	1
FBtr0086327	Obp56e-RA	-3.133568	NOTEST	NOTEST	0.218438	2.859941	23.753917	1.754938	394.9315	1
