ID	Symbol	RP24	qVal	pVal	F24	Avg_Random_F24_Score	qVal	pVal
FBtr0070986	CG3168-RB	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0340370	Gss2-RI	-1.54407	NOTEST	NOTEST	6e-05	0.0	NOTEST	NOTEST
FBtr0308570	et-RB	-2.32384	0.677062332569084	0.47505	0.10761	0.120485575	0.6769663899613899	0.47504
FBtr0332527	muc-RD	-9.38935	NOTEST	NOTEST	0.00388	0.0	NOTEST	NOTEST
FBtr0331195	dUTPase-RC	-1.23313	NOTEST	NOTEST	0.00054	0.0	NOTEST	NOTEST
FBtr0074388	baz-RA	-4.48529	0.9077653085282742	0.83451	0.02698	0.11402859000000001	0.9077572288712945	0.83448
FBtr0300018	CG12680-RB	-3.03141	NOTEST	NOTEST	9e-05	0.0	NOTEST	NOTEST
FBtr0301742	CG42587-RA	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0082291	SelR-RB	-0.24055	0.2481026732673267	0.06573	9.91285	4.04356574	0.2481064696485623	0.06573
FBtr0345067	scaf6-RE	-1.54022	0.5053835485964627	0.26371	0.91507	0.65904753	0.5053835485964627	0.26371
FBtr0080518	Hsp60D-RB	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0076942	CG8519-RA	-1.12241	0.4191624956063269	0.18174	0.02747	0.016106355	0.41904717633274746	0.18169
FBtr0073131	Eip63E-RD	-0.42647	0.24273	0.06264	0.62071	0.26351987499999996	0.24273	0.06264
FBtr0304927	tweek-RF	-2.52421	0.6946657924461701	0.49987	0.32253	0.402079355	0.6946657924461701	0.49987
FBtr0344762	CG34005-RC	-1.36496	NOTEST	NOTEST	0.00111	0.0	NOTEST	NOTEST
FBtr0087107	CG5089-RA	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0309878	CG15719-RC	-2.14681	NOTEST	NOTEST	0.00048	0.0	NOTEST	NOTEST
FBtr0336714	Rim-RR	-2.52793	0.6740311897261934	0.47104	0.56771	0.697783275	0.6740311897261934	0.47104
FBtr0073610	Hsc70-3-RD	-4.45883	NOTEST	NOTEST	0.01106	0.0	NOTEST	NOTEST
FBtr0301239	CG9628-RC	-4.75394	0.9224217087802218	0.85924	6.70632	33.884142974999996	0.9224217087802218	0.85924
FBtr0336480	CG1092-RC	0.02084	NOTEST	NOTEST	0.05121	0.0	NOTEST	NOTEST
FBtr0331970	Not3-RB	-1.34909	0.4711839487447699	0.22883	6.57506	4.18689718	0.4711839487447699	0.22883
FBtr0085055	TwdlL-RB	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0074033	CG6299-RA	0.18192	0.18240019884009942	0.03727	1.2918	0.44558802000000003	0.18240019884009942	0.03727
FBtr0088867	CG14762-RA	0.98934	NOTEST	NOTEST	67.49315	0.0	NOTEST	NOTEST
FBtr0083042	CG6974-RA	-4.04697	NOTEST	NOTEST	0.00062	0.0	NOTEST	NOTEST
FBtr0083400	cal1-RA	-1.2638	NOTEST	NOTEST	0.03184	0.0	NOTEST	NOTEST
FBtr0306260	stck-RD	0.30567	0.1446894294770206	0.02311	8.36334	2.6961449250000005	0.1446894294770206	0.02311
FBtr0339641	dpr17-RD	-1.72372	0.5405527358490566	0.30067	0.07706	0.061267105	0.5404704974897308	0.30067
FBtr0078949	CG9853-RA	-0.36019	0.22081434782608697	0.05289	4.91174	2.0545993250000003	0.22081434782608697	0.05289
FBtr0343591	CG2145-RB	-1.49879	0.502993998694304	0.2609	38.50183	27.174120719999998	0.5029361677819487	0.2609
FBtr0306842	CG43307-RA	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0301973	mthl15-RC	-8.47175	NOTEST	NOTEST	6e-05	0.0	NOTEST	NOTEST
FBtr0073306	CG7465-RA	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0075497	CG5235-RA	-1.86569	NOTEST	NOTEST	0.01033	0.0	NOTEST	NOTEST
FBtr0303336	Amun-RF	-4.43803	NOTEST	NOTEST	0.00027	0.0	NOTEST	NOTEST
FBtr0071153	CG10958-RA	-2.40909	0.6985883904550241	0.50565	0.00967	0.01097896	0.6985228695042095	0.50561
FBtr0334046	CG43982-RA	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0075954	CG10418-RA	-2.83728	0.7198722116366111	0.53736	0.16822	0.242242505	0.7198186287853011	0.53735
FBtr0310008	CG43638-RA	-2.40751	NOTEST	NOTEST	0.00059	0.0	NOTEST	NOTEST
FBtr0089105	ND-49-RA	-0.90217	NOTEST	NOTEST	130.61565	0.0	NOTEST	NOTEST
FBtr0073600	CG11802-RA	-1.40138	0.4811955981595092	0.23907	1.5192	1.017168345	0.4811955981595092	0.23907
FBtr0334585	Stat92E-RL	-2.40037	0.6949534074074074	0.50025	0.02354	0.02713581	0.6949534074074074	0.50022
FBtr0329928	Socs36E-RD	-6.58059	0.9755250338541667	0.95149	0.00479	0.08489827	0.9753993533547436	0.95142
FBtr0331996	CG31760-RC	-2.34917	0.6611614651969284	0.45194	0.0495	0.05388679500000001	0.6610154288897141	0.4519
FBtr0074387	Chchd2-RA	-0.24992	0.2467668955512573	0.06481	203.36301	81.07057613500001	0.2467668955512573	0.06481
FBtr0340671	Nna1-RA	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0339578	Ns3-RB	-6.14668	NOTEST	NOTEST	0.00399	0.0	NOTEST	NOTEST
FBtr0078082	lwr-RB	-0.74172	0.3470936830985915	0.12519	0.16825	0.080193455	0.3470936830985915	0.12519
FBtr0071495	ras-RA	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0089979	E23-RC	-2.7757	0.7265859901212395	0.54794	0.06103	0.08656165999999998	0.7264626632996632	0.54794
FBtr0339574	CG31778-RB	-2.84509	NOTEST	NOTEST	3.2668	0.0	NOTEST	NOTEST
FBtr0087714	CG30060-RA	0.2598	NOTEST	NOTEST	0.01542	0.0	NOTEST	NOTEST
FBtr0086461	mei-W68-RA	-4.52358	0.8957554776536313	0.81453	0.00436	0.01926795	0.8957114888268156	0.81449
FBtr0273261	dsb-RD	-0.05152	0.2121264174228675	0.04948	3.17532	1.1989845700000001	0.2121264174228675	0.04948
FBtr0305333	Tab2-RB	-1.86982	0.5681119919343223	0.33396	0.05109	0.04422119	0.5679929122857554	0.33389
FBtr0303267	CG13992-RB	0.0742	NOTEST	NOTEST	4e-05	0.0	NOTEST	NOTEST
FBtr0346741	CG45765-RA	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0074110	Gbeta13F-RE	-1.24552	0.44584353860294124	0.20535	14.728	9.13480668	0.44584353860294124	0.20535
FBtr0340049	CG1737-RB	-1.91171	NOTEST	NOTEST	0.01538	0.0	NOTEST	NOTEST
FBtr0081283	CG10188-RA	-3.58003	NOTEST	NOTEST	0.01619	0.0	NOTEST	NOTEST
FBtr0308038	CG15186-RF	-1.05522	NOTEST	NOTEST	1e-05	0.0	NOTEST	NOTEST
FBtr0340056	tyn-RC	-0.91904	NOTEST	NOTEST	0.00223	0.0	NOTEST	NOTEST
FBtr0331940	kappaTry-RC	-2.1267	NOTEST	NOTEST	0.00025	0.0	NOTEST	NOTEST
FBtr0344742	tau-RB	-1.92379	NOTEST	NOTEST	0.00452	0.0	NOTEST	NOTEST
FBtr0347363	cno-RJ	-8.91247	NOTEST	NOTEST	0.00022	0.0	NOTEST	NOTEST
FBtr0346946	cg-RN	-2.33461	NOTEST	NOTEST	0.49257	0.0	NOTEST	NOTEST
FBtr0334327	skap-RG	-1.1061	0.42043856865410756	0.18324	50.74197	28.682834670000002	0.4204156302194601	0.18324
FBtr0071013	CG4607-RA	2.39792	0.02674188679245283	0.0006	2.24811	0.5056373700000001	0.02674188679245283	0.0006
FBtr0088644	CG13751-RA	0.3943	0.09993213281249999	0.01079	0.9763	0.3092499	0.09993213281249999	0.01079
FBtr0086210	CG9445-RA	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0302833	CG42684-RA	-1.9568	NOTEST	NOTEST	0.00564	0.0	NOTEST	NOTEST
FBtr0339597	Unc-115a-RE	-2.62902	0.6887443982960597	0.49279	0.20763	0.26680778499999996	0.6887443982960597	0.49279
FBtr0077609	CG3332-RA	-0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0300861	Nop60B-RF	-0.54518	0.23779690253671562	0.06032	0.17798	0.08033029500000001	0.23775747997329774	0.06031
FBtr0091874	His2B:CG33870-RA	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0332357	PRL-1-RC	-2.24477	0.6529010585726828	0.44057	2.17831	2.2374517450000004	0.6528277982687242	0.44057
FBtr0301652	Tob-RC	-1.70065	0.5412986676783005	0.30202	37.14558	28.40803586	0.5412986676783005	0.30202
FBtr0300080	wech-RA	-0.86442	NOTEST	NOTEST	0.00114	0.0	NOTEST	NOTEST
FBtr0334091	RhoGAP68F-RC	-2.03666	0.6127527877169558	0.38858	1.7495	1.59360115	0.6126709891870243	0.38858
FBtr0346626	fws-RH	-3.46142	0.819346352061439	0.68646	0.24452	0.52672902	0.819346352061439	0.68646
FBtr0088000	Vha36-2-RA	-2.51245	NOTEST	NOTEST	0.00034	0.0	NOTEST	NOTEST
FBtr0344880	qkr58E-2-RC	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0334964	CG44098-RB	-1.49502	NOTEST	NOTEST	0.00132	0.0	NOTEST	NOTEST
FBtr0306082	CG43204-RA	-1.0959	NOTEST	NOTEST	0.00232	0.0	NOTEST	NOTEST
FBtr0084022	SNF4Agamma-RE	-2.29224	NOTEST	NOTEST	0.00027	0.0	NOTEST	NOTEST
FBtr0303154	Rap1-RB	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0091938	Indy-2-RB	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0088881	CG30380-RA	-0.88339	NOTEST	NOTEST	0.06353	0.0	NOTEST	NOTEST
FBtr0079515	CG7025-RA	-1.76259	NOTEST	NOTEST	2e-05	0.0	NOTEST	NOTEST
FBtr0334643	Pi3K92E-RC	-1.95729	0.5930147056384744	0.36331	0.05274	0.04811345	0.5929330928689885	0.36326
FBtr0075870	CG14118-RA	-0.2523	NOTEST	NOTEST	0.00189	0.0	NOTEST	NOTEST
FBtr0074696	CG7914-RA	-3.16309	NOTEST	NOTEST	0.00227	0.0	NOTEST	NOTEST
FBtr0333456	SMC5-RH	-2.1642	NOTEST	NOTEST	0.00165	0.0	NOTEST	NOTEST
FBtr0075091	Cyp12c1-RA	1.01589	NOTEST	NOTEST	1.11948	0.0	NOTEST	NOTEST
FBtr0304800	Tpc2-RB	1.1834	NOTEST	NOTEST	0.02853	0.0	NOTEST	NOTEST
FBtr0331738	oc-RG	-3.29056	NOTEST	NOTEST	0.00376	0.0	NOTEST	NOTEST
FBtr0072937	CG1143-RA	-3.63204	0.8502389416846652	0.73326	0.10152	0.254569435	0.8502041557039074	0.73323
FBtr0307158	PI4KIIIalpha-RC	-0.35979	0.2349521301576652	0.0593	1.12686	0.470044335	0.2349521301576652	0.0593
FBtr0084297	pinta-RA	-0.51787	0.3047713610738255	0.09612	59.27906	26.230291039999997	0.3047713610738255	0.09612
FBtr0300849	CG15196-RB	-2.18036	NOTEST	NOTEST	0.02598	0.0	NOTEST	NOTEST
FBtr0334334	Pp1alpha-96A-RB	-2.6794	NOTEST	NOTEST	5.02027	0.0	NOTEST	NOTEST
FBtr0335012	BOD1-RD	-7.85532	0.9900180297461321	0.98034	0.00487	0.20274162	0.9899978382767759	0.98034
FBtr0074578	CG6123-RA	-3.49786	NOTEST	NOTEST	0.01327	0.0	NOTEST	NOTEST
FBtr0309206	CG5697-RB	-0.00243	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0331432	PpV-RD	-1.28839	NOTEST	NOTEST	0.41038	0.0	NOTEST	NOTEST
FBtr0089964	Tm1-RG	1.02262	0.099111323296355	0.01059	8.57487	2.3239427050000003	0.099111323296355	0.01059
FBtr0073741	Bap60-RA	-4.08636	NOTEST	NOTEST	0.01358	0.0	NOTEST	NOTEST
FBtr0299814	Atx-1-RB	-1.80861	NOTEST	NOTEST	0.00047	0.0	NOTEST	NOTEST
FBtr0347159	tutl-RK	-0.28788	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0084405	CG31457-RB	-4.53169	0.8974931693023256	0.8167	0.00253	0.01092634	0.8970029145728643	0.81612
FBtr0091445	U3-55K-RA	-0.03633	NOTEST	NOTEST	0.01962	0.0	NOTEST	NOTEST
FBtr0073728	CG32640-RA	-4.59424	0.9100863110091744	0.83989	0.04529	0.20460356500000002	0.9100863110091744	0.83989
FBtr0079313	Tsp-RC	-2.94907	0.7375771714380458	0.56497	1.24496	1.9573328799999998	0.7375771714380458	0.56497
FBtr0086923	qkr54B-RA	-2.69912	NOTEST	NOTEST	0.00018	0.0	NOTEST	NOTEST
FBtr0300889	sowah-RI	-3.22262	0.769360650925335	0.61244	0.08143	0.15910657	0.7693355264837268	0.61242
FBtr0306747	cnc-RA	0.33731	0.15577073806078146	0.02734	77.5491	26.06376878	0.15577073806078146	0.02734
FBtr0343838	CG14346-RC	-1.99003	NOTEST	NOTEST	6e-05	0.0	NOTEST	NOTEST
FBtr0087573	Opa1-RB	-3.33732	0.800302534062758	0.65623	1.25536	2.512683605	0.8002537685796863	0.65623
FBtr0308823	CG13743-RB	-1.52514	0.4959605845442537	0.2543	3.3193	2.3061855049999997	0.4959605845442537	0.2543
FBtr0078542	CG14454-RA	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0083663	CG31229-RA	1.70822	0.05268352657004831	0.00277	4.46597	1.05307844	0.05268352657004831	0.00277
FBtr0084150	CG17843-RA	-2.68089	0.7231572563176896	0.54272	0.14223	0.18984877	0.7231572563176896	0.54272
FBtr0334689	Whamy-RE	-0.70794	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0310047	CG11737-RB	-4.04186	NOTEST	NOTEST	0.00975	0.0	NOTEST	NOTEST
FBtr0075526	brm-RB	-7.11402	NOTEST	NOTEST	0.00036	0.0	NOTEST	NOTEST
FBtr0079993	GATAd-RA	-0.74426	0.35671168652612284	0.13175	5.35192	2.5969504999999997	0.35671168652612284	0.13175
FBtr0332358	PRL-1-RD	-0.93729	0.38110735857173583	0.15001	973.05503	517.083245885	0.38110735857173583	0.15001
FBtr0078640	glob3-RA	-1.89086	NOTEST	NOTEST	3e-05	0.0	NOTEST	NOTEST
FBtr0083523	Alg1-RA	-0.8726	NOTEST	NOTEST	0.84579	0.0	NOTEST	NOTEST
FBtr0332183	OS9-RB	-3.45184	0.8620990238947471	0.75451	1.45841	3.2067885749999996	0.8620990238947471	0.75451
FBtr0301071	CG4328-RB	-1.16663	0.4063336567164179	0.17057	0.03005	0.017614775000000003	0.4061669019766035	0.1705
FBtr0310155	GLaz-RF	-1.39498	0.4781999845995893	0.23656	1.41265	0.905387	0.4781393531827515	0.23654
FBtr0079511	Tep2-RB	-2.66337	0.7031815194140897	0.51213	0.346	0.478106835	0.7031815194140897	0.51213
FBtr0340419	CG32532-RC	-1.30997	NOTEST	NOTEST	0.00762	0.0	NOTEST	NOTEST
FBtr0073088	CG14968-RD	-1.43669	NOTEST	NOTEST	0.04799	0.0	NOTEST	NOTEST
FBtr0336997	CG30491-RB	-0.67259	NOTEST	NOTEST	0.13333	0.0	NOTEST	NOTEST
FBtr0332364	CG8086-RN	-0.03378	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0332075	ste14-RB	-1.93878	NOTEST	NOTEST	0.03197	0.0	NOTEST	NOTEST
FBtr0304714	Usp8-RB	3.639	0.0	0.0	910.801	174.18915019000002	0.0	0.0
FBtr0070251	CG11384-RA	-1.20865	NOTEST	NOTEST	5e-05	0.0	NOTEST	NOTEST
FBtr0070713	Proc-R-RB	-1.126	NOTEST	NOTEST	0.02814	0.0	NOTEST	NOTEST
FBtr0332696	CG7290-RB	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0343170	Dop2R-RI	-0.92437	NOTEST	NOTEST	0.02216	0.0	NOTEST	NOTEST
FBtr0342577	RpS9-RE	-2.98128	0.8862240951755209	0.79922	18.10393	29.296555090000002	0.8862240951755209	0.79922
FBtr0339330	pch2-RB	0.60043	NOTEST	NOTEST	0.01376	0.0	NOTEST	NOTEST
FBtr0070262	br-RE	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0339080	Trpm-RH	-2.97494	0.7377079350348028	0.56532	0.03831	0.06049993000000001	0.7376557374875704	0.56526
FBtr0332542	CG11672-RB	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0334546	CanA1-RD	-3.34517	0.7919934398417985	0.64425	0.047	0.09531446	0.7919638064516128	0.64421
FBtr0332646	CG10660-RC	-2.7687	0.7193570582226761	0.53639	0.11866	0.17345892000000002	0.719344866061294	0.53637
FBtr0100863	mt:CoII-RA	-2.49679	0.6794489295605057	0.47776	1665921.90889	1992595.375685335	0.6794489295605057	0.47776
FBtr0343875	bur-RC	-2.0745	0.6428682888719512	0.42846	3.91875	3.61948584	0.6428682888719512	0.42846
FBtr0331564	ND-39-RB	-2.29961	NOTEST	NOTEST	7.16709	0.0	NOTEST	NOTEST
FBtr0078540	ArfGAP3-RB	-2.07654	NOTEST	NOTEST	0.00011	0.0	NOTEST	NOTEST
FBtr0073328	CG13721-RA	-2.07103	NOTEST	NOTEST	0.00011	0.0	NOTEST	NOTEST
FBtr0088390	eve-RA	-6.02479	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0080354	CG17010-RA	-1.55766	NOTEST	NOTEST	0.00092	0.0	NOTEST	NOTEST
FBtr0330156	Aef1-RD	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0077670	alpha4GT1-RA	-2.48024	NOTEST	NOTEST	1.18766	0.0	NOTEST	NOTEST
FBtr0081620	Ama-RC	-0.74115	NOTEST	NOTEST	0.00943	0.0	NOTEST	NOTEST
FBtr0082424	Ho-RA	2.28553	0.01749777777777778	0.00024	36.62393	8.231869755	0.01749777777777778	0.00024
FBtr0110769	BG642163-RA	-1.73715	NOTEST	NOTEST	2e-05	0.0	NOTEST	NOTEST
FBtr0392905	CG34148-RD	-1.89869	0.5713596544831525	0.33866	0.26918	0.2371191	0.5713596544831525	0.33866
FBtr0078987	CG31516-RA	-0.446	NOTEST	NOTEST	0.0012	0.0	NOTEST	NOTEST
FBtr0336471	CG7183-RB	-0.06003	0.22650002074688796	0.05544	0.03281	0.012216639999999999	0.22649329411764704	0.05542
FBtr0076855	CG18417-RA	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0346019	Muc18B-RB	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0076619	Gug-RD	-2.69613	NOTEST	NOTEST	0.0057	0.0	NOTEST	NOTEST
FBtr0344723	cn-RB	-1.93651	NOTEST	NOTEST	0.00102	0.0	NOTEST	NOTEST
FBtr0072429	TyrRS-m-RA	-0.94454	0.37931333693071445	0.14879	0.59824	0.308578155	0.37929716997411567	0.14879
FBtr0086170	CG17002-RB	-0.00061	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0339940	CG17716-RB	-2.10594	NOTEST	NOTEST	0.42027	0.0	NOTEST	NOTEST
FBtr0111088	Dscam1-RM	-6.02809	NOTEST	NOTEST	0.00033	0.0	NOTEST	NOTEST
FBtr0113694	Gfat1-RH	1.48845	0.06439465587044535	0.00404	5.0131	1.251859555	0.06439465587044535	0.00404
FBtr0070898	mldr-RA	-2.21467	NOTEST	NOTEST	0.00674	0.0	NOTEST	NOTEST
FBtr0077179	CG10672-RA	-0.34676	NOTEST	NOTEST	2.96545	0.0	NOTEST	NOTEST
FBtr0330183	Nf1-RF	-4.82046	0.9184575423728814	0.85331	0.17553	0.9352113750000001	0.9184467796610171	0.85331
FBtr0084533	spas-RA	-6.69318	0.9775809327097947	0.95573	0.00391	0.07202523999999999	0.977540018186542	0.95567
FBtr0306348	Cortactin-RC	-0.99337	NOTEST	NOTEST	1e-05	0.0	NOTEST	NOTEST
FBtr0344660	CG30275-RM	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0309836	eIF5B-RC	-7.60005	NOTEST	NOTEST	1e-05	0.0	NOTEST	NOTEST
FBtr0089137	Syt7-RA	-1.13417	0.4134550810917722	0.17699	28.61402	16.64512508	0.4134550810917722	0.17699
FBtr0086325	CG16898-RA	-1.0305	0.40759575934110087	0.17177	2.94724	1.66711067	0.40759575934110087	0.17177
FBtr0075654	CG13457-RB	-0.1241	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0309056	jef-RB	-0.34572	NOTEST	NOTEST	12.55767	0.0	NOTEST	NOTEST
FBtr0082786	Act87E-RB	-2.1643	NOTEST	NOTEST	0.00199	0.0	NOTEST	NOTEST
FBtr0347002	CG10096-RC	-2.34054	NOTEST	NOTEST	9e-05	0.0	NOTEST	NOTEST
FBtr0082771	Lip3-RA	-1.36656	NOTEST	NOTEST	0.00322	0.0	NOTEST	NOTEST
FBtr0336459	CG31145-RF	2.61224	0.027156678832116792	0.00063	156.34441	32.489976725	0.027156678832116792	0.00063
FBtr0086327	Obp56e-RA	-3.13357	0.7665239430156867	0.60817	364.44171	658.1897178249999	0.7665239430156867	0.60817
FBtr0084971	CG14551-RA	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0100329	sona-RA	-0.00228	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0308708	CG43400-RA	-2.1173	NOTEST	NOTEST	0.00021	0.0	NOTEST	NOTEST
FBtr0100141	melt-RB	-1.87423	NOTEST	NOTEST	0.01263	0.0	NOTEST	NOTEST
FBtr0302054	Kdm4B-RD	0.33039	0.16709941523118765	0.03121	0.9442	0.30476402500000005	0.16709941523118765	0.03121
FBtr0333139	CG14984-RC	-5.3508	NOTEST	NOTEST	0.00625	0.0	NOTEST	NOTEST
FBtr0073731	mew-RA	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0335403	tw-RB	-5.8033	NOTEST	NOTEST	0.00201	0.0	NOTEST	NOTEST
FBtr0071042	CG14435-RA	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0336830	phr6-4-RD	-8.156	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0333843	CG32214-RC	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0071861	nsr-RA	-0.12682	NOTEST	NOTEST	0.0002	0.0	NOTEST	NOTEST
FBtr0081642	Ref1-RA	-0.92171	NOTEST	NOTEST	4.64387	0.0	NOTEST	NOTEST
