ID	Symbol	RP24	qVal	pVal	F24	Avg_Random_F24_Score	qVal	pVal
FBtr0073131	Eip63E-RD	-3.81799	0.830631829212663	0.72356	0.14663	0.41252162	0.830631829212663	0.72356
FBtr0304927	tweek-RF	-1.99163	0.5560149456861031	0.3539	0.68779	0.632410145	0.5559835235360219	0.35388
FBtr0344762	CG34005-RC	-2.433	NOTEST	NOTEST	0.00233	0.0	NOTEST	NOTEST
FBtr0087107	CG5089-RA	-1.65931	NOTEST	NOTEST	2e-05	0.0	NOTEST	NOTEST
FBtr0309878	CG15719-RC	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0336714	Rim-RR	1.21654	0.08466590468497577	0.00833	2.59283	0.66266994	0.08466590468497577	0.00833
FBtr0073610	Hsc70-3-RD	-0.51555	0.27290811136363635	0.09543	0.11225	0.047996555	0.27290811136363635	0.09543
FBtr0301239	CG9628-RC	-2.81956	0.707908487619439	0.54757	56.12789	81.071399275	0.7078276795069337	0.54757
FBtr0336480	CG1092-RC	-2.00787	NOTEST	NOTEST	0.00346	0.0	NOTEST	NOTEST
FBtr0331970	Not3-RB	-0.71294	0.2855351943231441	0.10389	13.42254	6.515692255	0.2855003318052827	0.10389
FBtr0085055	TwdlL-RB	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0074033	CG6299-RA	-0.79782	0.32677985551916783	0.13481	3.37624	1.6590776500000002	0.32677985551916783	0.13481
FBtr0088867	CG14762-RA	0.48613	NOTEST	NOTEST	160.20502	0.0	NOTEST	NOTEST
FBtr0083042	CG6974-RA	-4.28821	NOTEST	NOTEST	0.00014	0.0	NOTEST	NOTEST
FBtr0083400	cal1-RA	-0.41357	NOTEST	NOTEST	0.10639	0.0	NOTEST	NOTEST
FBtr0306260	stck-RD	-2.23556	0.5998817145874897	0.40623	6.96374	7.089766545000001	0.5998817145874897	0.40623
FBtr0339641	dpr17-RD	-1.83441	0.542308672792241	0.33772	0.06362	0.053371930000000005	0.5422604989790709	0.33768
FBtr0078949	CG9853-RA	-1.0045	0.36034053447354353	0.16051	3.79398	2.03625605	0.36034053447354353	0.16051
FBtr0343591	CG2145-RB	-0.20999	0.19009909733376165	0.04703	68.759	27.361355485	0.19009909733376165	0.04703
FBtr0306842	CG43307-RA	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0301973	mthl15-RC	-1.10059	0.38685851932773113	0.18293	0.05792	0.031676465	0.38681622352941175	0.18291
FBtr0073306	CG7465-RA	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0075497	CG5235-RA	-3.94131	NOTEST	NOTEST	0.00339	0.0	NOTEST	NOTEST
FBtr0303336	Amun-RF	-2.64494	NOTEST	NOTEST	0.00262	0.0	NOTEST	NOTEST
FBtr0071153	CG10958-RA	-2.09993	0.6043982430539342	0.41145	0.01997	0.019557874999999995	0.6042660378239552	0.4112
FBtr0334046	CG43982-RA	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0075954	CG10418-RA	-0.27907	0.2416964495530013	0.07519	1.46306	0.576370665	0.2416964495530013	0.07519
FBtr0310008	CG43638-RA	-1.26029	NOTEST	NOTEST	0.0016	0.0	NOTEST	NOTEST
FBtr0089105	ND-49-RA	0.68658	NOTEST	NOTEST	390.34336	0.0	NOTEST	NOTEST
FBtr0073600	CG11802-RA	-1.36567	0.4355698389323516	0.22563	1.87769	1.2291971049999997	0.4355698389323516	0.22563
FBtr0334585	Stat92E-RL	-1.93247	0.5453485298971691	0.34139	0.05611	0.049428315	0.5452207350514156	0.34131
FBtr0329928	Socs36E-RD	-3.00878	0.7496063449833104	0.60679	0.33849	0.5754023899999999	0.7495080563463238	0.60679
FBtr0331996	CG31760-RC	-0.94931	0.35311157561505063	0.1551	0.11057	0.05989438500000001	0.35311157561505063	0.1551
FBtr0074387	Chchd2-RA	-1.02064	0.37497729901876403	0.17309	726.34788	417.53860051500004	0.37497729901876403	0.1731
FBtr0340671	Nna1-RA	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0339578	Ns3-RB	-1.68341	NOTEST	NOTEST	0.16554	0.0	NOTEST	NOTEST
FBtr0078082	lwr-RB	-3.26798	NOTEST	NOTEST	0.0074	0.0	NOTEST	NOTEST
FBtr0071495	ras-RA	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0089979	E23-RC	-1.31042	0.4325150873666306	0.22229	0.12744	0.079984685	0.4324761728776867	0.22227
FBtr0339574	CG31778-RB	1.1946	0.047891881331403756	0.00263	100.96758	26.064936075	0.047891881331403756	0.00263
FBtr0087714	CG30060-RA	-2.11169	0.5855801388390186	0.38882	0.03043	0.029282980000000004	0.5855198970676242	0.38878
FBtr0086461	mei-W68-RA	-0.26929	0.24274744097486672	0.07599	0.08426	0.033972615000000005	0.2427154963188627	0.07598
FBtr0273261	dsb-RD	-1.2336	0.40297690044139284	0.1959	2.78187	1.68686882	0.40297690044139284	0.1959
FBtr0305333	Tab2-RB	-10.74458	0.9978029770142368	0.99701	0.00029	0.09190572	0.9977822566019726	0.99686
FBtr0303267	CG13992-RB	-2.69281	NOTEST	NOTEST	1e-05	0.0	NOTEST	NOTEST
FBtr0346741	CG45765-RA	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0074110	Gbeta13F-RE	-3.42601	0.8046537580569827	0.68456	2.62634	5.550896545	0.8046537580569827	0.68456
FBtr0340049	CG1737-RB	-1.01336	NOTEST	NOTEST	0.05997	0.0	NOTEST	NOTEST
FBtr0081283	CG10188-RA	-3.618	NOTEST	NOTEST	0.01551	0.0	NOTEST	NOTEST
FBtr0308038	CG15186-RF	-1.15309	NOTEST	NOTEST	1e-05	0.0	NOTEST	NOTEST
FBtr0340056	tyn-RC	-2.13361	NOTEST	NOTEST	0.00219	0.0	NOTEST	NOTEST
FBtr0331940	kappaTry-RC	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0344742	tau-RB	-1.37509	NOTEST	NOTEST	0.00832	0.0	NOTEST	NOTEST
FBtr0347363	cno-RJ	-4.08111	0.8540143212951432	0.76291	0.00356	0.011768405000000001	0.853895210427974	0.7626
FBtr0346946	cg-RN	-2.07271	NOTEST	NOTEST	1.01957	0.0	NOTEST	NOTEST
FBtr0334327	skap-RG	-2.70773	0.6889898594503879	0.52204	38.06215	53.003679835	0.6889898594503879	0.52204
FBtr0071013	CG4607-RA	-0.46374	0.2504236452959961	0.08102	1.21988	0.54946641	0.2504236452959961	0.08102
FBtr0088644	CG13751-RA	-2.86567	0.723576643717728	0.56797	1.05597	1.55925073	0.723576643717728	0.56797
FBtr0086210	CG9445-RA	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0302833	CG42684-RA	-0.64362	NOTEST	NOTEST	0.01518	0.0	NOTEST	NOTEST
FBtr0339597	Unc-115a-RE	-1.6096	0.4802700070185289	0.27191	0.48789	0.36122503	0.4802346813587872	0.27189
FBtr0077609	CG3332-RA	-0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0300861	Nop60B-RF	0.14068	0.17342326834455865	0.03885	0.38055	0.13160595	0.17342326834455865	0.03885
FBtr0091874	His2B:CG33870-RA	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0332357	PRL-1-RC	0.44726	0.1489577968946706	0.02821	39.0896	12.460960655	0.1489577968946706	0.02821
FBtr0301652	Tob-RC	0.58429	0.0948852728561304	0.01064	65.60611	19.539211450000003	0.0948852728561304	0.01064
FBtr0300080	wech-RA	-7.30129	NOTEST	NOTEST	1e-05	0.0	NOTEST	NOTEST
FBtr0334091	RhoGAP68F-RC	-3.77997	0.8310627225512528	0.72428	0.38377	1.0233255099999998	0.8310034868241087	0.72428
FBtr0346626	fws-RH	-2.83798	0.7211120247640312	0.56466	0.55841	0.825931455	0.7211120247640312	0.56466
FBtr0088000	Vha36-2-RA	-3.67431	NOTEST	NOTEST	0.0001	0.0	NOTEST	NOTEST
FBtr0344880	qkr58E-2-RC	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0334964	CG44098-RB	-1.87245	NOTEST	NOTEST	0.02378	0.0	NOTEST	NOTEST
FBtr0306082	CG43204-RA	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0084022	SNF4Agamma-RE	-1.89611	NOTEST	NOTEST	0.00274	0.0	NOTEST	NOTEST
FBtr0303154	Rap1-RB	-1.46128	NOTEST	NOTEST	0.00745	0.0	NOTEST	NOTEST
FBtr0091938	Indy-2-RB	-1.3724	NOTEST	NOTEST	1e-05	0.0	NOTEST	NOTEST
FBtr0088881	CG30380-RA	-4.35103	0.876192385321101	0.79695	0.02961	0.113025835	0.8761594023591088	0.79692
FBtr0079515	CG7025-RA	-4.44287	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0334643	Pi3K92E-RC	-0.31849	0.24756262739249316	0.07915	0.40391	0.16111584499999998	0.24753134973900076	0.07914
FBtr0075870	CG14118-RA	-3.07081	NOTEST	NOTEST	0.00086	0.0	NOTEST	NOTEST
FBtr0074696	CG7914-RA	1.49935	0.046338592814371256	0.00245	0.0696	0.017474060000000003	0.046338592814371256	0.00245
FBtr0333456	SMC5-RH	-0.01657	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0075091	Cyp12c1-RA	-1.31552	0.42693235257312684	0.21691	2.05069	1.297672995	0.42693235257312684	0.21691
FBtr0304800	Tpc2-RB	-1.10086	NOTEST	NOTEST	0.00135	0.0	NOTEST	NOTEST
FBtr0331738	oc-RG	-0.07213	NOTEST	NOTEST	0.11652	0.0	NOTEST	NOTEST
FBtr0072937	CG1143-RA	-0.91612	0.33421362088535755	0.1404	0.64714	0.34247819500000004	0.33421362088535755	0.1404
FBtr0307158	PI4KIIIalpha-RC	-2.77446	0.6948095481520041	0.53028	0.60264	0.854889925	0.694763977509371	0.53028
FBtr0084297	pinta-RA	-1.85134	0.5649279766441303	0.36523	32.62634	27.098433215	0.5649279766441303	0.36523
FBtr0300849	CG15196-RB	0.86521	NOTEST	NOTEST	0.50174	0.0	NOTEST	NOTEST
FBtr0334334	Pp1alpha-96A-RB	-3.64824	0.8382567058079669	0.7375	5.12954	12.478395659999999	0.8382226086171078	0.7375
FBtr0335012	BOD1-RD	-2.92415	0.791761260051083	0.66516	0.37525	0.58935537	0.7917374534102734	0.66514
FBtr0074578	CG6123-RA	-2.58656	NOTEST	NOTEST	0.03983	0.0	NOTEST	NOTEST
FBtr0309206	CG5697-RB	-0.00122	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0331432	PpV-RD	-2.8012	NOTEST	NOTEST	0.8921	0.0	NOTEST	NOTEST
FBtr0089964	Tm1-RG	-0.03179	0.20304386363636365	0.05389	3.58097	1.2905621649999999	0.20304386363636365	0.05389
FBtr0073741	Bap60-RA	-4.65987	NOTEST	NOTEST	0.02121	0.0	NOTEST	NOTEST
FBtr0299814	Atx-1-RB	-1.90794	NOTEST	NOTEST	0.00125	0.0	NOTEST	NOTEST
FBtr0347159	tutl-RK	-0.53716	NOTEST	NOTEST	1e-05	0.0	NOTEST	NOTEST
FBtr0084405	CG31457-RB	-5.60562	0.9442254839244283	0.90556	0.00154	0.014035355	0.9440482292011932	0.9054
FBtr0091445	U3-55K-RA	0.25137	0.17774251561415685	0.04071	0.05237	0.017875155	0.17765519430950727	0.04069
FBtr0073728	CG32640-RA	-1.22082	0.4161607802320038	0.20813	1.6976	0.995383985	0.4161607802320038	0.20813
FBtr0079313	Tsp-RC	0.64947	0.11476575641725832	0.0167	20.92774	6.384588525	0.11476575641725832	0.0167
FBtr0086923	qkr54B-RA	-2.04803	NOTEST	NOTEST	0.00224	0.0	NOTEST	NOTEST
FBtr0300889	sowah-RI	-0.77227	0.31794655724737986	0.12778	0.53152	0.26429857000000007	0.31794655724737986	0.12778
FBtr0306747	cnc-RA	-1.83036	0.5411702554604675	0.33668	59.65226	50.02140040500001	0.5411702554604675	0.33668
FBtr0343838	CG14346-RC	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0087573	Opa1-RB	-2.95787	0.7260068228640679	0.57132	4.61181	7.186914445	0.7259843360597799	0.57132
FBtr0308823	CG13743-RB	-3.03404	0.7353891752166549	0.58654	0.93707	1.60652729	0.7353891752166549	0.58654
FBtr0078542	CG14454-RA	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0083663	CG31229-RA	1.74401	0.03584092213114754	0.00138	14.0854	3.30412534	0.03584092213114754	0.00138
FBtr0084150	CG17843-RA	-0.43745	NOTEST	NOTEST	0.33696	0.0	NOTEST	NOTEST
FBtr0334689	Whamy-RE	-0.3546	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0310047	CG11737-RB	-2.70809	NOTEST	NOTEST	0.03634	0.0	NOTEST	NOTEST
FBtr0075526	brm-RB	-5.64364	NOTEST	NOTEST	0.00268	0.0	NOTEST	NOTEST
FBtr0079993	GATAd-RA	1.07634	0.07367677631578948	0.00618	19.14485	4.981441905	0.07367677631578948	0.00618
FBtr0332358	PRL-1-RD	0.57754	0.1287177001953125	0.02095	4734.34445	1444.056883355	0.1287177001953125	0.02095
FBtr0078640	glob3-RA	-1.95576	NOTEST	NOTEST	5e-05	0.0	NOTEST	NOTEST
FBtr0083523	Alg1-RA	-4.09679	NOTEST	NOTEST	0.0888	0.0	NOTEST	NOTEST
FBtr0332183	OS9-RB	-2.83658	0.7936265984147952	0.6683	1.73749	2.5970223949999998	0.7936265984147952	0.6683
FBtr0301071	CG4328-RB	-0.6336	0.29561376670201484	0.11071	0.02558	0.011421005000000001	0.2954548217317487	0.11064
FBtr0310155	GLaz-RF	-3.5786	0.8055892465689478	0.68574	0.92807	2.1704151199999995	0.8055774988329754	0.68573
FBtr0079511	Tep2-RB	0.09926	0.19219048749604306	0.04821	5.07836	1.8306013600000002	0.19219048749604306	0.04821
FBtr0340419	CG32532-RC	-3.93797	NOTEST	NOTEST	0.00315	0.0	NOTEST	NOTEST
FBtr0073088	CG14968-RD	-0.84695	NOTEST	NOTEST	0.09486	0.0	NOTEST	NOTEST
FBtr0336997	CG30491-RB	0.50791	0.1100832742857143	0.01525	0.83137	0.26996360500000005	0.1100832742857143	0.01525
FBtr0332364	CG8086-RN	-0.01679	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0332075	ste14-RB	-3.97116	NOTEST	NOTEST	0.00719	0.0	NOTEST	NOTEST
FBtr0304714	Usp8-RB	5.40971	0.006622631578947369	4e-05	499.80276	93.112322615	0.006622631578947369	4e-05
FBtr0070251	CG11384-RA	-0.98994	NOTEST	NOTEST	0.00019	0.0	NOTEST	NOTEST
FBtr0070713	Proc-R-RB	-5.97516	NOTEST	NOTEST	0.00405	0.0	NOTEST	NOTEST
FBtr0332696	CG7290-RB	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0343170	Dop2R-RI	-1.66217	NOTEST	NOTEST	0.02328	0.0	NOTEST	NOTEST
FBtr0342577	RpS9-RE	0.27344	0.10096045811518325	0.01226	38.43076	12.570545985	0.10096045811518325	0.01226
FBtr0339330	pch2-RB	-1.30689	NOTEST	NOTEST	0.00832	0.0	NOTEST	NOTEST
FBtr0070262	br-RE	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0339080	Trpm-RH	-0.46408	0.13820204802899866	0.02423	0.17514	0.076937735	0.1381506165004533	0.02422
FBtr0332542	CG11672-RB	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0334546	CanA1-RD	-2.34769	NOTEST	NOTEST	0.17584	0.0	NOTEST	NOTEST
FBtr0332646	CG10660-RC	-2.76093	0.6986319734384727	0.53512	0.24355	0.349124975	0.6986319734384727	0.53512
FBtr0100863	mt:CoII-RA	-2.16182	0.6129944798522111	0.42179	5522686.539	5623716.47165924	0.6129944798522111	0.4218
FBtr0343875	bur-RC	-3.45201	0.7945709642756149	0.66992	7.5826	15.84403928	0.7944960754005654	0.66992
FBtr0331564	ND-39-RB	-2.17604	0.6119973152965661	0.42063	11.88671	12.166540325	0.6119536697884149	0.42063
FBtr0078540	ArfGAP3-RB	-2.21171	NOTEST	NOTEST	0.08794	0.0	NOTEST	NOTEST
FBtr0073328	CG13721-RA	-2.07181	NOTEST	NOTEST	0.00011	0.0	NOTEST	NOTEST
FBtr0088390	eve-RA	-2.73269	NOTEST	NOTEST	2e-05	0.0	NOTEST	NOTEST
FBtr0080354	CG17010-RA	-2.5608	NOTEST	NOTEST	0.00044	0.0	NOTEST	NOTEST
FBtr0330156	Aef1-RD	-0.00796	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0077670	alpha4GT1-RA	-6.81577	NOTEST	NOTEST	0.0673	0.0	NOTEST	NOTEST
FBtr0081620	Ama-RC	-3.33891	NOTEST	NOTEST	0.00288	0.0	NOTEST	NOTEST
FBtr0082424	Ho-RA	0.02099	NOTEST	NOTEST	13.79535	0.0	NOTEST	NOTEST
FBtr0110769	BG642163-RA	-2.03414	NOTEST	NOTEST	8e-05	0.0	NOTEST	NOTEST
FBtr0392905	CG34148-RD	0.07108	0.1951568454060834	0.04944	2.84895	1.009667735	0.1951568454060834	0.04944
FBtr0078987	CG31516-RA	0.31546	NOTEST	NOTEST	0.0054	0.0	NOTEST	NOTEST
FBtr0336471	CG7183-RB	-4.61493	0.9044521556067981	0.84146	0.01106	0.051521819999999996	0.9044434275708917	0.84144
FBtr0076855	CG18417-RA	-4.31158	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0346019	Muc18B-RB	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0076619	Gug-RD	-2.9621	NOTEST	NOTEST	0.00699	0.0	NOTEST	NOTEST
FBtr0344723	cn-RB	0.30915	NOTEST	NOTEST	0.00071	0.0	NOTEST	NOTEST
FBtr0072429	TyrRS-m-RA	-1.42536	0.460722639172253	0.25122	0.44019	0.293718115	0.4607043019527835	0.25122
FBtr0086170	CG17002-RB	-0.00058	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0339940	CG17716-RB	0.09066	0.1873295663514835	0.04553	2.17955	0.797265795	0.1873295663514835	0.04552
FBtr0111088	Dscam1-RM	-1.23881	NOTEST	NOTEST	0.0119	0.0	NOTEST	NOTEST
FBtr0113694	Gfat1-RH	0.074	0.18392793941411448	0.04391	3.93655	1.4002909749999999	0.18392793941411448	0.04391
FBtr0070898	mldr-RA	-1.34098	0.43567215719319746	0.22598	0.02638	0.017134895	0.43561285363984675	0.22589
FBtr0077179	CG10672-RA	-0.72942	NOTEST	NOTEST	3.83332	0.0	NOTEST	NOTEST
FBtr0330183	Nf1-RF	-2.17755	0.594870582673443	0.4	0.62889	0.6237233099999999	0.594870582673443	0.4
FBtr0084533	spas-RA	-3.19744	0.7516553987670026	0.61044	0.07328	0.13093651	0.7516553987670026	0.61044
FBtr0306348	Cortactin-RC	-2.59194	NOTEST	NOTEST	0.0001	0.0	NOTEST	NOTEST
FBtr0344660	CG30275-RM	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0309836	eIF5B-RC	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0089137	Syt7-RA	0.53904	0.09803827913279133	0.01146	29.30588	9.131062075000001	0.09803827913279133	0.01146
FBtr0086325	CG16898-RA	0.07088	0.18680470800524934	0.04524	3.77688	1.3753610699999999	0.18680470800524934	0.04524
FBtr0075654	CG13457-RB	-1.2539	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0309056	jef-RB	0.12638	0.15935836990595612	0.0323	9.93516	3.379650345	0.1593090634796238	0.0323
FBtr0082786	Act87E-RB	-0.38366	NOTEST	NOTEST	0.02117	0.0	NOTEST	NOTEST
FBtr0347002	CG10096-RC	-2.3186	NOTEST	NOTEST	0.00055	0.0	NOTEST	NOTEST
FBtr0082771	Lip3-RA	1.37079	0.038572186915887846	0.00164	0.31244	0.07754357999999999	0.038572186915887846	0.00164
FBtr0336459	CG31145-RF	1.89164	NOTEST	NOTEST	77.81653	0.0	NOTEST	NOTEST
FBtr0086327	Obp56e-RA	-1.03269	0.37664868849648553	0.17452	3499.61104	1948.346328795	0.37664868849648553	0.17452
FBtr0084971	CG14551-RA	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0100329	sona-RA	-1.25732	NOTEST	NOTEST	0.00312	0.0	NOTEST	NOTEST
FBtr0308708	CG43400-RA	-1.3926	NOTEST	NOTEST	0.00173	0.0	NOTEST	NOTEST
FBtr0100141	melt-RB	-1.26982	NOTEST	NOTEST	7e-05	0.0	NOTEST	NOTEST
FBtr0302054	Kdm4B-RD	0.16626	NOTEST	NOTEST	0.54572	0.0	NOTEST	NOTEST
FBtr0333139	CG14984-RC	-4.71189	NOTEST	NOTEST	0.01249	0.0	NOTEST	NOTEST
FBtr0073731	mew-RA	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0335403	tw-RB	-1.73083	NOTEST	NOTEST	0.04049	0.0	NOTEST	NOTEST
FBtr0071042	CG14435-RA	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0336830	phr6-4-RD	-0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0333843	CG32214-RC	0.0	NOTEST	NOTEST	0.0	0.0	NOTEST	NOTEST
FBtr0071861	nsr-RA	-2.50966	NOTEST	NOTEST	0.00015	0.0	NOTEST	NOTEST
