geneID	symbol	yQvalue	oQvalue	yPvalue	oPvalue	yRP24	oRP24	ySP	oSP	yPVEC	oPVEC	yPhase	oPhase	yMedian	oMedian	yDetectable	oDetectable	yNonZero	oNonzeronFBtr0074083	CG8191-RA	0.019809	NOTEST	0.0023	NOTEST	1.185107	-2.629007	1.568039	1.590921	27.606983	24.391406	23.670804	21.218645	1.532080	2.252515	1	1	1	1
FBtr0086274	RpS18-RA	0.048038	NOTEST	0.0147	NOTEST	-0.227881	-2.889873	2.529336	2.708531	12.913485	6.917692	20.670289	18.435489	485.351500	497.730000	1	1	1	0
FBtr0340120	Dsor1-RB	0.03133	NOTEST	0.0058	NOTEST	0.816847	-3.036470	1.133957	1.400844	28.849733	89.917223	23.629118	5.258126	6.216535	7.808765	1	1	1	1
FBtr0079013	qtc-RB	0.031884	0.156168	0.006	0.151	1.220967	-0.901831	1.649134	1.786260	35.584838	2.845838	21.794621	0.098538	25.066400	15.225400	1	1	1	1
FBtr0083563	Mdh2-RA	0.046577	0.129511	0.0138	0.1078	-0.027877	-0.587357	0.278210	0.795043	13.674990	0.901068	23.959023	0.898977	112.521500	99.346800	1	0	1	1
FBtr0083560	CG14314-RA	0.008325	0.09011	0.0004	0.0532	2.312259	-0.010291	4.045450	0.307082	5.456842	31.047734	22.470965	22.250039	5.764305	5.300165	1	1	1	1
FBtr0072117	bw-RA	0.012521	NOTEST	0.0009	NOTEST	1.963185	-1.914702	3.884932	1.878697	18.244615	5.488489	22.094151	18.397484	7.497595	15.892100	1	1	1	1
FBtr0088264	Galphao-RB	0.039615	0.131457	0.01	0.1113	0.624849	-0.706279	0.681374	0.581963	16.717864	13.741867	20.760678	22.775639	9.585040	9.578180	1	1	1	1
FBtr0087675	Roe1-RA	0.026354	NOTEST	0.0041	NOTEST	1.384759	-0.451235	1.586537	1.282430	15.295214	10.011755	21.522199	23.530272	8.100135	11.773850	1	0	1	1
FBtr0070159	CG13364-RA	0.009138	0.075496	0.0005	0.0368	2.871679	0.027261	3.436665	0.574915	43.798223	78.171558	23.884197	1.663220	147.529500	190.477500	1	1	1	1
FBtr0079264	Phf5a-RA	0.017147	0.108684	0.0017	0.0768	1.409463	-0.257752	2.603676	-0.183746	1.930845	42.807934	22.244844	21.966117	13.372350	20.499650	1	1	1	1
FBtr0074978	CG9452-RA	0.040044	0.091743	0.0102	0.0554	0.950732	-0.066756	2.304862	1.854964	6.310018	14.276344	22.988943	20.201142	1.098515	1.478125	1	1	1	1
FBtr0300379	CaMKII-RJ	0.009138	0.108464	0.0005	0.0765	2.311701	-0.274311	3.076310	0.498123	17.572275	3.745496	22.228504	21.919057	38.488250	21.564700	1	1	1	1
FBtr0070479	eIF2Bbeta-RA	0.016056	0.130246	0.0015	0.1093	1.575505	-0.579802	2.627696	0.627722	5.854581	61.521157	22.695331	2.621019	11.753850	16.259700	1	1	1	1
FBtr0074971	CG14100-RA	0.008325	0.07788	0.0004	0.0394	2.669707	0.261528	2.893210	2.903455	80.388986	1.900547	22.091110	20.630029	4.897225	6.308135	1	1	1	1
FBtr0300680	ND-B12-RE	0.030324	0.124497	0.0054	0.1005	1.064027	-0.579670	1.297274	1.512983	18.520053	0.474264	22.524514	23.882131	27.430650	27.440050	1	1	1	1
FBtr0333369	Cdc27-RB	0.042346	NOTEST	0.0114	NOTEST	0.612997	0.275064	2.586535	1.214775	20.030906	27.356370	22.368228	0.188348	8.412970	10.552400	1	0	1	1
FBtr0111146	mRpS5-RA	0.009138	0.147171	0.0005	0.1365	1.039565	-0.810665	1.698190	1.024740	15.393054	3.098072	21.343026	19.755095	17.880300	17.631800	1	1	1	1
FBtr0113290	CG5028-RC	0.016684	NOTEST	0.0016	NOTEST	0.453024	-1.323098	1.952832	0.753549	13.112328	9.374820	20.856241	19.338467	96.972150	111.350500	1	1	1	1
FBtr0070590	CG14270-RA	0.021654	0.119874	0.0027	0.0932	1.731490	-0.451324	2.038201	-0.301520	18.437169	1.975724	20.914882	21.073472	4.941245	6.014035	1	1	1	1
FBtr0080693	DCTN5-p25-RA	0.038236	0.077452	0.0092	0.0389	1.256162	0.195862	1.450327	2.444717	21.257316	7.107942	21.856888	20.191985	11.302000	14.330000	1	1	1	1
FBtr0072755	ABCB7-RB	0.040756	0.13279	0.0107	0.1134	0.811086	-0.646262	1.932632	-0.238885	19.525286	52.253142	22.068303	23.062599	8.725685	8.746900	1	1	1	1
FBtr0071676	Tim10-RA	0.028909	0.145321	0.0049	0.1336	1.326660	-0.777917	1.484581	2.576279	23.623589	6.226562	23.859796	0.582151	19.477400	26.217700	1	1	1	1
FBtr0080982	Sgt-RA	0.045639	0.126673	0.0131	0.1039	0.605444	-0.536922	0.668532	0.541088	46.607861	4.641614	20.424953	23.937358	13.371100	18.641250	1	0	1	1
FBtr0082245	Timp-RB	0.024682	NOTEST	0.0036	NOTEST	1.578776	-1.881625	2.285638	2.400886	80.462875	16.586713	22.812744	0.389728	26.232650	43.490550	1	0	1	1
FBtr0273313	CG13022-RB	0.045639	NOTEST	0.0132	NOTEST	0.879245	-1.060680	2.198585	0.427696	7.263901	0.207172	23.592341	0.425084	1.912350	0.268225	1	0	1	0
FBtr0075274	CG7728-RA	0.020077	0.10354	0.0024	0.0701	1.379194	-0.280280	1.923869	1.295351	17.117094	71.616991	21.188354	23.535360	2.910295	4.374755	1	1	1	1
FBtr0472670	mIF3-RC	0.047195	NOTEST	0.0141	NOTEST	0.639519	-6.600201	0.841316	2.140687	95.832078	10.062671	23.102549	19.620467	10.608850	11.664200	1	1	1	1
FBtr0331664	Ndae1-RJ	0.0	0.159647	0.0	0.1567	2.344171	-0.982414	6.832345	2.814290	12.396977	14.279084	20.622736	21.032399	8.849905	6.015140	1	1	1	1
FBtr0087581	CG13018-RA	0.031642	NOTEST	0.0059	NOTEST	0.913695	-2.443730	1.061282	0.534806	1.824170	4.438190	20.786757	21.243144	7.641640	11.931200	1	1	1	1
FBtr0088806	CG30373-RA	0.022501	0.097741	0.0029	0.0625	1.442431	-0.193978	1.717072	3.828791	11.589550	2.882043	20.338857	21.006181	11.712950	14.739700	1	1	1	1
FBtr0331542	CG18178-RB	0.039615	NOTEST	0.01	NOTEST	0.785601	-2.175913	2.526186	-0.200600	11.663177	1.732857	23.760462	22.887975	3.867420	5.226765	1	1	1	1
FBtr0333400	CG12091-RB	0.040044	NOTEST	0.0102	NOTEST	0.416495	-0.733729	2.699362	0.080890	15.714558	39.191748	20.955467	0.426120	23.720900	29.213700	1	0	1	1
FBtr0085608	CG7903-RA	0.016056	NOTEST	0.0015	NOTEST	1.399527	-3.423688	1.561609	-0.667498	83.163332	16.312148	21.372699	0.897509	4.583120	4.845505	1	1	1	1
FBtr0091748	primo-1-RB	0.027998	0.131182	0.0045	0.1105	1.387778	-0.776812	2.270124	-0.659164	28.361829	75.858027	23.670294	2.150844	26.341950	36.877150	1	1	1	1
FBtr0076715	Arl5-RA	0.037946	NOTEST	0.009	NOTEST	0.206347	1.331073	1.502512	2.065159	21.290963	93.061116	22.520497	0.147337	17.875400	19.760850	1	0	1	1
FBtr0299697	Mlp60A-RB	0.024315	0.082797	0.0035	0.0446	0.974901	0.062846	3.320824	0.633453	0.288381	1.038546	22.867338	1.626821	2.904640	11.929800	1	1	1	1
FBtr0301708	Men-b-RC	0.022501	NOTEST	0.0029	NOTEST	0.991089	-6.473678	2.427599	-0.597430	26.809211	7.635179	22.878189	6.530114	1.432485	1.742540	1	1	1	1
FBtr0330233	jbug-RM	0.012983	0.104783	0.001	0.0719	1.898415	-0.300709	2.690133	1.120632	22.166609	13.122202	23.151613	20.562812	9.058110	13.029750	1	1	1	1
FBtr0084977	Exo84-RA	0.048499	NOTEST	0.0151	NOTEST	0.483223	0.744525	1.214283	2.233352	26.865589	4.340986	22.762232	19.593272	5.892700	8.555765	1	0	1	1
FBtr0076137	CG6083-RA	0.020077	NOTEST	0.0024	NOTEST	1.495873	-1.328863	2.467558	1.899559	32.066740	22.502187	22.898076	22.068916	9.226435	6.770750	1	0	1	1
FBtr0299616	CG42272-RC	0.028433	NOTEST	0.0047	NOTEST	1.529594	1.304606	3.481730	2.410069	21.132267	17.125999	23.258122	21.078703	1.056853	0.946704	1	0	1	1
FBtr0331712	Pdcd4-RD	0.028773	NOTEST	0.0048	NOTEST	0.116276	-2.297179	1.783982	2.062877	12.872539	1.679472	20.784731	15.034975	19.323100	19.999150	1	1	1	1
FBtr0331716	rdgB-RI	0.023613	NOTEST	0.0033	NOTEST	1.704986	-2.928346	1.941908	1.000154	16.845807	9.976167	21.285931	19.373878	160.329000	141.110000	1	1	1	1
FBtr0310088	Zasp52-RN	0.024912	0.165751	0.0037	0.1652	1.786221	-0.995297	4.536091	-0.809240	45.260710	55.456766	23.581395	5.952996	1.173570	1.039250	1	1	1	0
FBtr0080331	ThrRS-RB	0.011853	NOTEST	0.0008	NOTEST	1.117470	-2.600822	2.898359	3.586075	12.894025	5.576296	20.709457	17.775620	25.469400	32.423050	1	1	1	1
FBtr0076822	CG7506-RA	0.030324	NOTEST	0.0054	NOTEST	0.881652	-3.442695	2.684106	0.478784	21.937687	15.059514	21.156491	17.870250	11.429800	18.085050	1	0	1	1
FBtr0071350	Bx42-RA	0.048415	0.109786	0.015	0.0784	0.286017	-0.298114	0.936436	1.219952	16.636189	94.771319	21.370981	1.379244	3.251645	5.628160	1	1	1	1
FBtr0073151	Scsalpha-RA	0.048843	NOTEST	0.0153	NOTEST	0.497077	-5.094785	2.443486	1.063260	12.156798	0.164485	20.540389	23.214482	79.883450	83.096750	1	0	1	1
FBtr0346633	fdl-RF	0.037648	0.081953	0.0088	0.0436	1.108671	0.291506	1.502922	2.285066	17.877092	4.117844	20.400321	20.233406	15.220150	15.228950	1	1	1	1
FBtr0335198	Cchl-RB	0.006281	0.089025	0.0002	0.0521	1.952433	-0.011217	1.989922	3.168912	27.919445	8.493808	21.161446	0.989399	24.496400	21.919400	1	1	1	1
FBtr0081221	CG17549-RA	0.038236	NOTEST	0.0092	NOTEST	0.517220	-3.099983	1.219255	-1.770650	16.544433	73.843006	21.943634	3.735709	14.675050	28.075100	1	1	1	1
FBtr0085551	Tace-RA	0.020585	NOTEST	0.0025	NOTEST	1.239449	-2.452523	2.380274	-0.040732	1.057264	13.388418	23.869527	23.034095	14.229350	9.149760	1	1	1	1
FBtr0081638	Dpck-RA	0.039427	0.092241	0.0099	0.0559	1.274237	0.034899	1.703811	1.562852	5.913279	56.948993	21.910370	0.495204	6.538690	6.744290	1	1	1	1
FBtr0070119	Mybbp1A-RA	0.017147	0.11776	0.0017	0.0895	1.722022	-0.391135	3.159639	2.944436	8.127507	17.952856	21.884475	20.498239	2.095170	2.776655	1	1	1	1
FBtr0334852	CG44085-RD	0.045639	0.157152	0.0132	0.1525	-0.549916	-0.893424	1.122207	2.048569	12.683668	82.611304	20.661622	22.772742	4.909550	7.871020	1	1	1	1
FBtr0309276	nwk-RB	0.049033	NOTEST	0.0155	NOTEST	0.559104	-8.016964	0.647756	-5.943267	12.771479	18.148059	23.689698	23.274460	12.681450	7.569120	1	1	1	1
FBtr0110942	CG16863-RB	0.037176	NOTEST	0.0083	NOTEST	1.044268	-1.612768	3.739824	-0.702028	1.417240	21.576344	21.576175	16.782613	1.606460	1.867775	1	1	1	1
FBtr0333617	Diap1-RD	0.048499	NOTEST	0.0151	NOTEST	0.552534	-7.840781	1.983550	1.281189	13.363762	27.111969	20.663429	0.125939	16.895650	21.705200	1	1	1	1
FBtr0087744	GstE14-RA	0.014986	0.100896	0.0013	0.0668	1.104069	-0.289472	2.237055	0.015459	8.463866	64.739609	20.693206	22.666726	17.336650	14.595750	1	0	1	1
FBtr0070233	CG3719-RA	0.016056	NOTEST	0.0015	NOTEST	1.400801	-1.216626	1.722241	-0.791344	5.324313	27.575968	23.221063	0.796105	37.463850	49.549050	1	0	1	1
FBtr0072084	mRpL43-RA	0.035344	NOTEST	0.0075	NOTEST	0.976986	-1.172463	1.576105	1.836862	47.407950	21.491583	22.620456	21.869683	3.821360	4.247580	1	1	1	1
FBtr0072083	angel-RA	0.033382	0.106729	0.0066	0.0743	1.197123	-0.309458	1.792156	2.343167	84.663466	1.070569	21.366851	0.972528	2.446025	2.304685	1	1	1	1
FBtr0074335	ppk28-RA	0.015557	NOTEST	0.0014	NOTEST	1.390498	-1.236937	1.564193	0.321708	19.560683	19.682017	22.812921	22.258385	1.035397	1.600410	1	1	1	1
FBtr0086951	APC10-RA	0.039136	0.129194	0.0097	0.1073	0.930547	-0.619451	1.526510	1.539165	20.568485	21.144747	23.018596	20.261314	11.401350	14.286350	1	1	1	1
FBtr0076766	CG8042-RA	0.007493	NOTEST	0.0003	NOTEST	2.903664	-0.397040	3.152376	0.408847	59.412832	19.807223	20.716062	22.466938	9.357515	13.752600	1	0	1	1
FBtr0301839	Ppn-RG	0.032454	NOTEST	0.0062	NOTEST	1.260023	-2.943469	1.285133	3.360177	21.186713	22.707415	21.609409	22.984578	18.271750	28.213500	1	1	1	1
FBtr0079723	CG13390-RA	0.039267	0.144286	0.0098	0.132	0.716337	-0.763639	2.101506	1.066988	12.342237	10.774653	20.061937	23.948878	1.551695	2.225980	1	1	1	1
FBtr0083000	UQCR-C1-RA	0.0411	0.103071	0.0109	0.0692	0.242126	-0.223964	0.457395	1.171420	20.601357	92.587939	21.984175	23.270134	196.971500	218.201000	1	0	1	1
FBtr0072338	CG4707-RA	0.037495	0.090397	0.0086	0.0537	0.513619	0.044723	1.144080	0.873997	12.621375	28.132654	20.515064	0.855268	2.116695	2.589435	1	0	1	1
FBtr0084172	ND-42-RA	0.025698	0.130088	0.0039	0.1088	0.973126	-0.669252	1.740770	1.331393	13.657303	2.955544	20.996691	21.184629	32.623900	29.481950	1	1	1	1
FBtr0082195	gammaSnap2-RA	0.031884	NOTEST	0.006	NOTEST	0.320823	-2.112824	2.491256	2.618539	1.140987	4.461007	23.853915	21.128786	6.746610	4.361585	1	1	1	1
FBtr0301202	CG6424-RC	0.034078	0.139213	0.0069	0.1234	0.722663	-0.700326	3.649125	2.009041	2.243210	5.966272	23.203389	22.088436	38.774350	34.642800	1	1	1	1
FBtr0330378	PSR-RB	0.017516	NOTEST	0.0018	NOTEST	1.315157	-1.251491	1.901587	1.528153	16.675384	24.872032	22.137431	22.907084	9.078400	12.744500	1	0	1	1
FBtr0331756	CG9917-RB	0.024315	NOTEST	0.0035	NOTEST	1.044068	-1.673341	1.990403	-0.361614	33.257689	17.019253	21.730710	22.098735	44.560950	62.230950	1	1	1	1
FBtr0331759	alpha-Man-Ia-RP	0.049033	NOTEST	0.0154	NOTEST	0.705316	-3.868983	1.202161	0.368686	17.126294	44.189492	22.133908	2.253312	18.415650	16.865000	1	1	1	1
FBtr0082584	CG5196-RA	0.006281	NOTEST	0.0002	NOTEST	2.544086	-2.639576	3.035374	0.038282	0.274551	0.580243	23.017736	22.143057	11.674600	12.701600	1	1	1	1
FBtr0100382	nrv2-RF	0.027998	0.092786	0.0045	0.0564	1.287082	-0.202695	1.389673	1.748255	24.403505	95.661831	23.808448	0.184253	123.583500	107.553500	1	1	1	1
FBtr0077966	CG4887-RA	0.034839	0.083681	0.0073	0.0458	0.520067	-0.316784	0.670360	0.396613	8.379489	41.714978	23.637402	3.258039	9.659840	10.210570	1	1	1	1
FBtr0071014	CG4607-RB	0.012983	0.111326	0.001	0.081	1.127070	-0.371493	4.604030	2.336303	12.095890	9.797032	20.269618	19.317017	6.033705	7.652210	1	1	1	1
FBtr0333381	CAH2-RB	0.047351	NOTEST	0.0143	NOTEST	0.451331	-3.937172	2.879884	0.868979	17.386874	17.175123	22.141844	21.337282	21.876100	28.103700	1	1	1	1
FBtr0333029	CG17364-RF	0.049997	NOTEST	0.0161	NOTEST	0.643489	-6.264683	1.895363	0.095216	0.865764	16.603074	21.858037	20.700787	13.063900	7.998470	1	1	1	1
FBtr0071547	CG3295-RA	0.047622	NOTEST	0.0145	NOTEST	0.473522	-2.749818	0.939948	-1.225883	10.868564	31.284899	22.026639	0.403592	30.779350	32.751200	1	0	1	1
FBtr0078700	Vha26-RB	0.033164	0.120619	0.0065	0.0942	1.156320	-0.538869	3.983191	0.302676	91.575332	8.494575	21.672388	21.401503	58.027000	90.866100	1	1	1	1
FBtr0078704	Atu-RA	0.049428	NOTEST	0.0157	NOTEST	0.457260	-2.145639	1.751003	1.686166	20.761870	93.752353	20.341727	4.453954	1.715175	2.829405	1	1	1	1
FBtr0076022	eIF3l-RA	0.017147	NOTEST	0.0017	NOTEST	1.434886	0.963488	2.896614	1.961620	17.160033	21.298067	22.146187	23.015937	89.602500	86.372100	1	0	1	1
FBtr0084546	Tsc1-RA	0.018893	NOTEST	0.0021	NOTEST	1.242441	0.761237	2.392405	1.809085	96.351006	29.518706	21.806677	21.815901	6.464735	7.534330	1	0	1	1
FBtr0089126	Hcf-RA	0.034646	NOTEST	0.0072	NOTEST	0.856393	-0.694082	2.123745	1.932262	3.590506	19.534776	20.370796	22.578883	18.625000	25.584450	1	0	1	1
FBtr0332316	CG3009-RD	0.036266	NOTEST	0.008	NOTEST	0.774764	-4.543218	1.307441	-0.732364	14.213152	4.521822	21.180246	17.170927	11.995900	17.551000	1	0	1	1
FBtr0073067	PHGPx-RA	0.033871	NOTEST	0.0068	NOTEST	0.909519	-3.223519	1.597775	-0.690997	25.797954	96.859503	23.997720	4.334880	54.509150	106.898000	1	1	1	1
FBtr0085922	CG2201-RC	0.018021	0.090042	0.0019	0.0531	2.092597	-0.087873	2.330481	1.765432	31.816973	71.541819	22.945805	0.920219	18.354650	15.419550	1	1	1	1
FBtr0332090	CG32103-RE	0.028219	NOTEST	0.0046	NOTEST	1.159578	-1.353757	3.448998	0.580858	13.664294	22.822055	21.005944	23.103657	43.258150	59.615700	1	0	1	1
FBtr0336679	St3-RB	0.031077	NOTEST	0.0057	NOTEST	1.518322	-1.501201	1.779809	0.374781	89.061560	86.343118	23.663969	3.291090	42.888900	66.801650	1	1	1	1
FBtr0075365	Syx8-RA	0.045639	0.130246	0.0132	0.1093	0.907784	-0.577561	1.254078	0.986539	20.178185	87.648232	22.593840	0.718622	18.247050	25.209700	1	1	1	1
FBtr0077144	Cyt-c1-RA	0.028219	0.106264	0.0046	0.0738	1.308997	-0.272382	2.261235	5.799908	0.346535	3.094806	23.647017	2.113429	161.102500	121.451000	1	1	1	1
FBtr0336699	olf186-F-RG	0.027705	0.079552	0.0044	0.041	0.235081	0.173905	1.465244	1.735355	15.549404	15.069153	21.655306	21.488843	5.639865	4.415865	1	1	1	1
FBtr0273393	ND-B17.2-RB	0.0	NOTEST	0.0	NOTEST	3.847776	-1.280799	4.569268	1.327893	0.426268	1.964602	23.028345	20.632774	126.967500	108.723000	1	0	1	1
FBtr0081180	hook-RA	0.040346	NOTEST	0.0105	NOTEST	-0.124825	0.311892	0.869876	1.458319	16.943298	18.988643	22.055454	21.853076	23.808150	26.924450	1	0	1	1
FBtr0075992	ssp-RA	0.018307	NOTEST	0.002	NOTEST	1.766318	-1.485072	2.326161	-0.380090	32.553446	10.940868	20.918883	2.274201	10.494000	13.541300	1	0	1	1
FBtr0302787	Lmpt-RL	0.004004	0.086429	0.0001	0.049	3.056968	0.097146	3.701367	1.629947	1.312284	79.241796	23.317156	23.080809	11.696750	11.239300	1	1	1	1
FBtr0332898	CG15309-RC	0.044123	NOTEST	0.0124	NOTEST	0.875431	-5.196118	1.430258	0.475315	65.722562	0.077293	20.385769	12.620250	21.728200	13.196900	1	1	1	1
FBtr0302569	qtc-RH	0.013672	NOTEST	0.0011	NOTEST	1.270836	-1.033847	1.779550	-0.214133	13.473272	13.509614	20.539965	18.169415	2.422405	1.822735	1	1	1	1
FBtr0082457	Jupiter-RB	0.04701	0.099472	0.014	0.0646	0.823005	-0.101287	1.877730	1.590507	1.305292	2.412219	23.723556	2.890583	6.612700	4.999180	1	1	1	1
FBtr0075519	mRpS31-RA	0.018893	NOTEST	0.0021	NOTEST	1.679292	2.432604	1.883829	3.364538	12.444547	50.761418	20.625378	22.338213	9.447885	14.568050	1	0	1	1
FBtr0331384	CG14806-RB	0.038092	0.140456	0.0091	0.1256	0.820181	-0.718332	1.295810	1.786833	1.782974	1.768964	22.612393	0.577085	17.128450	16.854050	1	0	1	1
FBtr0071607	Acox57D-d-RA	0.034646	NOTEST	0.0072	NOTEST	0.712568	-1.861427	2.904043	5.031631	13.368368	49.725934	20.766451	4.443774	2.776140	1.946945	1	1	1	1
FBtr0082869	CG3061-RA	0.036062	NOTEST	0.0079	NOTEST	0.807233	1.238752	1.699559	1.668444	19.729377	0.622035	22.516397	22.776919	59.676800	65.240950	1	0	1	1
FBtr0072607	Vti1a-RA	0.016684	0.090212	0.0016	0.0535	1.716942	-0.062072	1.989637	2.751626	19.773507	6.829987	22.487879	20.620149	10.112100	9.333230	1	1	1	1
FBtr0071168	Trxr-1-RB	0.03366	NOTEST	0.0067	NOTEST	1.093512	-1.720203	1.499947	-0.586928	11.673038	39.176987	21.769347	1.445294	6.380435	12.779900	1	1	1	1
FBtr0075564	CG12301-RA	0.00999	0.100472	0.0006	0.0657	2.712380	-0.345547	3.224608	1.040180	86.970311	16.577787	21.910884	0.849752	2.076480	2.500220	1	1	1	1
FBtr0075209	U4-U6-60K-RA	0.037648	NOTEST	0.0087	NOTEST	1.023607	-1.002574	1.234643	1.205870	56.404435	15.841898	23.945020	1.901766	2.818700	3.642515	1	1	1	1
FBtr0088650	CG30349-RA	0.039427	0.109353	0.0099	0.0776	0.743091	-0.392883	1.064706	0.439935	45.568562	3.540457	21.022537	22.575369	4.427375	5.867150	1	1	1	1
FBtr0345597	Rh50-RC	0.048843	0.128583	0.0153	0.1066	0.854494	-0.590154	1.831380	-0.359039	3.307311	7.732236	20.287454	21.217146	19.192350	9.849580	1	1	1	1
FBtr0100183	14-3-3zeta-RJ	0.031884	NOTEST	0.006	NOTEST	0.462206	-4.825213	1.868233	0.031377	91.511835	94.898928	21.315155	4.752709	248.412500	319.156500	1	1	1	1
FBtr0334464	bif-RE	0.038318	0.119745	0.0093	0.093	1.359113	-0.474504	3.883933	1.390529	7.697816	4.615408	20.086673	21.454809	9.537150	7.624705	1	1	1	1
FBtr0087594	PheRS-m-RA	0.004004	NOTEST	0.0001	NOTEST	1.817156	1.030799	2.494006	1.075375	17.699933	25.420804	22.490843	23.453516	14.446250	17.980200	1	0	1	1
FBtr0074918	Mtr3-RA	0.010993	0.135926	0.0007	0.118	1.531219	-0.715912	2.298166	3.663693	14.569328	1.341108	21.307693	22.325555	1.836410	2.465490	1	1	1	1
FBtr0082424	Ho-RA	0.007493	0.081987	0.0003	0.0437	2.285526	0.020986	5.048181	0.892003	14.278214	32.374266	20.547852	20.469085	42.808100	44.146950	1	0	1	1
FBtr0331557	UQCR-C2-RB	0.018021	NOTEST	0.0019	NOTEST	0.892318	-1.057640	1.977687	0.002505	18.113791	22.434690	21.790966	22.842828	96.968150	103.363500	1	1	1	1
FBtr0085632	Fer1HCH-RB	0.045362	NOTEST	0.0128	NOTEST	0.943927	-4.320953	1.870603	1.843276	28.276552	23.666374	23.425848	22.420852	213.603500	400.362000	1	0	1	1
FBtr0343147	Tim9a-RB	0.018893	0.102441	0.0021	0.0683	1.499948	-0.203534	1.969713	0.867617	5.468172	23.468150	22.432850	20.788219	32.537900	38.929050	1	1	1	1
FBtr0079681	CG13088-RA	0.04638	0.079967	0.0136	0.0414	0.950629	0.132829	1.762898	0.659746	2.794417	56.797175	21.726068	17.835182	2.648275	2.718475	1	1	1	1
FBtr0340144	CG6568-RB	0.043827	NOTEST	0.0123	NOTEST	0.748110	-1.012447	1.145098	0.521144	22.596995	72.237838	23.532170	7.124857	4.874195	5.434920	1	1	1	1
FBtr0077987	Pino-RB	0.008325	0.159258	0.0004	0.156	1.299957	-0.963021	2.329291	-0.373455	15.199500	9.336689	20.592644	18.707948	14.968150	12.979100	1	1	1	1
FBtr0113422	IRSp53-RB	0.042794	0.140516	0.0117	0.1257	0.801162	-0.776677	2.313447	0.972303	15.232468	12.891847	20.933345	20.447298	14.354350	15.883300	1	1	1	1
FBtr0079307	homer-RB	0.038092	NOTEST	0.0091	NOTEST	0.833441	-1.660193	1.242271	-0.164513	3.512898	29.949966	21.930467	0.728253	1.025450	1.032005	1	1	1	1
FBtr0085795	rod-RA	0.030085	NOTEST	0.0053	NOTEST	1.107937	-1.093485	2.144194	2.721232	63.233147	10.712185	20.237317	21.339094	1.107095	1.926480	1	1	1	1
FBtr0079299	Aatf-RA	0.047472	NOTEST	0.0144	NOTEST	0.185936	-1.417917	1.007644	0.328302	17.387662	58.691704	22.198189	16.088723	3.438735	5.668080	1	1	1	1
FBtr0301890	Vdup1-RD	0.036266	0.143486	0.008	0.1306	0.544642	-0.737409	1.249149	0.334297	11.806510	3.007542	20.375215	20.480637	2.908085	3.466230	1	1	1	1
FBtr0091486	PNUTS-RA	0.04631	0.081702	0.0135	0.0431	0.673210	0.082560	1.353091	1.515209	2.899356	77.676416	23.563078	3.292823	12.212050	10.695200	1	1	1	1
FBtr0074330	mRpL22-RA	0.007493	0.10662	0.0003	0.0741	2.493805	-0.449191	3.860508	1.692711	34.339140	5.560848	22.843374	18.993368	12.200500	12.586800	1	1	1	1
FBtr0081785	CG3223-RA	0.049033	0.098901	0.0155	0.0639	0.768798	-0.262633	1.345183	1.877557	45.338841	4.219396	23.284850	21.017144	8.356050	12.222050	1	1	1	1
