geneID	symbol	yQvalue	oQvalue	yPvalue	oPvalue	yRP24	oRP24	ySP	oSP	yPVEC	oPVEC	yPhase	oPhase	yMedian	oMedian	yDetectable	oDetectable	yNonZero	oNonzeronFBtr0343535	CG6903-RB	NOTEST	0.049534	NOTEST	0.0158	-2.255968	0.260773	-0.385226	1.140949	40.543529	49.127611	7.528011	4.716821	11.991350	13.535450	0	1	1	1
FBtr0078584	Obp83cd-RA	NOTEST	0.043758	NOTEST	0.0116	-4.266866	0.745640	-0.874193	2.851848	12.715409	38.613907	23.386182	2.243752	4.495270	3.705045	1	1	1	1
FBtr0082851	Hrb87F-RA	NOTEST	0.027683	NOTEST	0.0043	-1.053409	1.572422	2.359048	3.973777	4.266152	1.942542	4.457785	3.390935	15.213700	22.817450	0	1	1	1
FBtr0100014	Ir62a-RA	0.148228	0.005754	0.1365	0.0002	-0.878926	1.945236	-0.308384	2.854107	4.111194	66.648925	3.600762	2.931866	8.491655	8.693650	0	1	1	1
FBtr0086552	SdhA-RB	0.084433	0.016938	0.0467	0.0016	0.017194	0.761999	0.287686	2.869045	4.269407	80.039061	3.108879	4.517515	58.073350	48.493200	1	1	1	1
FBtr0113107	Liprin-gamma-RD	NOTEST	0.020616	NOTEST	0.0024	-1.064174	2.087244	0.336516	3.715940	23.558999	32.806749	4.561282	3.250484	5.198430	4.313120	1	1	1	1
FBtr0071772	Vps35-RA	0.155561	0.016938	0.1496	0.0016	-0.886723	2.100713	-0.632942	2.988787	14.333092	6.788530	4.366526	4.414678	11.577850	13.763800	1	1	1	1
FBtr0084999	Ald-RD	0.100591	0.024052	0.0649	0.0033	-0.169665	1.608889	-0.070388	4.062914	9.057977	44.310942	3.378893	3.996302	2.081500	5.540105	1	1	0	0
FBtr0088128	CG13204-RA	NOTEST	0.04386	NOTEST	0.0117	-7.190741	1.051243	-0.195110	3.528376	2.906226	7.398639	1.312482	3.409717	3.602400	3.407255	1	1	1	1
FBtr0088646	Ggamma1-RB	NOTEST	0.021821	NOTEST	0.0027	-1.286538	1.967166	-0.625464	4.135452	10.539884	8.917639	2.069868	3.562879	29.192500	35.498800	1	1	1	1
FBtr0087789	sug-RA	NOTEST	0.049797	NOTEST	0.016	-3.069169	0.593110	-0.867504	1.553690	13.654400	3.961456	17.530526	2.797003	13.027300	18.256600	1	1	1	1
FBtr0342886	CG42672-RK	NOTEST	0.014577	NOTEST	0.0012	-5.236941	1.945834	-2.518390	2.413168	15.589472	11.301446	5.627830	4.206943	2.218360	2.331585	1	1	1	1
FBtr0333889	Fhos-RJ	NOTEST	0.048728	NOTEST	0.0153	-1.017517	0.660278	0.295919	1.125430	12.082040	23.354579	22.806615	2.221404	1.400645	1.616525	1	1	1	1
FBtr0301156	Zasp66-RM	NOTEST	0.033669	NOTEST	0.0064	-1.460312	1.388682	-0.155325	3.055399	4.439546	5.860842	4.545056	3.841838	7.527795	6.316355	1	1	0	1
FBtr0071197	CG1440-RA	NOTEST	0.044621	NOTEST	0.0124	-2.422647	0.780328	-0.767713	1.710985	28.902695	4.901418	1.103402	4.016776	0.811657	2.388800	0	1	1	1
FBtr0304000	Tao-RG	NOTEST	0.028867	NOTEST	0.0047	1.344358	1.184877	3.618381	2.143134	5.737904	6.853955	5.865014	4.981718	52.684600	52.967000	0	1	1	1
FBtr0332219	Syt1-RF	0.124766	0.005754	0.0978	0.0002	-0.535242	2.915476	0.596781	4.009181	5.506102	93.006380	5.423284	5.517269	88.750150	34.723200	1	1	1	1
FBtr0299748	Doa-RS	NOTEST	0.033869	NOTEST	0.0065	-3.172754	0.827268	-0.921387	2.344265	53.874496	11.675109	5.405497	4.195478	0.703191	1.975020	0	1	0	0
FBtr0083414	m-cup-RA	0.146908	0.031618	0.1338	0.0056	-0.852535	0.855191	-0.688733	2.828194	59.805931	74.016123	6.415356	3.967691	1.464120	1.540245	1	1	1	1
FBtr0306755	cnc-RL	NOTEST	0.010249	NOTEST	0.0006	-1.993251	1.874694	-1.953090	3.136645	11.702517	88.294942	6.311902	5.632062	8.253355	10.053255	1	1	1	1
FBtr0071458	CG32687-RA	0.10348	0.019923	0.0685	0.0022	-0.551293	1.562247	0.563372	2.232714	21.867470	61.836921	20.666853	3.487952	37.125150	41.597650	1	1	1	1
FBtr0073471	Ran-RB	0.076646	0.015004	0.0388	0.0013	0.299161	2.258050	1.235531	2.794115	2.996272	11.698670	4.239965	4.468583	67.467750	76.181150	1	1	1	1
FBtr0343010	CG33143-RF	0.097696	0.011106	0.0613	0.0007	-0.121112	1.946421	1.356141	2.699290	31.189876	6.273046	1.556160	4.660696	1.856120	2.051655	1	1	1	1
FBtr0112741	ND-MWFE-RB	NOTEST	0.032032	NOTEST	0.0057	0.151998	1.413452	0.569460	1.612043	35.675241	4.910278	23.469233	3.787453	0.817946	1.029898	0	1	1	1
FBtr0345289	Thor-RB	0.082767	0.029125	0.0448	0.0048	0.166769	2.075144	4.208375	3.600094	9.256968	5.181575	2.867941	3.478397	169.024500	179.862000	0	1	1	1
FBtr0077442	CG15436-RA	NOTEST	0.023417	NOTEST	0.0031	-5.034777	1.129352	-1.134865	3.436579	44.099258	67.653696	22.852873	2.305444	1.975420	3.069495	1	1	1	1
FBtr0077684	Prx6005-RA	NOTEST	0.029125	NOTEST	0.0048	-3.241424	1.295121	-2.121504	2.235434	45.982257	5.071778	21.352260	3.639705	4.235355	6.324370	1	1	1	1
FBtr0345392	CG8180-RC	0.104631	0.014133	0.0701	0.0011	-0.463596	1.586325	0.802940	2.713176	0.214196	91.020532	0.825258	4.660882	8.910905	9.687945	0	1	1	1
FBtr0076135	RIOK1-RB	NOTEST	0.025455	NOTEST	0.0037	-2.458425	0.938159	0.907785	1.119104	4.814017	3.931039	21.998794	2.841892	2.312950	3.229870	1	1	1	1
FBtr0082735	CG11686-RA	0.090974	0.01179	0.0537	0.0008	0.044921	2.369613	2.926332	4.282510	53.704495	17.172980	4.203402	4.732444	27.688000	57.102550	1	1	1	1
FBtr0088014	Oda-RC	0.153558	0.04779	0.1458	0.0146	-0.889941	1.019275	-0.536538	1.797906	2.160864	5.347852	3.079597	4.642677	182.164500	240.084000	1	1	1	1
FBtr0089013	Glo1-RA	0.098086	0.04508	0.0619	0.0127	-0.130606	0.214608	0.082059	0.526686	2.159368	69.157168	3.582120	4.975828	44.209700	51.994100	1	1	1	1
FBtr0100344	sv-RF	0.087475	0.021821	0.0503	0.0027	0.069868	2.130768	0.867307	3.647033	2.352167	47.680672	3.710813	4.474750	7.620085	6.082640	1	1	1	1
FBtr0074354	CG9132-RB	NOTEST	0.045743	NOTEST	0.0131	-2.159301	0.783651	-1.182163	1.869564	7.217392	84.955931	3.492648	3.851175	43.445300	47.982000	1	1	1	1
FBtr0306381	CG18659-RE	NOTEST	0.026577	NOTEST	0.004	-2.120050	1.166026	3.572652	2.526747	68.312065	4.789933	5.249905	5.328033	1.231480	2.571750	1	1	1	1
FBtr0077537	CG2818-RA	0.082777	0.033998	0.0449	0.0067	0.072519	1.462273	0.502804	2.155512	3.132897	5.001035	3.263218	4.451564	8.665300	9.904655	1	1	1	1
FBtr0110915	Dys-RD	NOTEST	0.005754	NOTEST	0.0002	-5.657157	2.071054	-2.692585	3.784606	70.656645	67.337323	0.880872	2.625805	2.924310	2.531155	1	1	1	1
FBtr0071424	Yp2-RA	NOTEST	0.013512	NOTEST	0.001	-3.836219	0.911930	-1.170425	2.489427	34.843592	76.247518	2.327223	3.629487	1052.580000	425.743000	1	1	1	1
FBtr0081958	CAHbeta-RA	NOTEST	0.010249	NOTEST	0.0006	-1.933192	2.248479	-0.324558	3.482158	74.627597	5.191400	9.058727	5.579172	8.830950	14.948550	1	1	1	1
FBtr0083524	Odj-RA	0.120217	0.028304	0.0912	0.0045	-0.491728	1.255466	-0.068360	2.355460	23.035969	18.405188	3.678543	2.605604	5.791325	8.201415	0	1	1	1
FBtr0077745	ND-B17.2-RA	NOTEST	0.042754	NOTEST	0.0109	-2.458836	0.859167	-0.749218	1.948643	42.805168	60.980351	1.410246	2.749142	12.934150	15.182400	1	1	1	1
FBtr0087636	CG6329-RD	NOTEST	0.039301	NOTEST	0.009	-1.259744	0.738020	-0.731987	2.057818	47.159839	81.082849	1.060813	3.051259	5.010460	2.214530	1	1	1	1
FBtr0078959	CG9780-RA	NOTEST	0.045142	NOTEST	0.0128	-3.104991	0.374623	-0.476160	0.970872	8.556411	71.797648	18.959415	5.549385	52.443150	56.572950	1	1	1	1
FBtr0305681	PK1-R-RE	NOTEST	0.027683	NOTEST	0.0043	-4.713572	1.429248	0.239030	2.534147	15.691649	2.168699	9.432500	3.297032	1.114870	1.069360	1	1	1	1
FBtr0082260	CG6325-RA	0.09909	0.036597	0.0631	0.0079	-0.178120	1.105238	1.195108	2.542320	11.941196	6.505630	5.493964	3.282269	3.957450	4.349900	1	1	1	1
FBtr0303107	CG7971-RF	0.078733	0.030327	0.0408	0.0052	-0.174968	1.243302	0.417634	1.363679	15.290016	5.590799	23.917921	3.184185	8.700365	5.888030	1	1	1	1
FBtr0070809	CG15771-RA	0.08848	0.020616	0.0513	0.0024	-0.247550	0.977175	-0.099878	2.118323	25.834434	67.243812	1.326602	3.842126	24.530200	33.434450	1	1	1	1
FBtr0339379	Adk3-RD	NOTEST	0.014577	NOTEST	0.0012	-5.289702	1.737044	-0.435103	2.069061	36.462850	37.009585	1.245735	2.806756	5.728740	5.938640	1	1	1	1
FBtr0301331	cdc14-RC	NOTEST	0.042351	NOTEST	0.0106	-1.168529	0.775038	-0.566871	1.721262	50.070440	92.858120	3.250841	5.037826	4.452215	4.539040	1	1	1	1
FBtr0334671	gfzf-RE	0.147341	0.04264	0.1347	0.0108	-0.778887	0.867038	-0.048623	1.154134	35.468045	63.060476	1.431255	2.275541	3.575180	4.750255	1	1	1	1
FBtr0345104	Svil-RW	NOTEST	0.021821	NOTEST	0.0027	-1.204342	1.288277	-0.487610	1.575088	34.777753	5.197022	2.443514	2.345967	1.209095	2.105975	1	1	0	0
FBtr0332139	UbcE2M-RC	0.123168	0.011106	0.0952	0.0007	-0.434819	2.024017	0.410342	3.033700	63.476647	102.688077	5.012751	5.978914	6.616155	5.873380	1	1	1	1
FBtr0331984	SmydA-7-RB	NOTEST	0.0	NOTEST	0.0	-3.484527	2.340429	-1.976701	2.975284	35.325412	86.997717	11.134820	5.533917	1.179615	1.638590	1	1	1	1
FBtr0302354	alpha-Est9-RC	0.162085	0.04508	0.1602	0.0127	-0.986829	0.511687	-0.730269	1.515480	39.107395	49.624807	3.218728	3.993397	30.072350	34.269100	1	1	1	1
FBtr0082329	CG6621-RA	NOTEST	0.007274	NOTEST	0.0003	-1.832132	1.590695	-0.298753	1.775070	29.948651	11.449213	1.608455	2.059308	5.844025	6.716370	1	1	1	1
FBtr0334559	Efa6-RH	0.121381	0.005754	0.0928	0.0002	-0.450475	2.593939	2.437064	3.689652	4.738005	1.953415	5.213535	2.563119	2.307435	2.444875	1	1	1	1
FBtr0301529	Rab26-RD	NOTEST	0.040922	NOTEST	0.0098	-1.507475	0.530123	0.365013	1.915235	2.222963	80.509485	0.154874	4.546792	1.279825	1.354135	1	1	1	1
FBtr0079139	CG7239-RA	0.146702	0.041427	0.1335	0.0101	-0.869241	1.002283	-0.614711	2.672133	4.180879	12.456657	1.010690	5.320514	3.034090	3.821465	1	1	1	1
FBtr0114627	Ehbp1-RF	NOTEST	0.033998	NOTEST	0.0067	-1.108429	0.853416	2.765205	3.323960	86.261596	39.983018	0.169741	2.784684	3.266175	3.613875	1	1	1	1
FBtr0336452	LpR2-RI	NOTEST	0.032412	NOTEST	0.0058	-1.309781	0.987109	-0.940343	2.694064	4.555104	73.402534	1.508911	4.739066	7.653155	5.804490	1	1	1	1
FBtr0304688	CG42613-RH	NOTEST	0.042524	NOTEST	0.0107	-2.445967	0.834288	-1.702226	2.312968	3.095713	87.860632	3.860527	4.401034	17.104950	18.678000	1	1	1	1
FBtr0344030	ctrip-RM	NOTEST	0.044793	NOTEST	0.0125	-3.539804	-0.025781	-2.889234	2.009464	55.087342	74.476386	14.947276	3.637008	1.740785	2.860865	1	1	1	1
FBtr0072127	gbb-RA	0.125278	0.028027	0.0991	0.0044	-0.521547	1.186604	0.188084	1.316677	11.772700	1.792392	3.272352	3.279365	17.105150	25.359850	1	1	1	1
FBtr0304680	unc-104-RG	NOTEST	0.049534	NOTEST	0.0158	-3.040835	0.745790	-1.973750	0.936959	3.445538	85.719215	4.138641	5.105688	19.031650	20.633350	1	1	1	1
FBtr0084077	mod(mdg4)-RR	0.135541	0.003712	0.1151	0.0001	-0.629127	2.120446	-0.374462	2.580826	1.023490	62.830844	2.472935	2.214444	3.806730	3.519670	1	1	1	1
FBtr0339973	CG32944-RG	0.143005	0.043683	0.1276	0.0115	-0.775443	0.940030	3.521302	2.271637	2.918315	66.344394	2.151081	5.435654	5.885300	5.644680	1	1	1	1
FBtr0070874	Efr-RA	NOTEST	0.046876	NOTEST	0.0139	-4.878862	0.198615	-2.662897	2.685022	20.232827	81.203049	3.328979	3.408533	15.396900	15.786150	1	1	1	1
FBtr0331186	Rchy1-RB	NOTEST	0.025789	NOTEST	0.0038	-2.265354	1.348046	-1.754593	2.307515	53.598626	61.165241	4.829336	4.909567	5.164240	5.599435	1	1	0	1
FBtr0076832	Cyp4d8-RA	NOTEST	0.029738	NOTEST	0.005	-2.739483	1.004607	-2.055430	3.431030	85.438661	6.432435	8.640786	5.873587	7.004735	8.460790	1	1	1	1
FBtr0334171	Nhe2-RJ	NOTEST	0.033257	NOTEST	0.0062	-2.386256	0.816496	-1.160191	1.897539	104.912263	42.229634	7.527302	3.425194	1.575705	1.267935	1	1	1	1
FBtr0113477	CG6006-RC	NOTEST	0.045335	NOTEST	0.0129	-1.871245	0.937500	-0.665465	1.642871	32.744172	8.834751	12.977024	4.288016	4.414775	3.292515	1	1	1	1
FBtr0081005	dl-RA	NOTEST	0.014133	NOTEST	0.0011	-2.771955	1.739361	-1.511182	3.001347	43.106119	72.095960	2.148739	3.302491	1.527795	3.353770	1	1	1	1
FBtr0084743	CG5805-RA	NOTEST	0.04386	NOTEST	0.0117	-4.674651	-0.618109	-1.744136	1.499644	58.140303	74.988360	2.249300	3.465266	8.813170	7.514695	1	1	1	1
FBtr0082771	Lip3-RA	NOTEST	0.015735	NOTEST	0.0014	-1.366563	1.370788	0.870130	1.922413	7.325258	1.850155	0.553991	2.235388	0.364333	1.160745	0	1	1	1
FBtr0073849	tth-RB	NOTEST	0.025455	NOTEST	0.0037	1.522493	1.352319	2.022511	2.399172	27.561425	90.258589	4.291043	5.104062	27.019550	28.959400	0	1	1	1
FBtr0304810	CG43078-RD	NOTEST	0.043633	NOTEST	0.0114	-1.447795	0.901282	-0.859680	1.039718	12.496105	55.490354	3.809989	5.471907	3.224085	3.191630	1	1	1	1
FBtr0071066	unc-119-RA	NOTEST	0.018637	NOTEST	0.0019	-1.398728	0.699797	-0.933189	0.780674	2.765362	47.030923	3.966115	4.258282	44.214300	36.009000	1	1	1	1
FBtr0080276	Mal-B2-RA	NOTEST	0.028027	NOTEST	0.0044	-1.183955	1.280705	-0.299680	1.405426	23.531647	6.486128	16.610094	4.870802	7.855805	18.806400	1	1	1	1
FBtr0073443	Dlic-RD	NOTEST	0.046596	NOTEST	0.0136	-2.820022	0.655888	-1.837548	2.069274	76.778103	91.428471	2.622539	3.981225	41.366500	46.740900	1	1	1	1
FBtr0071397	CG15247-RA	NOTEST	0.04226	NOTEST	0.0105	-2.890497	1.012888	-2.087037	1.632459	18.614836	10.574274	21.634696	4.042650	2.099530	1.656625	1	1	1	1
FBtr0089291	Wnt4-RA	NOTEST	0.042754	NOTEST	0.0109	-0.697707	0.811953	0.302034	1.312102	6.273372	16.356977	3.257666	4.129372	2.929910	1.823130	0	1	1	1
FBtr0301447	loj-RE	0.133659	0.042756	0.112	0.011	-0.750647	0.359311	-0.512602	0.480396	6.752288	71.498298	6.269657	4.859828	20.865300	22.096250	1	1	1	1
FBtr0113378	CG30460-RE	NOTEST	0.030643	NOTEST	0.0053	-1.709652	1.231381	0.035263	1.413731	19.169136	23.719261	9.849308	4.266071	4.185250	6.549635	1	1	1	1
FBtr0077705	CG31689-RC	NOTEST	0.017474	NOTEST	0.0017	-4.135048	1.346878	0.031308	2.236236	70.487496	91.619515	7.408555	5.093629	33.103900	51.482100	1	1	1	1
FBtr0077706	CG31689-RD	NOTEST	0.046227	NOTEST	0.0134	-1.211820	0.846237	-0.937738	1.355912	54.280560	71.751419	7.415438	5.514461	3.308445	4.542450	1	1	0	0
FBtr0339124	ACC-RF	0.108248	0.022182	0.075	0.0028	-0.289444	0.774592	0.279771	2.440562	8.974857	86.670435	5.976446	4.122712	12.561850	12.340700	1	1	1	1
FBtr0302149	Mlf-RE	0.146031	0.022182	0.1325	0.0028	-0.746638	1.229550	-0.109673	2.648082	1.764360	68.776527	3.119024	3.736747	14.509900	12.291200	1	1	1	1
FBtr0075035	Mkp3-RB	NOTEST	0.04386	NOTEST	0.0117	-2.488999	1.094970	-0.324132	2.515270	0.000000	17.164951	24.000000	5.246549	0.000000	2.283910	0	1	0	0
FBtr0085458	Pcd-RA	0.147737	0.048207	0.1354	0.015	-0.825172	0.654088	-0.490843	1.292909	2.567453	67.197672	1.962331	4.504243	24.320800	30.379600	1	1	1	1
FBtr0305315	CG1965-RB	NOTEST	0.030643	NOTEST	0.0053	-1.064497	1.157286	-0.010419	1.659772	43.582497	36.641413	0.930737	2.692655	14.280800	13.409050	1	1	1	1
FBtr0086732	CG5098-RA	NOTEST	0.038551	NOTEST	0.0087	-2.290847	1.003862	0.161105	2.259711	2.774849	50.969018	2.911749	4.555942	4.769570	4.879335	1	1	1	1
FBtr0072402	emp-RA	0.11467	0.010249	0.0838	0.0006	-0.358268	1.632819	0.186656	2.322718	1.783508	70.139528	2.914476	4.089606	50.791050	58.898700	1	1	1	1
FBtr0079147	Gpdh1-RC	0.12969	0.048207	0.1062	0.015	-0.496759	0.591804	2.149321	3.111639	12.235749	1.057138	4.767667	2.129712	94.007700	42.095800	1	1	1	1
FBtr0087520	O-fut1-RA	NOTEST	0.022182	NOTEST	0.0028	-3.487277	0.751540	-0.721090	2.156185	78.258095	75.652205	8.295416	4.510646	0.001295	1.287108	0	1	0	0
FBtr0339154	GABA-B-R2-RC	0.151491	0.032697	0.1417	0.0059	-0.827619	0.539479	0.256521	2.381521	13.108827	2.659675	21.618449	2.180746	8.912225	3.777270	1	1	1	1
FBtr0308793	sm-RW	NOTEST	0.018637	NOTEST	0.0019	-5.064175	0.493123	-1.392454	4.145695	76.744758	80.001610	8.521730	4.520993	0.000000	2.467595	0	1	0	0
FBtr0086245	Fem-1-RA	NOTEST	0.048207	NOTEST	0.015	-4.543802	0.259688	-0.127364	0.677530	55.153453	6.990304	6.671293	2.962061	5.343625	10.964550	1	1	1	1
FBtr0302035	mim-RD	NOTEST	0.044621	NOTEST	0.0124	-1.047567	0.843245	0.172960	1.400300	0.409496	14.603566	0.735972	4.462533	5.726050	5.299435	1	1	1	1
FBtr0085584	Tpi-RC	0.150425	0.030065	0.1399	0.0051	-0.827991	1.389434	1.899375	1.949394	10.057230	7.965787	4.510567	4.933045	6.047665	7.610820	1	1	1	1
FBtr0302366	CG14184-RB	0.150578	0.020338	0.1403	0.0023	-0.825055	1.653104	-0.103250	2.482450	3.682482	7.901005	4.232381	5.373150	23.711600	24.250200	1	1	0	0
FBtr0333544	frtz-RB	NOTEST	0.034557	NOTEST	0.007	-2.241032	0.889717	0.317761	2.673161	3.681816	63.133610	4.679626	4.093159	1.879275	1.982870	1	1	1	1
FBtr0078008	Nnf1b-RA	NOTEST	0.031288	NOTEST	0.0055	-1.803201	1.420589	1.061528	1.496931	1.555421	96.145374	2.909799	2.794874	0.337319	1.237180	0	1	1	1
FBtr0080496	CG9928-RA	NOTEST	0.042351	NOTEST	0.0106	-1.282470	0.931752	-0.757405	3.240978	3.084502	2.588304	3.443034	3.936705	428.630500	667.749000	1	1	1	1
FBtr0302713	CG42674-RB	0.10675	0.013512	0.0727	0.001	-0.280763	1.508450	0.432495	2.213898	91.454603	85.449553	8.592949	5.690918	1.103000	1.497340	1	1	1	1
FBtr0302711	CG42673-RD	NOTEST	0.009636	NOTEST	0.0005	-1.079090	2.483115	-0.598774	2.670072	7.348062	13.475745	6.623721	4.267907	3.464095	6.699005	1	1	1	1
FBtr0310536	Slip1-RB	0.150181	0.031618	0.1393	0.0056	-0.831156	1.468692	0.265167	3.662245	4.157259	33.369242	4.767274	2.964164	24.248300	20.774100	1	1	1	1
FBtr0070156	RpL36-RB	0.147832	0.039656	0.1356	0.0092	-0.743312	1.304499	0.016376	3.927099	2.091718	2.448285	2.975858	2.970045	245.808500	370.057500	1	1	1	1
FBtr0336918	CG1620-RC	NOTEST	0.018191	NOTEST	0.0018	-2.319802	1.868271	-1.354685	3.210502	27.021540	51.979099	18.990937	3.296108	3.595675	5.396710	1	1	1	1
FBtr0273398	pst-RE	NOTEST	0.011106	NOTEST	0.0007	-1.478108	2.560079	-0.859717	3.047561	17.819326	56.016077	5.403081	5.729738	17.546950	29.040700	1	1	1	1
FBtr0300558	PMCA-RM	0.131637	0.015004	0.1092	0.0013	-0.682401	2.121442	-0.064416	2.349700	5.325426	23.111352	5.386108	4.773575	28.145900	43.080250	1	1	1	1
FBtr0076382	LanB2-RA	NOTEST	0.007274	NOTEST	0.0003	-1.395703	1.700953	-1.293736	2.196105	64.560700	99.816119	5.185188	4.799428	6.354725	7.211330	1	1	1	1
FBtr0110872	ATPsynG-RB	0.10173	0.045959	0.0661	0.0132	-0.243000	0.717865	0.769871	2.685020	1.487695	1.050164	2.806588	2.506718	390.892500	384.715000	1	1	1	1
FBtr0300269	heph-RU	NOTEST	0.024513	NOTEST	0.0034	-2.183314	1.182401	-0.089658	3.092114	82.438848	67.638720	7.944625	3.059221	20.186250	18.015850	1	1	1	1
FBtr0082555	DCAF12-RA	0.08326	0.014133	0.0454	0.0011	0.031989	0.702012	0.422693	1.759552	21.336340	55.847406	22.564634	4.560353	2.544760	2.837660	1	1	1	1
FBtr0075515	CG17028-RA	0.126929	0.018191	0.1021	0.0018	-0.558047	0.952914	0.695388	2.240112	35.538736	76.479980	0.807465	4.711450	2.168250	2.655825	1	1	1	1
